node_key,degree
CANONICAL_ENTITY:PIERRE_MULELE,28
EVENT_CLUSTER:634,23
EVENT_CLUSTER:635,15
EVENT_CLUSTER:636,15
EVENT_CLUSTER:637,15
CANONICAL_ENTITY:JASON_SENDWE,17
CANONICAL_ENTITY:UN_SECURITY_COUNCIL,5
EVENT_CLUSTER:42,18
EVENT_CLUSTER:43,8
CANONICAL_ENTITY:BAN_PHA_PHO,10
CANONICAL_ENTITY:DRV,6
CANONICAL_ENTITY:VIETNAM,5
CANONICAL_ENTITY:VIETNAMESE,8
EVENT_CLUSTER:844,9
EVENT_CLUSTER:845,9
CANONICAL_ENTITY:BAN_TA_VIANG,38
CANONICAL_ENTITY:ETHIOPIAN_TROOPS,6
CANONICAL_ENTITY:KABALO,7
CANONICAL_ENTITY:LAK_SAO,6
CANONICAL_ENTITY:NHOMMARAT,6
CANONICAL_ENTITY:PEOPLES_COMMITTEE_AGAINST_REBELS_AND_COMMUNISTS,6
CANONICAL_ENTITY:SUKARNO,40
EVENT_CLUSTER:102,9
EVENT_CLUSTER:103,9
EVENT_CLUSTER:116,15
EVENT_CLUSTER:117,28
EVENT_CLUSTER:118,26
EVENT_CLUSTER:119,15
EVENT_CLUSTER:736,18
EVENT_CLUSTER:737,18
EVENT_CLUSTER:738,18
EVENT_CLUSTER:739,18
EVENT_CLUSTER:740,18
EVENT_CLUSTER:98,25
CANONICAL_ENTITY:BATTALION_IN_THE_TRUST_TERRITORY,1
CANONICAL_ENTITY:TRIALS_OF_FORMER_REGIME_LEADERS,2
CANONICAL_ENTITY:BELGIAN_AUTHORITIES,1
CANONICAL_ENTITY:DISSATISFIED_POLITICIANS,1
CANONICAL_ENTITY:BELGIAN_DEFENSE_MINISTRY,11
EVENT_CLUSTER:175,7
EVENT_CLUSTER:176,7
CANONICAL_ENTITY:BELGIAN_FORCES,1
CANONICAL_ENTITY:BELGIAN_FOREIGN_MINISTRY,16
CANONICAL_ENTITY:INTERNATIONAL_RED_CROSS,6
CANONICAL_ENTITY:LEAGUE_OF_RED_CROSS_SOCIETIES,7
CANONICAL_ENTITY:SAHBANI,7
EVENT_CLUSTER:702,13
EVENT_CLUSTER:703,13
EVENT_CLUSTER:704,13
EVENT_CLUSTER:705,13
EVENT_CLUSTER:706,13
CANONICAL_ENTITY:BELGIAN_GOVERNMENT,9
CANONICAL_ENTITY:FOREIGN_MINISTER_WIGNY,5
CANONICAL_ENTITY:PRIME_MINISTER_SALAZAR,5
CANONICAL_ENTITY:TAIEB_SABHANI,10
EVENT_CLUSTER:799,7
EVENT_CLUSTER:800,7
CANONICAL_ENTITY:LEOPOLDVILLE_PROVINCE,4
CANONICAL_ENTITY:LULUABOURG,4
EVENT_CLUSTER:252,9
EVENT_CLUSTER:253,9
CANONICAL_ENTITY:BELGIAN_MILITARY_ADVISER,1
CANONICAL_ENTITY:BELGIAN_MILITARY_AND_CIVILIAN_ADVISERS,1
CANONICAL_ENTITY:CROWN_PRINCE_MOULAY_HASSAN,13
CANONICAL_ENTITY:MOROCCAN_GOVERNMENT,16
EVENT_CLUSTER:168,11
EVENT_CLUSTER:169,11
EVENT_CLUSTER:170,11
CANONICAL_ENTITY:BELGRADE,8
CANONICAL_ENTITY:CENTO,3
CANONICAL_ENTITY:CUBAN_NATIONAL_DAY,5
CANONICAL_ENTITY:EQUATEUR_PROVINCE,32
CANONICAL_ENTITY:EVACUATION_OF_ITS_NATIONALS,2
CANONICAL_ENTITY:GENERAL_FEDERATION_OF_BELGIAN_WORKERS,5
CANONICAL_ENTITY:GENERAL_HEDAYAT,4
CANONICAL_ENTITY:GENEVA_AGREEMENTS,7
CANONICAL_ENTITY:LABOR_UNION_LEADERS,5
CANONICAL_ENTITY:LOBITO,4
CANONICAL_ENTITY:MATHIAS,5
CANONICAL_ENTITY:MOBUTU_KASAVUBU_GOVERNMENT,3
CANONICAL_ENTITY:MUNONGO,11
CANONICAL_ENTITY:PHAM_VAN_DONG,11
CANONICAL_ENTITY:PRAGUE,8
CANONICAL_ENTITY:PREMIER_EYSKENS,11
CANONICAL_ENTITY:REPUBLIC_OF_CYPRUS,4
CANONICAL_ENTITY:ROMAN_CATHOLIC_TRADE_UNION_FEDERATION,7
CANONICAL_ENTITY:SOFIA,8
CANONICAL_ENTITY:SOVIET_PARTY_CENTRAL_COMMITTEE,13
CANONICAL_ENTITY:SOVIET_TRANSPORTS,4
CANONICAL_ENTITY:SPAAK,4
CANONICAL_ENTITY:SWEDEN,7
CANONICAL_ENTITY:UNITED_NATIONS,21
CANONICAL_ENTITY:US_EMBASSY,22
CANONICAL_ENTITY:US_MILITARY_PERSONNEL,5
CANONICAL_ENTITY:WALLOON_REGIONS,4
CANONICAL_ENTITY:WALLOON_SOCIALIST_DEPUTIES,7
EVENT_CLUSTER:186,12
EVENT_CLUSTER:187,12
EVENT_CLUSTER:188,12
EVENT_CLUSTER:198,13
EVENT_CLUSTER:199,14
EVENT_CLUSTER:283,13
EVENT_CLUSTER:424,10
EVENT_CLUSTER:425,10
EVENT_CLUSTER:505,10
EVENT_CLUSTER:506,10
EVENT_CLUSTER:507,10
EVENT_CLUSTER:51,11
EVENT_CLUSTER:510,11
EVENT_CLUSTER:511,11
EVENT_CLUSTER:512,11
EVENT_CLUSTER:513,11
EVENT_CLUSTER:514,11
EVENT_CLUSTER:516,11
EVENT_CLUSTER:52,5
EVENT_CLUSTER:53,5
EVENT_CLUSTER:644,10
EVENT_CLUSTER:79,11
EVENT_CLUSTER:807,11
EVENT_CLUSTER:808,11
EVENT_CLUSTER:824,9
EVENT_CLUSTER:825,9
EVENT_CLUSTER:93,28
EVENT_CLUSTER:94,18
EVENT_CLUSTER:95,18
EVENT_CLUSTER:96,18
CANONICAL_ENTITY:K_P_S_MENON,3
CANONICAL_ENTITY:UNITED_NATIONAL_PARTY,3
EVENT_CLUSTER:691,10
CANONICAL_ENTITY:BEN_GURION,26
CANONICAL_ENTITY:DR_ISRAEL_BAER,7
CANONICAL_ENTITY:HAARETZ,6
CANONICAL_ENTITY:MAPAI,7
CANONICAL_ENTITY:MAPAM,6
CANONICAL_ENTITY:TEL_AVIV_BRANCH_OF_HEBREW_UNIVERSITY,6
EVENT_CLUSTER:841,7
EVENT_CLUSTER:842,8
EVENT_CLUSTER:843,7
EVENT_CLUSTER:850,11
EVENT_CLUSTER:851,11
EVENT_CLUSTER:852,11
EVENT_CLUSTER:853,11
CANONICAL_ENTITY:BHUTAN,21
CANONICAL_ENTITY:CHOU_EN_LAI,20
CANONICAL_ENTITY:KASHMIR,2
CANONICAL_ENTITY:SIKKIM,6
EVENT_CLUSTER:466,21
EVENT_CLUSTER:486,10
EVENT_CLUSTER:495,13
CANONICAL_ENTITY:BIG_FOUR,8
CANONICAL_ENTITY:WESTERN_POWERS,9
EVENT_CLUSTER:809,5
EVENT_CLUSTER:810,5
CANONICAL_ENTITY:BISHOP_DIBELIUS,17
CANONICAL_ENTITY:EAST_BERLIN,7
CANONICAL_ENTITY:EVANGELICAL_CHURCH,8
CANONICAL_ENTITY:KASAVUBU_MOBUTU_GOVERNMENT,17
EVENT_CLUSTER:422,23
EVENT_CLUSTER:472,12
EVENT_CLUSTER:473,12
EVENT_CLUSTER:474,19
EVENT_CLUSTER:475,12
EVENT_CLUSTER:476,12
CANONICAL_ENTITY:BOGOTA,9
CANONICAL_ENTITY:GOVERNMENT,11
EVENT_CLUSTER:747,7
EVENT_CLUSTER:748,7
CANONICAL_ENTITY:INTERNATIONAL_CONTROL_COMMISSION,51
CANONICAL_ENTITY:QUINIM_PHOLSENA,17
EVENT_CLUSTER:204,10
EVENT_CLUSTER:205,19
EVENT_CLUSTER:206,10
EVENT_CLUSTER:212,11
EVENT_CLUSTER:213,11
CANONICAL_ENTITY:DAYALS_RETURN_TO_CONGO,1
CANONICAL_ENTITY:KONG_LE,46
CANONICAL_ENTITY:LOWER_CONGO,3
CANONICAL_ENTITY:MCKEOWN,19
CANONICAL_ENTITY:SOVIET_AMBASSADOR,8
EVENT_CLUSTER:104,28
EVENT_CLUSTER:387,21
EVENT_CLUSTER:389,16
EVENT_CLUSTER:390,16
EVENT_CLUSTER:391,12
EVENT_CLUSTER:544,19
CANONICAL_ENTITY:CHIN,4
CANONICAL_ENTITY:KACHIN,3
CANONICAL_ENTITY:KAREN,4
CANONICAL_ENTITY:POLISH_BUILDERS,4
EVENT_CLUSTER:477,9
EVENT_CLUSTER:811,8
CANONICAL_ENTITY:BONN_FOREIGN_MINISTRY,11
CANONICAL_ENTITY:FRANKFURT_PAPER,5
EVENT_CLUSTER:795,8
EVENT_CLUSTER:796,8
CANONICAL_ENTITY:GENEVA_CO_CHAIRMEN,7
CANONICAL_ENTITY:LIBERAL_DEMOCRATIC_PARTY,8
EVENT_CLUSTER:661,11
EVENT_CLUSTER:662,11
EVENT_CLUSTER:663,11
EVENT_CLUSTER:664,11
EVENT_CLUSTER:754,8
EVENT_CLUSTER:755,8
EVENT_CLUSTER:756,8
EVENT_CLUSTER:757,8
CANONICAL_ENTITY:BRITISH_AMBASSADOR,21
CANONICAL_ENTITY:CLAIM_1,4
CANONICAL_ENTITY:DIEM_REGIME,3
CANONICAL_ENTITY:LAOTIAN_NATIONAL_MILITARY_COMMITTEE,6
CANONICAL_ENTITY:MUONG_SOUI,7
CANONICAL_ENTITY:NATIONAL_ASSEMBLY,3
CANONICAL_ENTITY:PHENG_PONGSAVAN,6
CANONICAL_ENTITY:PHOUMI_VONGVICHIT,11
CANONICAL_ENTITY:PLAINE_DES_JARRES,42
CANONICAL_ENTITY:SAVANNAKHET,4
CANONICAL_ENTITY:SENO_BASE,4
EVENT_CLUSTER:111,28
EVENT_CLUSTER:140,31
EVENT_CLUSTER:174,6
EVENT_CLUSTER:271,14
EVENT_CLUSTER:273,14
EVENT_CLUSTER:370,13
EVENT_CLUSTER:371,13
EVENT_CLUSTER:406,10
EVENT_CLUSTER:407,10
EVENT_CLUSTER:408,10
EVENT_CLUSTER:454,13
EVENT_CLUSTER:615,23
EVENT_CLUSTER:786,9
EVENT_CLUSTER:787,9
EVENT_CLUSTER:835,16
EVENT_CLUSTER:836,15
EVENT_CLUSTER:837,15
CANONICAL_ENTITY:CHINESE_COMMUNIST_TROOPS,6
CANONICAL_ENTITY:CUBAN_EMBASSY,5
CANONICAL_ENTITY:FRENCH_EMBASSY,12
CANONICAL_ENTITY:IRREGULAR_FORCES,1
CANONICAL_ENTITY:KHAM_KONG,7
CANONICAL_ENTITY:LAOTIAN_MILITARY_ESTABLISHMENT,6
CANONICAL_ENTITY:NEW_CHINA_NEWS_AGENCY,5
CANONICAL_ENTITY:NLHS,1
CANONICAL_ENTITY:PAK_SANE,17
CANONICAL_ENTITY:PHILIPPINE_FOREIGN_AFFAIRS_SECRETARY_SERRANO,4
CANONICAL_ENTITY:SOP_SAISANA,5
CANONICAL_ENTITY:SOUVANNA_PHOUMA_GOVERNMENT,8
CANONICAL_ENTITY:SOVIET_IL_14S,11
CANONICAL_ENTITY:SOVIET_MI_4_HELICOPTERS,5
CANONICAL_ENTITY:TEHRAN,13
CANONICAL_ENTITY:US_EMBASSY_IN_MOSCOW,7
EVENT_CLUSTER:1,19
EVENT_CLUSTER:120,11
EVENT_CLUSTER:121,11
EVENT_CLUSTER:182,8
EVENT_CLUSTER:3,12
EVENT_CLUSTER:343,13
EVENT_CLUSTER:344,13
EVENT_CLUSTER:345,13
EVENT_CLUSTER:35,13
EVENT_CLUSTER:36,13
EVENT_CLUSTER:37,13
EVENT_CLUSTER:38,13
EVENT_CLUSTER:430,9
EVENT_CLUSTER:434,9
EVENT_CLUSTER:435,9
EVENT_CLUSTER:48,13
EVENT_CLUSTER:49,13
EVENT_CLUSTER:50,13
EVENT_CLUSTER:587,8
EVENT_CLUSTER:588,8
EVENT_CLUSTER:589,8
EVENT_CLUSTER:72,11
EVENT_CLUSTER:80,8
EVENT_CLUSTER:81,8
CANONICAL_ENTITY:BOUN_OUM_REGIME,14
EVENT_CLUSTER:266,14
EVENT_CLUSTER:267,14
EVENT_CLUSTER:268,14
CANONICAL_ENTITY:EIB,4
CANONICAL_ENTITY:IBRD,3
CANONICAL_ENTITY:KARAMANLIS_GOVERNMENT,8
CANONICAL_ENTITY:MOKADDEM,4
EVENT_CLUSTER:260,9
EVENT_CLUSTER:316,7
EVENT_CLUSTER:418,6
CANONICAL_ENTITY:CANARY_ISLANDS,5
CANONICAL_ENTITY:CAPE_VERDE_ISLANDS,5
CANONICAL_ENTITY:CONFEDERATION_OF_COLOMBIAN_WORKERS,7
CANONICAL_ENTITY:FERNANDO_POO_ISLAND,4
CANONICAL_ENTITY:GOMULKA,11
CANONICAL_ENTITY:HUMBERTO_DELGADO,5
CANONICAL_ENTITY:INDONESIAN_DRAFT_RESOLUTION,1
CANONICAL_ENTITY:KRUG,4
CANONICAL_ENTITY:LATIN_AMERICAN_NATIONS,5
CANONICAL_ENTITY:LUALABA,5
CANONICAL_ENTITY:NATIONAL_FRONT_COALITION_GOVERNMENT,5
CANONICAL_ENTITY:NORTHERN_RHODESIA,14
CANONICAL_ENTITY:PREMIER_SARIT,11
CANONICAL_ENTITY:PRESIDENT_ALBERTO_LLERAS,6
CANONICAL_ENTITY:PRESIDENT_ELECT,1
CANONICAL_ENTITY:RED_SEA,4
CANONICAL_ENTITY:SOUTHERN_RHODESIA,16
CANONICAL_ENTITY:TYURA_TAM,16
CANONICAL_ENTITY:VICE_PRESIDENT_GOULART,6
EVENT_CLUSTER:164,23
EVENT_CLUSTER:178,10
EVENT_CLUSTER:262,9
EVENT_CLUSTER:269,13
EVENT_CLUSTER:270,13
EVENT_CLUSTER:381,10
EVENT_CLUSTER:382,10
EVENT_CLUSTER:383,10
EVENT_CLUSTER:384,10
EVENT_CLUSTER:697,12
EVENT_CLUSTER:698,12
EVENT_CLUSTER:699,12
EVENT_CLUSTER:700,12
CANONICAL_ENTITY:BURMA_TRADE_UNION_CONGRESS,6
CANONICAL_ENTITY:PRIME_MINISTER_VERWOERD,6
EVENT_CLUSTER:531,7
EVENT_CLUSTER:532,7
EVENT_CLUSTER:533,7
CANONICAL_ENTITY:CANADIAN_DELEGATION,6
CANONICAL_ENTITY:GERMANY,6
CANONICAL_ENTITY:INDIAN_CHAIRMAN_OF_THE_ICC,11
CANONICAL_ENTITY:MUHAMMED_BEN_UTHMAN,5
CANONICAL_ENTITY:POLISH_DELEGATION,6
CANONICAL_ENTITY:TAIWAN,23
EVENT_CLUSTER:195,7
EVENT_CLUSTER:274,11
EVENT_CLUSTER:275,11
EVENT_CLUSTER:276,11
EVENT_CLUSTER:277,11
CANONICAL_ENTITY:BRITISH,37
CANONICAL_ENTITY:ICC,2
CANONICAL_ENTITY:PRAVDA,20
EVENT_CLUSTER:219,26
EVENT_CLUSTER:242,10
EVENT_CLUSTER:436,26
EVENT_CLUSTER:437,12
EVENT_CLUSTER:628,7
EVENT_CLUSTER:629,7
EVENT_CLUSTER:630,7
CANONICAL_ENTITY:ELISABETHVILLE_AIRPORT,5
CANONICAL_ENTITY:LEOPOLDVILLE_REGIME,10
CANONICAL_ENTITY:NIGERIAN_POLICE,5
EVENT_CLUSTER:683,14
EVENT_CLUSTER:684,14
CANONICAL_ENTITY:CENTRAL_BANK,16
CANONICAL_ENTITY:GOVERNOR_RENISON,1
CANONICAL_ENTITY:KENYA_AFRICAN_DEMOCRATIC_UNION,9
CANONICAL_ENTITY:KENYA_AFRICAN_NATIONAL_UNION,9
CANONICAL_ENTITY:MBOYA,5
CANONICAL_ENTITY:MIRANDA_LUPONE,5
CANONICAL_ENTITY:RONALD_NGALA,4
EVENT_CLUSTER:744,10
EVENT_CLUSTER:745,10
EVENT_CLUSTER:746,10
CANONICAL_ENTITY:UNITED_STATES_INITIATIVE_IN_THE_CONGO,1
CANONICAL_ENTITY:BRITISH_PROPOSALS,1
CANONICAL_ENTITY:SOVIET_BROADCAST,1
CANONICAL_ENTITY:KIM_IL_SUNG,7
CANONICAL_ENTITY:SEOUL,20
CANONICAL_ENTITY:SOCIALIST_INSTIGATED_STRIKES,6
CANONICAL_ENTITY:UNION_MINIERE,6
EVENT_CLUSTER:743,7
EVENT_CLUSTER:89,8
EVENT_CLUSTER:90,8
EVENT_CLUSTER:91,8
CANONICAL_ENTITY:BULGARIA,8
EVENT_CLUSTER:423,6
CANONICAL_ENTITY:CANADA,8
CANONICAL_ENTITY:CYRILLE_ADOULA,5
CANONICAL_ENTITY:G_P_MALALASEKERA,8
CANONICAL_ENTITY:SIR_CLAUDE_COREA,7
CANONICAL_ENTITY:SOBOLEV,7
CANONICAL_ENTITY:TSAMKONG,10
CANONICAL_ENTITY:UAR_SYRIA,6
CANONICAL_ENTITY:VLADIVOSTOK,6
EVENT_CLUSTER:216,11
EVENT_CLUSTER:217,11
EVENT_CLUSTER:218,11
EVENT_CLUSTER:399,10
EVENT_CLUSTER:400,10
EVENT_CLUSTER:401,10
EVENT_CLUSTER:402,24
EVENT_CLUSTER:445,15
EVENT_CLUSTER:524,7
EVENT_CLUSTER:525,7
EVENT_CLUSTER:526,7
EVENT_CLUSTER:527,7
EVENT_CLUSTER:54,16
EVENT_CLUSTER:56,5
EVENT_CLUSTER:57,5
EVENT_CLUSTER:717,14
EVENT_CLUSTER:718,14
EVENT_CLUSTER:719,14
EVENT_CLUSTER:82,17
EVENT_CLUSTER:83,10
EVENT_CLUSTER:84,10
CANONICAL_ENTITY:CHINESE_COMMUNIST_ELEMENTS,1
CANONICAL_ENTITY:CHINESE_COMMUNIST_FORCES,9
CANONICAL_ENTITY:EUROPEAN_COMMON_MARKET,7
CANONICAL_ENTITY:GENERAL_DAWEE,5
CANONICAL_ENTITY:NETHERLANDS,4
CANONICAL_ENTITY:PHOUMI_TROOPS,6
CANONICAL_ENTITY:YUNNAN_GENERAL_TUAN,4
EVENT_CLUSTER:230,8
EVENT_CLUSTER:656,8
CANONICAL_ENTITY:NATIONALIST_IRREGULARS,6
CANONICAL_ENTITY:TAICHUNG,6
CANONICAL_ENTITY:TAIPEI,17
EVENT_CLUSTER:236,10
EVENT_CLUSTER:237,10
EVENT_CLUSTER:577,6
EVENT_CLUSTER:578,6
CANONICAL_ENTITY:UPRISINGS_IN_CABINDA,1
CANONICAL_ENTITY:GIZENGAS_MISSION,1
CANONICAL_ENTITY:LAO_GOVERNMENT,6
EVENT_CLUSTER:451,12
EVENT_CLUSTER:452,12
EVENT_CLUSTER:453,15
EVENT_CLUSTER:566,16
EVENT_CLUSTER:567,16
EVENT_CLUSTER:568,16
EVENT_CLUSTER:569,16
CANONICAL_ENTITY:SOUTHERN_CAMEROONS,1
CANONICAL_ENTITY:CANADIAN_COMMUNICATIONS_PERSONNEL,13
CANONICAL_ENTITY:SEVENTH_FLEET,5
EVENT_CLUSTER:750,11
EVENT_CLUSTER:751,11
EVENT_CLUSTER:752,11
EVENT_CLUSTER:753,11
CANONICAL_ENTITY:CANTON,21
EVENT_CLUSTER:250,10
EVENT_CLUSTER:251,22
EVENT_CLUSTER:278,15
CANONICAL_ENTITY:CUBAN_AIRFIELDS,1
CANONICAL_ENTITY:CUBAN_REVOLUTIONARY_COUNCIL,9
CANONICAL_ENTITY:KAMCHATKA_PENINSULA,14
CANONICAL_ENTITY:PETROPAVLOVSK,6
CANONICAL_ENTITY:TADZHIKISTAN,5
EVENT_CLUSTER:863,8
EVENT_CLUSTER:864,8
EVENT_CLUSTER:865,8
CANONICAL_ENTITY:CEASE_FIRE_PROPOSAL,1
CANONICAL_ENTITY:CIUDAD_TRUJILLO,8
CANONICAL_ENTITY:ROMAN_CATHOLIC_CHURCH,25
CANONICAL_ENTITY:US_ADMINISTRATION,6
EVENT_CLUSTER:350,7
EVENT_CLUSTER:351,7
EVENT_CLUSTER:352,7
EVENT_CLUSTER:385,7
EVENT_CLUSTER:386,7
CANONICAL_ENTITY:CENTRAL_STATISTICAL_BOARD,10
CANONICAL_ENTITY:GEORGIA,5
CANONICAL_ENTITY:KAZAKHSTAN,4
CANONICAL_ENTITY:NEW_LANDS_REGIONS_OF_SIBERIA,3
CANONICAL_ENTITY:NORTH_CAUCASUS,3
CANONICAL_ENTITY:UKRAINE,7
EVENT_CLUSTER:214,17
EVENT_CLUSTER:225,9
CANONICAL_ENTITY:SPUTNIK_IX,4
EVENT_CLUSTER:540,10
CANONICAL_ENTITY:KO_CHONG_HUN,7
CANONICAL_ENTITY:RHEE_REGIME,1
EVENT_CLUSTER:875,5
EVENT_CLUSTER:876,5
CANONICAL_ENTITY:GENERAL_CLARK,9
CANONICAL_ENTITY:GENERAL_MACARTHUR,7
EVENT_CLUSTER:456,6
EVENT_CLUSTER:457,6
EVENT_CLUSTER:458,6
EVENT_CLUSTER:866,5
EVENT_CLUSTER:867,5
EVENT_CLUSTER:869,5
CANONICAL_ENTITY:TSHOMBE_REGIME,6
CANONICAL_ENTITY:UAR_NATIONAL_ASSEMBLY,12
CANONICAL_ENTITY:WEST_GERMAN_FOREIGN_MINISTRY,6
EVENT_CLUSTER:75,11
EVENT_CLUSTER:77,11
EVENT_CLUSTER:78,11
EVENT_CLUSTER:829,8
EVENT_CLUSTER:830,8
EVENT_CLUSTER:831,8
CANONICAL_ENTITY:CHARLES_DE_GAULLE,10
CANONICAL_ENTITY:FRONT_FOR_FRENCH_ALGERIA,5
CANONICAL_ENTITY:US_EMBASSY_IN_TUNIS,3
EVENT_CLUSTER:139,26
EVENT_CLUSTER:153,7
CANONICAL_ENTITY:CHIANG_KAI_SHEK,63
CANONICAL_ENTITY:HANKOW,4
CANONICAL_ENTITY:NURI_SAID_REGIME,4
CANONICAL_ENTITY:QASIM_REGIME,5
CANONICAL_ENTITY:SUBANDRIO,9
CANONICAL_ENTITY:UNITED_NATIONS_FORCES,13
EVENT_CLUSTER:284,8
EVENT_CLUSTER:654,8
EVENT_CLUSTER:658,9
EVENT_CLUSTER:659,9
EVENT_CLUSTER:660,8
EVENT_CLUSTER:665,6
EVENT_CLUSTER:666,6
EVENT_CLUSTER:676,8
EVENT_CLUSTER:701,10
EVENT_CLUSTER:720,10
EVENT_CLUSTER:721,10
CANONICAL_ENTITY:CHE_GUEVARA,13
EVENT_CLUSTER:144,10
CANONICAL_ENTITY:SOVIET_COMMUNIST_PARTY,6
EVENT_CLUSTER:73,6
EVENT_CLUSTER:74,6
CANONICAL_ENTITY:CHINESE_NATIONALISTS,6
CANONICAL_ENTITY:CHINESE_NATIONALIST_OFFICIALS,8
CANONICAL_ENTITY:KHARKOV,3
CANONICAL_ENTITY:KIEV,3
CANONICAL_ENTITY:KING_OF_LAOS,6
CANONICAL_ENTITY:LENINGRAD,3
CANONICAL_ENTITY:LIBERIA,11
CANONICAL_ENTITY:MAINLAND_CHINA,1
CANONICAL_ENTITY:NIGERIAN_PLAN,4
CANONICAL_ENTITY:SHARIF_EMAMI,15
CANONICAL_ENTITY:WALTER_LIPPMANN,8
EVENT_CLUSTER:332,15
EVENT_CLUSTER:333,15
EVENT_CLUSTER:570,13
EVENT_CLUSTER:571,22
EVENT_CLUSTER:572,13
EVENT_CLUSTER:733,8
EVENT_CLUSTER:734,8
EVENT_CLUSTER:735,8
EVENT_CLUSTER:801,15
EVENT_CLUSTER:802,7
EVENT_CLUSTER:803,7
EVENT_CLUSTER:812,10
EVENT_CLUSTER:813,10
CANONICAL_ENTITY:HAVANA,8
CANONICAL_ENTITY:HUNGARY,5
CANONICAL_ENTITY:LEFTIST_POLITICAL_LEADERS,1
CANONICAL_ENTITY:MIKHAIL_SUSLOV,5
CANONICAL_ENTITY:NIKOLAY_PODGORNY,5
CANONICAL_ENTITY:PRESIDENT_JORGE_ALESSANDRI,8
CANONICAL_ENTITY:SALVADORAN_JUNTA,10
CANONICAL_ENTITY:US_OWNED_MINING_COMPANIES,1
EVENT_CLUSTER:141,12
EVENT_CLUSTER:154,8
CANONICAL_ENTITY:CHINA_QUESTION,1
CANONICAL_ENTITY:PEIPING_PEOPLES_DAILY,4
EVENT_CLUSTER:651,10
EVENT_CLUSTER:652,10
EVENT_CLUSTER:653,10
CANONICAL_ENTITY:CHINESE_COMMUNIST_PARTY,8
CANONICAL_ENTITY:DAIREN,9
EVENT_CLUSTER:179,7
EVENT_CLUSTER:180,6
CANONICAL_ENTITY:CHINESE_NATIONALIST_AIR_FORCE,11
CANONICAL_ENTITY:PHOUMI_NOSAVAN,5
EVENT_CLUSTER:340,9
EVENT_CLUSTER:341,9
EVENT_CLUSTER:342,9
CANONICAL_ENTITY:CHINESE_NATIONALIST_TROOPS,17
CANONICAL_ENTITY:KENNEDY_ADMINISTRATION,8
EVENT_CLUSTER:631,13
EVENT_CLUSTER:632,13
EVENT_CLUSTER:633,13
CANONICAL_ENTITY:CHRISTIAN_DEMOCRATIC_GOVERNMENT,1
CANONICAL_ENTITY:ITALIAN_GOVERNMENT,4
CANONICAL_ENTITY:MONARCHISTS,4
CANONICAL_ENTITY:NENNI_SOCIALISTS,3
CANONICAL_ENTITY:POLISH_LEADER,3
CANONICAL_ENTITY:REPUBLICAN_PARTY,3
CANONICAL_ENTITY:SOCIAL_DEMOCRATIC_PARTY,3
EVENT_CLUSTER:279,9
CANONICAL_ENTITY:CHRISTIAN_DEMOCRATS,1
CANONICAL_ENTITY:SOCIALISTS,1
CANONICAL_ENTITY:CITIZENS_COUNCIL_ON_UNIFICATION,1
CANONICAL_ENTITY:CIVIL_MILITARY_DIRECTORATE,1
CANONICAL_ENTITY:CLAIM_0,3
CANONICAL_ENTITY:DOMINICAN_DICTATOR_TRUJILLO,6
CANONICAL_ENTITY:DOMINION_PARTY,4
CANONICAL_ENTITY:CLAIM_2,3
CANONICAL_ENTITY:JOSHUA_NKOMO,4
CANONICAL_ENTITY:REVOLUCION,8
CANONICAL_ENTITY:CLAIM_4,1
CANONICAL_ENTITY:COLOMBIAN_COMMUNIST_PARTY,8
CANONICAL_ENTITY:CONSERVATIVE_PARTY,6
CANONICAL_ENTITY:LIFE_ABROAD,4
EVENT_CLUSTER:367,9
EVENT_CLUSTER:368,9
CANONICAL_ENTITY:COUP,2
CANONICAL_ENTITY:LUMUMBA_REGIME,10
EVENT_CLUSTER:222,9
EVENT_CLUSTER:223,9
EVENT_CLUSTER:224,9
CANONICAL_ENTITY:COLONEL_KHAMOUANE,14
CANONICAL_ENTITY:MAKKI_ABBAS,5
EVENT_CLUSTER:606,16
EVENT_CLUSTER:607,16
EVENT_CLUSTER:608,16
EVENT_CLUSTER:609,16
CANONICAL_ENTITY:COUP_SUPPORTERS,1
CANONICAL_ENTITY:COMMONWEALTH_RELATIONS_OFFICE,4
CANONICAL_ENTITY:MINISTRY_OF_DEFENSE,4
CANONICAL_ENTITY:NYASALAND,3
CANONICAL_ENTITY:SANDYS,4
CANONICAL_ENTITY:THE_FEDERATION,4
EVENT_CLUSTER:478,12
EVENT_CLUSTER:479,13
CANONICAL_ENTITY:SALVADORAN_ARMED_FORCES,1
CANONICAL_ENTITY:YAVUZ,4
EVENT_CLUSTER:645,7
EVENT_CLUSTER:646,7
EVENT_CLUSTER:647,7
CANONICAL_ENTITY:COUP_IN_EL_SALVADOR,1
CANONICAL_ENTITY:SALVADORAN_ARMY,4
CANONICAL_ENTITY:COMMUNIST_AIRLIFT,1
CANONICAL_ENTITY:CZECH_OFFICIAL,4
CANONICAL_ENTITY:FRENCH_AIR_FORCE,6
CANONICAL_ENTITY:GUANTANAMO,3
CANONICAL_ENTITY:HARBIN,3
CANONICAL_ENTITY:HAYATO_IKEDA,7
CANONICAL_ENTITY:KATANGA_REGIME,6
CANONICAL_ENTITY:KAZAKH_REPUBLIC,5
CANONICAL_ENTITY:KUNMING,5
CANONICAL_ENTITY:LIU_SHAO_CHI,5
CANONICAL_ENTITY:LU_TING_YI,6
