alias,canonical_label,notes
PAEK SON-YOP,GENERAL PAEK SON-YOP,person_title_variant
PAL MALETER,MAJOR GENERAL PAL MALETER,person_title_variant
PAUL HENRI SPAAK,PAUL-HENRI SPAAK,person_title_variant
PETSARATH,PRINCE PETSARATH,person_title_variant
PEURIFOY,AMBASSADOR PEURIFOY,person_title_variant
PHIN,GENERAL PHIN,person_title_variant
PHOUMI,GENERAL PHOUMI,person_title_variant
PRASAD,PRESIDENT PRASAD,person_title_variant
PREMIER ABBOUD,ABBOUD,person_title_variant
PREMIER ABDIRASCID,ABDIRASCID,person_title_variant
PREMIER AHIDJO,AHIDJO,person_title_variant
PREMIER BIERUT,BIERUT,person_title_variant
PREMIER BOUN OUM,BOUN OUM,person_title_variant
PREMIER BULGANIN,BULGANIN,person_title_variant
PREMIER BUU LOC,BUU LOC,person_title_variant
PREMIER CHOU EN-LAI,CHOU EN-LAI,person_title_variant
PREMIER CYRANKIEWICZ,CYRANKIEWICZ,person_title_variant
PREMIER DE GAULLE,DE GAULLE,person_title_variant
PREMIER DEBRÉ,DEBRÉ,person_title_variant
PREMIER DIEM,DIEM,person_title_variant
PREMIER DJUANDA,DJUANDA,person_title_variant
PREMIER EYSKENS,EYSKENS,person_title_variant
PREMIER FAURE,FAURE,person_title_variant
PREMIER GROTEWOHL,GROTEWOHL,person_title_variant
PREMIER HATOYAMA,HATOYAMA,person_title_variant
PREMIER HOXHA,ENVER HOXHA,person_title_variant
PREMIER HUU,TRAN VAN HUU,person_title_variant
PREMIER IBRAHIM,IBRAHIM,person_title_variant
PREMIER KADAR,KADAR,person_title_variant
PREMIER KATAY,KATAY,person_title_variant
PREMIER LUMUMBA,LUMUMBA,person_title_variant
PREMIER MALAN,MALAN,person_title_variant
PREMIER MAYER,MAYER,person_title_variant
PREMIER MENDERES,MENDERES,person_title_variant
PREMIER MENDES-FRANCE,MENDES-FRANCE,person_title_variant
PREMIER MOLLET,MOLLET,person_title_variant
PREMIER MUNTASSER,MUNTASSER,person_title_variant
PREMIER NAGY,IMRE NAGY,person_title_variant
PREMIER NASR,NASR,person_title_variant
PREMIER PELLA,PELLA,person_title_variant
PREMIER PFLIMLIN,PFLIMLIN,person_title_variant
PREMIER PHIBUN,PHIBUN,person_title_variant
PREMIER PHOUI,PHOUI,person_title_variant
PREMIER QASIM,QASIM,person_title_variant
PREMIER RAKOSI,RAKOSI,person_title_variant
PREMIER RAZMARA,RAZMARA,person_title_variant
PREMIER SALAZAR,SALAZAR,person_title_variant
PREMIER SARIT,SARIT,person_title_variant
PREMIER SCELBA,SCELBA,person_title_variant
PREMIER SEGNI,SEGNI,person_title_variant
PREMIER SHEHU,SHEHU,person_title_variant
PREMIER SHEIKH ABDULLAH,SHEIKH ABDULLAH,person_title_variant
PREMIER SIHANOUK,SIHANOUK,person_title_variant
PREMIER SIROKY,SIROKY,person_title_variant
PREMIER SOUVANNA PHOUMA,SOUVANNA PHOUMA,person_title_variant
PREMIER TAM,TAM,person_title_variant
PREMIER TAMBRONI,TAMBRONI,person_title_variant
PREMIER TSHOMBÉ,TSHOMBÉ,person_title_variant
PRESIDENT ABBOUD,ABBOUD,person_title_variant
PRESIDENT AHIDJO,AHIDJO,person_title_variant
PRESIDENT ARAMBURU,ARAMBURU,person_title_variant
PRESIDENT ARIAS,RICARDO ARIAS,person_title_variant
PRESIDENT AURIOL,AURIOL,person_title_variant
PRESIDENT AYUB,AYUB,person_title_variant
PRESIDENT BALAGUER,BALAGUER,person_title_variant
PRESIDENT BATISTA,BATISTA,person_title_variant
PRESIDENT BAYAR,BAYAR,person_title_variant
PRESIDENT BETANCOURT,BETANCOURT,person_title_variant
PRESIDENT BOURGHIBA,BOURGHIBA,person_title_variant
PRESIDENT BOURGUIBA,BOURGUIBA,person_title_variant
PRESIDENT CASTILLO ARMAS,CASTILLO ARMAS,person_title_variant
PRESIDENT CHIANG KAI-SHEK,CHIANG KAI-SHEK,person_title_variant
PRESIDENT DE GAULLE,DE GAULLE,person_title_variant
PRESIDENT DE LA GUARDIA,DE LA GUARDIA,person_title_variant
PRESIDENT DIEM,DIEM,person_title_variant
PRESIDENT DUVALIER,DUVALIER,person_title_variant
PRESIDENT ECHANDI,ECHANDI,person_title_variant
PRESIDENT EISENHOWER,EISENHOWER,person_title_variant
PRESIDENT FRONDIZI,FRONDIZI,person_title_variant
PRESIDENT GALVEZ,GALVEZ,person_title_variant
PRESIDENT GRONCHI,GRONCHI,person_title_variant
PRESIDENT GURSEL,GENERAL GURSEL,person_title_variant
PRESIDENT IBANEZ,IBANEZ,person_title_variant
PRESIDENT KASAVUBU,KASAVUBU,person_title_variant
PRESIDENT KEKKONEN,KEKKONEN,person_title_variant
PRESIDENT LOPEZ MATEOS,LOPEZ MATEOS,person_title_variant
PRESIDENT MAGLOIRE,PAUL MAGLOIRE,person_title_variant
PRESIDENT MAGSAYSAY,MAGSAYSAY,person_title_variant
PRESIDENT MAKARIOS,ARCHBISHOP MAKARIOS,person_title_variant
PRESIDENT MIRZA,MIRZA,person_title_variant
PRESIDENT MODIBO KEITA,MODIBO KEITA,person_title_variant
PRESIDENT NAGIB,GENERAL NAGIB,person_title_variant
PRESIDENT ODRIA,ODRIA,person_title_variant
PRESIDENT PAZ,PAZ,person_title_variant
PRESIDENT PERON,PERON,person_title_variant
PRESIDENT PONCE,PONCE,person_title_variant
PRESIDENT PRADO,PRADO,person_title_variant
PRESIDENT QUWATLI,QUWATLI,person_title_variant
PRESIDENT REMON,REMON,person_title_variant
PRESIDENT RHEE,RHEE,person_title_variant
PRESIDENT ROJAS,ROJAS,person_title_variant
PRESIDENT ROJAS PINILLA,ROJAS PINILLA,person_title_variant
PRESIDENT RUIZ CORTINES,RUIZ CORTINES,person_title_variant
PRESIDENT SEKOU TOURE,SEKOU TOURÉ,person_title_variant
PRESIDENT SHIHAB,GENERAL SHIHAB,person_title_variant
PRESIDENT SHISHAKLI,SHISHAKLI,person_title_variant
PRESIDENT SOMOZA,SOMOZA,person_title_variant
PRESIDENT STROESSNER,STROESSNER,person_title_variant
PRESIDENT SUKARNO,SUKARNO,person_title_variant
PRESIDENT THOMAZ,THOMAZ,person_title_variant
PRESIDENT TITO,TITO,person_title_variant
PRESIDENT TOURÉ,SEKOU TOURÉ,person_title_variant
PRESIDENT TRUMAN,TRUMAN,person_title_variant
PRESIDENT TSHOMBÉ,TSHOMBÉ,person_title_variant
PRESIDENT TSIRANANA,TSIRANANA,person_title_variant
PRESIDENT VELASCO,VELASCO,person_title_variant
PRESIDENT VOROSHILOV,VOROSHILOV,person_title_variant
PRESIDENT YDIGORAS,YDIGORAS,person_title_variant
PRESIDENT YUN,YUN,person_title_variant
PRINCE BOUN OUM,BOUN OUM,person_title_variant
PRINCE BUU HOI,BUU HOI,person_title_variant
PRINCE BUU LOC,BUU LOC,person_title_variant
PRINCE DAUD,DAUD,person_title_variant
PRINCE NAIM,NAIM,person_title_variant
PRINCE SIHANOUK,SIHANOUK,person_title_variant
PRINCE SOUPHANNOUVONG,SOUPHANNOUVONG,person_title_variant
PRINCE SOUVANNA PHOUMA,SOUVANNA PHOUMA,person_title_variant
QUIRINO,PRESIDENT QUIRINO,person_title_variant
QUWWATLI,QUWATLI,person_title_variant
RAMON BARQUIN,COLONEL RAMON BARQUIN,person_title_variant
RANKIN,AMBASSADOR RANKIN,person_title_variant
RILEY,GENERAL RILEY,person_title_variant
ROBERTO LORENZANA,COLONEL ROBERTO LORENZANA,person_title_variant
ROBERTSON,GENERAL ROBERTSON,person_title_variant
SALAH SALAM,MAJOR SALAH SALAM,person_title_variant
SALAN,GENERAL SALAN,person_title_variant
SALIM,MAJOR SALIM,person_title_variant
SAUD,KING SAUD,person_title_variant
SCHAERF,PRESIDENT SCHAERF,person_title_variant
SEBALD,AMBASSADOR SEBALD,person_title_variant
SECRETARY EDEN,EDEN,person_title_variant
SECRETARY GENERAL BAJPAI,BAJPAI,person_title_variant
SECRETARY GENERAL BIRGI,BIRGI,person_title_variant
SECRETARY GENERAL MOLLET,MOLLET,person_title_variant
SECRETARY GENERAL PILLAI,PILLAI,person_title_variant
SECRETARY GENERAL SPAAK,SPAAK,person_title_variant
SEYYID ZIA ED DIN TABATABAI,SEYYID ZIA ED-DIN TABATABAI,person_title_variant
SHANNAN,BRIGADIER SHANNAN,person_title_variant
SHIHAB,GENERAL SHIHAB,person_title_variant
SIDDIQ AL MAHDI,SIDDIQ AL-MAHDI,person_title_variant
SIHO,MAJOR SIHO,person_title_variant
SILES,PRESIDENT SILES,person_title_variant
SIMBOLON,COLONEL SIMBOLON,person_title_variant
SIR ANTHONY EDEN,ANTHONY EDEN,person_title_variant
SIR BRIAN ROBERTSON,GENERAL ROBERTSON,person_title_variant
SPARKS,AMBASSADOR SPARKS,person_title_variant
STANTON,AMBASSADOR STANTON,person_title_variant
STEVENSON,AMBASSADOR STEVENSON,person_title_variant
TALLAL,PRINCE TALLAL,person_title_variant
TEIMUR BAKHTIAR,GENERAL BAKHTIAR,person_title_variant
TEMPLER,GENERAL TEMPLER,person_title_variant
THE MAHDI,MAHDI,person_title_variant
THE SHAH,SHAH,person_title_variant
THE VICE-PRESIDENT,THE VICE PRESIDENT,person_title_variant
THOMPSON,AMBASSADOR THOMPSON,person_title_variant
TIMBERLAKE,AMBASSADOR TIMBERLAKE,person_title_variant
TORRES,GENERAL TORRES,person_title_variant
TREVELYAN,AMBASSADOR TREVELYAN,person_title_variant
TRIMBLE,AMBASSADOR TRIMBLE,person_title_variant
TRINH MINH THE,COLONEL TRINH MINH THE,person_title_variant
TRINQUIER,COLONEL TRINQUIER,person_title_variant
TUBMAN,PRESIDENT TUBMAN,person_title_variant
TURKES,COLONEL TURKES,person_title_variant
UTOYO,GENERAL UTOYO,person_title_variant
VARGAS,PRESIDENT VARGAS,person_title_variant
VICE CHANCELLOR BLUECHER,VICE-CHANCELLOR BLUECHER,person_title_variant
VICE PRESIDENT GOULART,VICE-PRESIDENT GOULART,person_title_variant
WADSWORTH,AMBASSADOR WADSWORTH,person_title_variant
WAILES,AMBASSADOR WAILES,person_title_variant
WARD,AMBASSADOR WARD,person_title_variant
WEIZMANN,COLONEL WEIZMANN,person_title_variant
WHITNEY,AMBASSADOR WHITNEY,person_title_variant
WITASZEWSKI,GENERAL WITASZEWSKI,person_title_variant
WON,GENERAL WON,person_title_variant
WRIGHT,ADMIRAL WRIGHT,person_title_variant
YADIN,GENERAL YADIN,person_title_variant
YOST,AMBASSADOR YOST,person_title_variant
YOUNG,AMBASSADOR YOUNG,person_title_variant
YUN PO-SUN,PRESIDENT YUN PO-SUN,person_title_variant
ZAHIR SHAH,KING ZAHIR SHAH,person_title_variant
ZOLI,PREMIER ZOLI,person_title_variant
16TH CHINESE COMMUNIST ARMY,CHINESE COMMUNIST 16TH ARMY,token_bag_match
ACHDUT-HAAVODA,ACHDUT HAAVODA,token_bag_match
AGRARIAN-SOCIAL DEMOCRATIC COALITION,SOCIAL DEMOCRATIC-AGRARIAN COALITION,token_bag_match
AL AKHBAR,AL-AKHBAR,token_bag_match
AL HUDAYDAH,AL-HUDAYDAH,token_bag_match
AL KHARJ,AL-KHARJ,token_bag_match
AL-AHRAM,AL AHRAM,token_bag_match
ALGERIAN-TUNISIAN BORDER,TUNISIAN-ALGERIAN BORDER,token_bag_match
ARABIAN-AMERICAN OIL COMPANY,ARABIAN AMERICAN OIL COMPANY,token_bag_match
BAGHDAD RADIO,RADIO BAGHDAD,token_bag_match
BRITISH AND FRENCH,FRENCH AND BRITISH,token_bag_match
CENTRAL CONGO BANK,CONGO CENTRAL BANK,token_bag_match
"COMMANDER-IN-CHIEF, PACIFIC","COMMANDER IN CHIEF, PACIFIC",token_bag_match
COMMITTEE FOR THE DEFENSE OF NATIONAL INTERESTS (CDNI),COMMITTEE FOR DEFENSE OF NATIONAL INTERESTS (CDNI),token_bag_match
COMMUNIST-BLOC,SOVIET BLOC,token_bag_match
CONSERVATIVE - SOCIAL DEMOCRATIC GOVERNMENT,CONSERVATIVE-SOCIAL DEMOCRATIC GOVERNMENT,token_bag_match
DELEGATE-GENERAL DELOUVRIER,DELEGATE GENERAL DELOUVRIER,token_bag_match
DEMOCRATIC NATIONAL PARTY,NATIONAL DEMOCRATIC PARTY,token_bag_match
DEMOCRATIC-SOCIALIST PARTY,DEMOCRATIC SOCIALIST PARTY,token_bag_match
FRENCH MINISTRY OF THE INTERIOR,MINISTRY OF INTERIOR,token_bag_match
HANOI RADIO,RADIO HANOI,token_bag_match
KRIM BELKACEM,BELKACEM KRIM,token_bag_match
LIBERAL-RADICAL PARTY,RADICAL LIBERAL PARTY,token_bag_match
MINISTER OF THE INTERIOR,MINISTER OF INTERIOR,token_bag_match
MINISTER PRESIDENT HOFFMAN,MINISTER-PRESIDENT HOFFMAN,token_bag_match
MOSCOW RADIO,RADIO MOSCOW,token_bag_match
OPERATION PAN-AMERICA,OPERATION PAN AMERICA,token_bag_match
PEOPLES NATIONAL CONGRESS,NATIONAL PEOPLES CONGRESS,token_bag_match
PROVISIONAL ALGERIAN GOVERNMENT,ALGERIAN PROVISIONAL GOVERNMENT,token_bag_match
RADIO CAIRO,CAIRO RADIO,token_bag_match
RADIO PEIPING,PEIPING RADIO,token_bag_match
REPUBLICAN DEMOCRATIC UNION,DEMOCRATIC REPUBLICAN UNION,token_bag_match
ROBERTO HOLDEN,HOLDEN ROBERTO,token_bag_match
SOCIAL CHRISTIAN - LIBERAL PARTY,SOCIAL CHRISTIAN PARTY,token_bag_match
SOCIAL-DEMOCRATIC PARTY,SOCIAL DEMOCRATIC PARTY,token_bag_match
SOCIALIST NATIONAL PARTY,NATIONAL SOCIALIST PARTY,token_bag_match
TEL-AVIV,TEL AVIV,token_bag_match
TEMIR TAU,TEMIR-TAU,token_bag_match
THE CENTRAL INTELLIGENCE BULLETIN,CENTRAL INTELLIGENCE BULLETIN,token_bag_match
THE CHAIRMAN,CHAIRMAN,token_bag_match
THE DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,token_bag_match
THE DIRECTOR,DIRECTOR,token_bag_match
THE JERUSALEM POST,JERUSALEM POST,token_bag_match
THE KING,KING SAVANG,token_bag_match
THE MACMILLAN GOVERNMENT,MACMILLAN GOVERNMENT,token_bag_match
THE NATIONAL SECURITY AGENCY,NATIONAL SECURITY AGENCY,token_bag_match
THE NATIONAL VOICE OF IRAN,NATIONAL VOICE OF IRAN,token_bag_match
THE NETHERLANDS,NETHERLANDS,token_bag_match
THE SECRETARY OF DEFENSE,SECRETARY OF DEFENSE,token_bag_match
THE SECRETARY OF THE INTERIOR,SECRETARY OF THE INTERIOR,token_bag_match
TRANS ARABIAN PIPELINE COMPANY,TRANS-ARABIAN PIPELINE COMPANY,token_bag_match
ABDUL RAHMAN (BABU),ABDUL RAHMAN,parenthetical_base_match
AFRICAN NATIONAL CONGRESS (ANC),AFRICAN NATIONAL CONGRESS,parenthetical_base_match
ALL-AFRICAN PEOPLES CONFERENCE (AAPC),ALL-AFRICAN PEOPLES CONFERENCE,parenthetical_base_match
ANTI-FASCIST PEOPLES FREEDOM LEAGUE (AFPFL),ANTI-FASCIST PEOPLES FREEDOM LEAGUE,parenthetical_base_match
APRIL AND MAY REVOLUTIONARY PARTY (PRAM),APRIL AND MAY REVOLUTIONARY PARTY,parenthetical_base_match
BAVARIAN PARTY (BP),BAVARIAN PARTY,parenthetical_base_match
C-47 (DAKOTA),C-47,parenthetical_base_match
CHRISTIAN DEMOCRATIC UNION (CDU),CHRISTIAN DEMOCRATIC UNION,parenthetical_base_match
COMMITTEE OF NATIONAL UNION (CNU),COMMITTEE OF NATIONAL UNION,parenthetical_base_match
COMMUNIST PARTY OF IRAQ (CPI),IRAQI COMMUNIST PARTY,parenthetical_base_match
CONCENTRATION OF POPULAR FORCES (CFP),CONCENTRATION OF POPULAR FORCES,parenthetical_base_match
CUBAN COMMUNIST PARTY (PSP),CUBAN COMMUNIST PARTY,parenthetical_base_match
CUBAN LABOR CONFEDERATION (CTC),CUBAN WORKERS CONFEDERATION,parenthetical_base_match
CUBAN WORKERS CONFEDERATION (CTC),CUBAN WORKERS CONFEDERATION,parenthetical_base_match
DEMOCRATIC PARTY (DP),DEMOCRATIC PARTY,parenthetical_base_match
DEMOCRATIC PARTY (DPS),DEMOCRATIC PARTY,parenthetical_base_match
DEMOCRATIC SOCIALIST PARTY (DSP),DEMOCRATIC SOCIALIST PARTY,parenthetical_base_match
EAST GERMAN COMMUNIST PARTY (SED),EAST GERMAN COMMUNIST PARTY,parenthetical_base_match
EUROPEAN DEFENSE COMMUNITY (EDC),EUROPEAN DEFENSE COMMUNITY,parenthetical_base_match
EUROPEAN FREE TRADE AREA (EFTA),EUROPEAN FREE TRADE AREA,parenthetical_base_match
EUROPEAN FREE TRADE ASSOCIATION (EFTA),EUROPEAN FREE TRADE ASSOCIATION,parenthetical_base_match
FREE DEMOCRATIC PARTY (FDP),FREE DEMOCRATIC PARTY,parenthetical_base_match
FRENCH COMMUNIST PARTY (PCF),FRENCH COMMUNIST PARTY,parenthetical_base_match
GENERAL CONFEDERATION OF LABOR (CGT),GENERAL CONFEDERATION OF LABOR,parenthetical_base_match
GENERAL LABOR CONFEDERATION (CGT),GENERAL LABOR CONFEDERATION,parenthetical_base_match
GERMAN DEMOCRATIC REPUBLIC (GDR),GERMAN DEMOCRATIC REPUBLIC,parenthetical_base_match
GERMAN PARTY (DP),GERMAN PARTY,parenthetical_base_match
GREATER SOMALIA LEAGUE (GSL),GREATER SOMALIA LEAGUE,parenthetical_base_match
GROUP OF SOVIET FORCES IN GERMANY (GSFG),GROUP OF SOVIET FORCES IN GERMANY,parenthetical_base_match
ICELANDIC FEDERATION OF LABOR (IFL),ICELANDIC FEDERATION OF LABOR,parenthetical_base_match
INDONESIAN COMMUNIST PARTY (PKI),INDONESIAN COMMUNIST PARTY,parenthetical_base_match
INDONESIAN NATIONAL PARTY (PNI),INDONESIAN NATIONAL PARTY,parenthetical_base_match
INTERNATIONAL CONTROL COMMISSION (ICC),INTERNATIONAL CONTROL COMMISSION,parenthetical_base_match
INTERNATIONAL MONETARY FUND (IMF),INTERNATIONAL MONETARY FUND,parenthetical_base_match
IRAQ PETROLEUM COMPANY (IPC),IRAQ PETROLEUM COMPANY,parenthetical_base_match
ITALIAN COMMUNIST PARTY (PCI),ITALIAN COMMUNIST PARTY,parenthetical_base_match
ITALIAN SOCIAL MOVEMENT (MSI),ITALIAN SOCIAL MOVEMENT,parenthetical_base_match
JOINT ATOMIC ENERGY INTELLIGENCE COMMITTEE (JAEIC),JOINT ATOMIC ENERGY INTELLIGENCE COMMITTEE,parenthetical_base_match
LABOR ALLIANCE (COMMUNIST),LABOR ALLIANCE,parenthetical_base_match
LIBERAL-DEMOCRATIC PARTY (LDP),LIBERAL-DEMOCRATIC PARTY,parenthetical_base_match
MAAG (FORMOSA),MAAG,parenthetical_base_match
MILITARY REVOLUTIONARY COMMITTEE (MRC),MILITARY REVOLUTIONARY COMMITTEE,parenthetical_base_match
NAHDLATUL ULAMA (NU),NAHDLATUL ULAMA,parenthetical_base_match
NATIONAL DEMOCRATIC PARTY (NDP),NATIONAL DEMOCRATIC PARTY,parenthetical_base_match
NATIONAL IRANIAN OIL COMPANY (NIOC),NATIONAL IRANIAN OIL COMPANY,parenthetical_base_match
NATIONAL RADICAL UNION (ERE),NATIONAL RADICAL UNION,parenthetical_base_match
NATIONAL RESISTANCE MOVEMENT (NRM),NATIONAL RESISTANCE MOVEMENT,parenthetical_base_match
NATIONAL UNION OF POPULAR FORCES (UNFP),NATIONAL UNION OF POPULAR FORCES,parenthetical_base_match
NATIONAL UNIONIST PARTY (NUP),NATIONAL UNIONIST PARTY,parenthetical_base_match
NATIONAL UNITED FRONT (NUF),NATIONAL UNITED FRONT,parenthetical_base_match
NATIONAL UNITY COMMITTEE (NUC),NATIONAL UNITY COMMITTEE,parenthetical_base_match
NEO LAO HAK SAT (NLHS),NEO LAO HAK SAT,parenthetical_base_match
NEUTRAL NATIONS REPATRIATION COMMISSION (NNRC),NEUTRAL NATIONS REPATRIATION COMMISSION,parenthetical_base_match
NORTH ATLANTIC COUNCIL (NAC),NORTH ATLANTIC COUNCIL,parenthetical_base_match
NORTHERN PEOPLES CONGRESS (NPC),NORTHERN PEOPLES CONGRESS,parenthetical_base_match
ORGANIZATION OF AMERICAN STATES (OAS),ORGANIZATION OF AMERICAN STATES,parenthetical_base_match
PEOPLES ACTION PARTY (PAP),PEOPLES ACTION PARTY,parenthetical_base_match
PEOPLES DEMOCRATIC PARTY (PDP),PEOPLES DEMOCRATIC PARTY,parenthetical_base_match
PEOPLES PROGRESSIVE PARTY (PPP),PEOPLES PROGRESSIVE PARTY,parenthetical_base_match
POLISH COMMUNIST PARTY (PZPR),POLISH COMMUNIST PARTY,parenthetical_base_match
POPULAR REPUBLICAN PARTY (MRP),POPULAR REPUBLICAN PARTY,parenthetical_base_match
POPULAR RESISTANCE FORCE (PRF),POPULAR RESISTANCE FORCES,parenthetical_base_match
POPULAR RESISTANCE FORCES (PRF),POPULAR RESISTANCE FORCES,parenthetical_base_match
QATAR PETROLEUM COMPANY (QPC),QATAR PETROLEUM COMPANY,parenthetical_base_match
QUEMOY (CHINMEN),QUEMOY,parenthetical_base_match
RALLY OF THE LAO PEOPLE (RLP),RALLY OF THE LAO PEOPLE,parenthetical_base_match
REFUGEE PARTY (BHE),REFUGEE PARTY,parenthetical_base_match
REPUBLICAN PEOPLES PARTY (RPP),REPUBLICAN PEOPLES PARTY,parenthetical_base_match
REVOLUTIONARY PARTY (PR),REVOLUTIONARY PARTY,parenthetical_base_match
SINGAPORE PEOPLES ALLIANCE (SPA),SINGAPORE PEOPLES ALLIANCE,parenthetical_base_match
SOCIAL DEMOCRATIC PARTY (SPD),SOCIAL DEMOCRATIC PARTY,parenthetical_base_match
SOCIALIST PARTY (JSP),SOCIALIST PARTY,parenthetical_base_match
SOCIALIST REICH PARTY (SRP),SOCIALIST REICH PARTY,parenthetical_base_match
SOCIALIST UNITY PARTY (SED),SOCIALIST UNITY PARTY,parenthetical_base_match
SRI LANKA FREEDOM PARTY (SLFP),SRI LANKA FREEDOM PARTY,parenthetical_base_match
TRANS-ARABIAN PIPELINE (TAPLINE),TRANS-ARABIAN PIPELINE,parenthetical_base_match
UNITED ARAB REPUBLIC (UAR),UNITED ARAB REPUBLIC,parenthetical_base_match
UNITED DEMOCRATIC LEFT (EDA),UNITED DEMOCRATIC LEFT,parenthetical_base_match
UNITED NATIONAL PARTY (UNP),UNITED NATIONAL PARTY,parenthetical_base_match
UNITED NATIONS (UN),UNITED NATIONS,parenthetical_base_match
UNITED STATES (US),UNITED STATES,parenthetical_base_match
VENEZUELAN COMMUNIST PARTY (PCV),VENEZUELAN COMMUNIST PARTY,parenthetical_base_match
WESTERN EUROPEAN UNION (WEU),WESTERN EUROPEAN UNION,parenthetical_base_match
ZANZIBAR NATIONALIST PARTY (ZNP),ZANZIBAR NATIONALIST PARTY,parenthetical_base_match
AAPC,ALL-AFRICAN PEOPLES CONFERENCE,acronym_match
AFPFL,ANTI-FASCIST PEOPLES FREEDOM LEAGUE,acronym_match
AIOC,ANGLO-IRANIAN OIL COMPANY,acronym_match
BASC,BERLIN AIR SAFETY CENTER,acronym_match
CDNI,COMMITTEE FOR DEFENSE OF NATIONAL INTERESTS (CDNI),acronym_match
CDU,CHRISTIAN DEMOCRATIC UNION,acronym_match
CIA,CENTRAL INTELLIGENCE AGENCY,acronym_match
CNU,COMMITTEE OF NATIONAL UNION,acronym_match
CPI,COMMUNIST PARTY OF INDIA,acronym_match
CPP,CONVENTION PEOPLES PARTY (CPP),acronym_match
CSU,CHRISTIAN SOCIAL UNION (CSU),acronym_match
EFTA,EUROPEAN FREE TRADE ASSOCIATION,acronym_match
EIB,EXPORT-IMPORT BANK,acronym_match
FAO,FRANKFURT-AM-ODER,acronym_match
FBI,FEDERAL BUREAU OF INVESTIGATION,acronym_match
FDP,FREE DEMOCRATIC PARTY,acronym_match
IAC,INTELLIGENCE ADVISORY COMMITTEE,acronym_match
IBRD,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,acronym_match
ICATU,INTERNATIONAL CONFEDERATION OF ARAB TRADE UNIONS,acronym_match
ICC,INTERNATIONAL CONTROL COMMISSION,acronym_match
ICFTU,INTERNATIONAL CONFEDERATION OF FREE TRADE UNIONS,acronym_match
ICRC,INTERNATIONAL COMMITTEE OF THE RED CROSS,acronym_match
IMF,INTERNATIONAL MONETARY FUND,acronym_match
IPC,IRAQ PETROLEUM COMPANY,acronym_match
JSP,JAPANESE SOCIALIST PARTY,acronym_match
KADU,KENYA AFRICAN DEMOCRATIC UNION,acronym_match
KANU,KENYA AFRICAN NATIONAL UNION,acronym_match
KMT,KOREAN MISSION IN TOKYO,acronym_match
LDP,LIBERAL-DEMOCRATIC PARTY,acronym_match
LSSP,LANKA SAMA SAMAJ PARTY (LSSP),acronym_match
MAC,MIXED ARMISTICE COMMISSION,acronym_match
NCNA,NEW CHINA NEWS AGENCY,acronym_match
NDP,NATIONAL DEMOCRATIC PARTY,acronym_match
NIOC,NATIONAL IRANIAN OIL COMPANY,acronym_match
NLHS,NEO LAO HAK SAT,acronym_match
NLHZ,NEO LAO HAK SAT,acronym_match
NNRC,NEUTRAL NATIONS REPATRIATION COMMISSION,acronym_match
NNSC,NEUTRAL NATIONS SUPERVISORY COMMISSION,acronym_match
NPC,NATIONAL PEOPLES CONGRESS,acronym_match
NSA,NATIONAL SECURITY AGENCY,acronym_match
NUC,NATIONAL UNITY COMMITTEE,acronym_match
NUF,NATIONAL UNITED FRONT,acronym_match
OAS,ORGANIZATION OF AMERICAN STATES,acronym_match
OPEC,ORGANIZATION OF PETROLEUM EXPORTING COUNTRIES,acronym_match
PAP,PEOPLES ACTION PARTY,acronym_match
PPP,PEOPLES PROGRESSIVE PARTY,acronym_match
RCC,REVOLUTIONARY COMMAND COUNCIL,acronym_match
RFC,RECONSTRUCTION FINANCE CORPORATION,acronym_match
RLP,RALLY OF THE LAO PEOPLE,acronym_match
RPP,REPUBLICAN PEOPLES PARTY,acronym_match
SCNR,SUPREME COUNCIL FOR NATIONAL RECONSTRUCTION,acronym_match
SLFP,SRI LANKA FREEDOM PARTY,acronym_match
UNCURK,UNITED NATIONS COMMISSION FOR THE UNIFICATION AND REHABILITATION OF KOREA,acronym_match
UNP,UNITED NATIONAL PARTY,acronym_match
UNR,UNION FOR THE NEW REPUBLIC (UNR),acronym_match
US,UNITED STATES,acronym_match
USAF,UNITED STATES AIR FORCE,acronym_match
USDAW,"UNION OF SHOP, DISTRIBUTIVE, AND ALLIED WORKERS (USDAW)",acronym_match
