node_key,level2_id
LEVEL1_COMMUNITY:0,0
LEVEL1_COMMUNITY:1,1
LEVEL1_COMMUNITY:2,1
LEVEL1_COMMUNITY:3,1
LEVEL1_COMMUNITY:4,1
LEVEL1_COMMUNITY:5,1
LEVEL1_COMMUNITY:6,1
LEVEL1_COMMUNITY:7,1
LEVEL1_COMMUNITY:8,1
LEVEL1_COMMUNITY:9,1
LEVEL1_COMMUNITY:10,1
LEVEL1_COMMUNITY:11,1
LEVEL1_COMMUNITY:12,1
LEVEL1_COMMUNITY:13,1
LEVEL1_COMMUNITY:14,1
LEVEL1_COMMUNITY:15,1
LEVEL1_COMMUNITY:16,0
LEVEL1_COMMUNITY:17,0
LEVEL1_COMMUNITY:18,0
LEVEL1_COMMUNITY:19,0
LEVEL1_COMMUNITY:20,0
LEVEL1_COMMUNITY:21,0
LEVEL1_COMMUNITY:22,0
LEVEL1_COMMUNITY:23,2
LEVEL1_COMMUNITY:24,3
LEVEL1_COMMUNITY:25,0
LEVEL1_COMMUNITY:26,0
LEVEL1_COMMUNITY:27,0
LEVEL1_COMMUNITY:28,0
LEVEL1_COMMUNITY:29,4
LEVEL1_COMMUNITY:30,0
LEVEL1_COMMUNITY:31,0
LEVEL1_COMMUNITY:32,0
LEVEL1_COMMUNITY:33,0
LEVEL1_COMMUNITY:34,0
LEVEL1_COMMUNITY:35,0
LEVEL1_COMMUNITY:36,5
LEVEL1_COMMUNITY:37,0
LEVEL1_COMMUNITY:38,6
LEVEL1_COMMUNITY:39,0
LEVEL1_COMMUNITY:40,7
LEVEL1_COMMUNITY:41,0
LEVEL1_COMMUNITY:42,0
LEVEL1_COMMUNITY:43,0
LEVEL1_COMMUNITY:44,0
LEVEL1_COMMUNITY:45,0
LEVEL1_COMMUNITY:46,0
LEVEL1_COMMUNITY:47,8
LEVEL1_COMMUNITY:48,0
LEVEL1_COMMUNITY:49,9
LEVEL1_COMMUNITY:50,0
LEVEL1_COMMUNITY:51,10
LEVEL1_COMMUNITY:52,11
LEVEL1_COMMUNITY:53,0
LEVEL1_COMMUNITY:54,0
LEVEL1_COMMUNITY:55,12
LEVEL1_COMMUNITY:56,13
LEVEL1_COMMUNITY:57,14
LEVEL1_COMMUNITY:58,15
LEVEL1_COMMUNITY:59,16
LEVEL1_COMMUNITY:60,0
LEVEL1_COMMUNITY:61,17
LEVEL1_COMMUNITY:62,0
LEVEL1_COMMUNITY:63,18
LEVEL1_COMMUNITY:64,0
LEVEL1_COMMUNITY:65,0
LEVEL1_COMMUNITY:66,0
LEVEL1_COMMUNITY:67,0
LEVEL1_COMMUNITY:68,19
LEVEL1_COMMUNITY:69,0
LEVEL1_COMMUNITY:70,20
LEVEL1_COMMUNITY:71,21
LEVEL1_COMMUNITY:72,22
LEVEL1_COMMUNITY:73,23
LEVEL1_COMMUNITY:74,24
LEVEL1_COMMUNITY:75,25
LEVEL1_COMMUNITY:76,0
LEVEL1_COMMUNITY:77,26
LEVEL1_COMMUNITY:78,0
LEVEL1_COMMUNITY:79,27
LEVEL1_COMMUNITY:80,28
LEVEL1_COMMUNITY:81,0
LEVEL1_COMMUNITY:82,29
LEVEL1_COMMUNITY:83,30
LEVEL1_COMMUNITY:84,0
LEVEL1_COMMUNITY:85,31
LEVEL1_COMMUNITY:86,32
LEVEL1_COMMUNITY:87,33
LEVEL1_COMMUNITY:88,34
LEVEL1_COMMUNITY:89,35
LEVEL1_COMMUNITY:90,0
LEVEL1_COMMUNITY:91,36
LEVEL1_COMMUNITY:92,37
LEVEL1_COMMUNITY:93,0
LEVEL1_COMMUNITY:94,38
LEVEL1_COMMUNITY:95,39
LEVEL1_COMMUNITY:96,40
LEVEL1_COMMUNITY:97,41
LEVEL1_COMMUNITY:98,42
LEVEL1_COMMUNITY:99,43
LEVEL1_COMMUNITY:100,44
LEVEL1_COMMUNITY:101,45
LEVEL1_COMMUNITY:102,46
LEVEL1_COMMUNITY:103,47
LEVEL1_COMMUNITY:104,48
LEVEL1_COMMUNITY:105,49
LEVEL1_COMMUNITY:106,50
LEVEL1_COMMUNITY:107,51
LEVEL1_COMMUNITY:108,52
LEVEL1_COMMUNITY:109,53
LEVEL1_COMMUNITY:110,54
LEVEL1_COMMUNITY:111,55
LEVEL1_COMMUNITY:112,56
LEVEL1_COMMUNITY:113,57
LEVEL1_COMMUNITY:114,58
LEVEL1_COMMUNITY:115,59
LEVEL1_COMMUNITY:116,60
LEVEL1_COMMUNITY:117,61
LEVEL1_COMMUNITY:118,62
LEVEL1_COMMUNITY:119,63
LEVEL1_COMMUNITY:120,64
LEVEL1_COMMUNITY:121,65
LEVEL1_COMMUNITY:122,66
