source_global,target_global,rel,weight,support_count,doc_ids,weight_raw_meta
LEVEL2_COMMUNITY:0,LEVEL2_COMMUNITY:1,META_LINK,8.332773138113053,88466,2000168_CIA-RDP79T00975A005500040001-6;2000169_CIA-RDP79T00975A005500060001-4;2000170_CIA-RDP79T00975A005500070001-3;2000171_CIA-RDP79T00975A005500080001-2;2000172_CIA-RDP79T00975A005500090001-1;2000173_CIA-RDP79T00975A005500120001-7;2000174_CIA-RDP79T00975A005500130001-6;2000175_CIA-RDP79T00975A005500140001-5;2000176_CIA-RDP79T00975A005500160001-3;2000177_CIA-RDP79T00975A005500170001-2;2000178_CIA-RDP79T00975A005500180001-1;2000179_CIA-RDP79T00975A005500190001-0;2000180_CIA-RDP79T00975A005500200001-8;2000181_CIA-RDP79T00975A005500210001-7;2000182_CIA-RDP79T00975A005500220001-6;2000183_CIA-RDP79T00975A005500230001-5;2000184_CIA-RDP79T00975A005500240001-4;2000185_CIA-RDP79T00975A005500250001-3;2000186_CIA-RDP79T00975A005500280001-0;2000187_CIA-RDP79T00975A005500290001-9;2000188_CIA-RDP79T00975A005500300001-7;2000189_CIA-RDP79T00975A005500310001-6;2000190_CIA-RDP79T00975A005500320001-5;2000191_CIA-RDP79T00975A005500330001-4;2000192_CIA-RDP79T00975A005500340001-3;2000193_CIA-RDP79T00975A005500350001-2;2000194_CIA-RDP79T00975A005500360001-1;2000195_CIA-RDP79T00975A005500370001-0;2000196_CIA-RDP79T00975A005500380001-9;2000197_CIA-RDP79T00975A005500390001-8,4156.932099146629
