node_key,level1_id
CANONICAL_ENTITY:10TH_AIR_ARMY,0
CANONICAL_ENTITY:10TH_AIR_DIVISION,0
CANONICAL_ENTITY:10TH_ARTILLERY_DIVISION,12
CANONICAL_ENTITY:11TH_ARMORED_INFANTRY_BRIGADE,0
CANONICAL_ENTITY:11TH_ARMY,12
CANONICAL_ENTITY:11_MEMBER_EXECUTIVE_COUNCIL,2
CANONICAL_ENTITY:12TH_ARMY,0
CANONICAL_ENTITY:12_NATION_COMMISSION,2
CANONICAL_ENTITY:13TH_AIR_DIVISION,0
CANONICAL_ENTITY:13TH_ARMY,12
CANONICAL_ENTITY:13TH_OF_MARCH_REVOLUTIONARY_DIRECTORATE,0
CANONICAL_ENTITY:140TH_DIVISION_47TH_ARMY,0
CANONICAL_ENTITY:14TH_ARMY,0
CANONICAL_ENTITY:14TH_DIVISION,4
CANONICAL_ENTITY:14TH_OF_MAY_MOVEMENT,0
CANONICAL_ENTITY:16_MAY_1961,12
CANONICAL_ENTITY:18TH_DIVISION,0
CANONICAL_ENTITY:1ST_AIRBORNE_BATTALION,3
CANONICAL_ENTITY:1ST_INFANTRY_DIVISION,3
CANONICAL_ENTITY:1ST_NAVAL_AIR_DIVISION,0
CANONICAL_ENTITY:20TH_ARMY,0
CANONICAL_ENTITY:20TH_PARTY_CONGRESS,8
CANONICAL_ENTITY:21ST_DIVISION,3
CANONICAL_ENTITY:21ST_OF_SEPTEMBER_MOVEMENT,2
CANONICAL_ENTITY:24TH_AIR_ARMY,0
CANONICAL_ENTITY:26_OF_JULY_MOVEMENT,9
CANONICAL_ENTITY:27TH_ARMY,0
CANONICAL_ENTITY:2ND_ARMY_GROUP,0
CANONICAL_ENTITY:2ND_DIVISION,0
CANONICAL_ENTITY:2ND_FIELD_ARMY,12
CANONICAL_ENTITY:2ND_GUARDS_MECHANIZED_DIVISION,0
CANONICAL_ENTITY:304TH_DIVISION,0
CANONICAL_ENTITY:308TH_DIVISION,2
CANONICAL_ENTITY:316TH_DIVISION,0
CANONICAL_ENTITY:325TH_DIVISION,0
CANONICAL_ENTITY:32ND_MECHANIZED_DIVISION,0
CANONICAL_ENTITY:335TH_DIVISION,0
CANONICAL_ENTITY:35TH_ARMY,1
CANONICAL_ENTITY:3RD_INDEPENDENT_REGIMENT,0
CANONICAL_ENTITY:3_700_WORKERS,2
CANONICAL_ENTITY:50TH_AIR_ARMY,0
CANONICAL_ENTITY:527TH_BATTALION,0
CANONICAL_ENTITY:54TH_BATTALION,3
CANONICAL_ENTITY:59TH_AIR_ARMY,0
CANONICAL_ENTITY:5TH_FLEET_AIR_FORCE,0
CANONICAL_ENTITY:5TH_HUNGARIAN_RIFLE_DIVISION,0
CANONICAL_ENTITY:60TH_ARMY,0
CANONICAL_ENTITY:62_GROUP,4
CANONICAL_ENTITY:67TH_ARMY,7
CANONICAL_ENTITY:6TH_BOMBER_CORPS,0
CANONICAL_ENTITY:6_JANUARY_1961,12
CANONICAL_ENTITY:7TH_DIVISION,3
CANONICAL_ENTITY:7TH_FLEET,0
CANONICAL_ENTITY:7TH_GUARDS_MECHANIZED_DIVISION,1
CANONICAL_ENTITY:7_OPPOSITION_POLITICAL_PARTIES,3
CANONICAL_ENTITY:80TH_BOMBER_CORPS,0
CANONICAL_ENTITY:8TH_AND_10TH_BOMBER_DIVISIONS,9
CANONICAL_ENTITY:9TH_AIR_ARMY,0
CANONICAL_ENTITY:AATUF,0
CANONICAL_ENTITY:ABADAN,4
CANONICAL_ENTITY:ABADAN_REFINERY,0
CANONICAL_ENTITY:ABAKO_PARTY,0
CANONICAL_ENTITY:ABAKUMOV,4
CANONICAL_ENTITY:ABBAS_ARAM,0
CANONICAL_ENTITY:ABBAS_PARKHIDEH,0
CANONICAL_ENTITY:ABBA_EBAN,0
CANONICAL_ENTITY:ABBOUD,0
CANONICAL_ENTITY:ABBOUD_GOVERNMENT,10
CANONICAL_ENTITY:ABBOUD_MILITARY_GOVERNMENT,0
CANONICAL_ENTITY:ABBOUD_MILITARY_REGIME,0
CANONICAL_ENTITY:ABDALLAH_AL_RIMAWI,0
CANONICAL_ENTITY:ABDALLAH_AL_YAFI,5
CANONICAL_ENTITY:ABDALLAH_IBRAHIM,15
CANONICAL_ENTITY:ABDELKADER_CHANDERLI,0
CANONICAL_ENTITY:ABDELKHALEK_TORRES,15
CANONICAL_ENTITY:ABDELKRIM_BENJELLOUN,0
CANONICAL_ENTITY:ABDEL_BEN_DRISS,15
CANONICAL_ENTITY:ABDERRAHIM_BOUABID,15
CANONICAL_ENTITY:ABDERRAHMAN_YOUSSEFI,15
CANONICAL_ENTITY:ABDIRASCID,0
CANONICAL_ENTITY:ABDOH,0
CANONICAL_ENTITY:ABDOLLAH_ENTEZAM,1
CANONICAL_ENTITY:ABDOLLAH_MOAZZAMI,0
CANONICAL_ENTITY:ABDOL_HOSSEIN_HEJAZI,15
CANONICAL_ENTITY:ABDON_PARRA,2
CANONICAL_ENTITY:ABDOULAYE_DIALLO,10
CANONICAL_ENTITY:ABDULGANI,0
CANONICAL_ENTITY:ABDULLA,0
CANONICAL_ENTITY:ABDULLAHI_ISSA,0
CANONICAL_ENTITY:ABDULLAH_ABID,14
CANONICAL_ENTITY:ABDULLAH_GOVERNMENT,1
