source,target,source_global,target_global,rel,weight,support_count,doc_ids
COMMUNITY:1,COMMUNITY:2,COMMUNITY:1,COMMUNITY:2,META_LINK,4.564248547006247,570,2000168_CIA-RDP79T00975A005500040001-6;2000169_CIA-RDP79T00975A005500060001-4;2000171_CIA-RDP79T00975A005500080001-2;2000172_CIA-RDP79T00975A005500090001-1;2000176_CIA-RDP79T00975A005500160001-3;2000177_CIA-RDP79T00975A005500170001-2;2000178_CIA-RDP79T00975A005500180001-1;2000179_CIA-RDP79T00975A005500190001-0;2000180_CIA-RDP79T00975A005500200001-8;2000181_CIA-RDP79T00975A005500210001-7;2000183_CIA-RDP79T00975A005500230001-5;2000184_CIA-RDP79T00975A005500240001-4;2000185_CIA-RDP79T00975A005500250001-3;2000186_CIA-RDP79T00975A005500280001-0;2000187_CIA-RDP79T00975A005500290001-9;2000188_CIA-RDP79T00975A005500300001-7;2000189_CIA-RDP79T00975A005500310001-6;2000190_CIA-RDP79T00975A005500320001-5;2000191_CIA-RDP79T00975A005500330001-4;2000192_CIA-RDP79T00975A005500340001-3;2000193_CIA-RDP79T00975A005500350001-2;2000194_CIA-RDP79T00975A005500360001-1;2000195_CIA-RDP79T00975A005500370001-0;2000196_CIA-RDP79T00975A005500380001-9;2000197_CIA-RDP79T00975A005500390001-8;2000198_CIA-RDP79T00975A005500400001-6;2001967_CIA-RDP79T00975A005600090001-0;2001968_CIA-RDP79T00975A005600110001-7;2001969_CIA-RDP79T00975A005600120001-6;2001970_CIA-RDP79T00975A005600170001-1
COMMUNITY:1,COMMUNITY:3,COMMUNITY:1,COMMUNITY:3,META_LINK,4.032144569916428,308,2000168_CIA-RDP79T00975A005500040001-6;2000169_CIA-RDP79T00975A005500060001-4;2000170_CIA-RDP79T00975A005500070001-3;2000172_CIA-RDP79T00975A005500090001-1;2000175_CIA-RDP79T00975A005500140001-5;2000177_CIA-RDP79T00975A005500170001-2;2000179_CIA-RDP79T00975A005500190001-0;2000180_CIA-RDP79T00975A005500200001-8;2000181_CIA-RDP79T00975A005500210001-7;2000183_CIA-RDP79T00975A005500230001-5;2000184_CIA-RDP79T00975A005500240001-4;2000185_CIA-RDP79T00975A005500250001-3;2000186_CIA-RDP79T00975A005500280001-0;2000188_CIA-RDP79T00975A005500300001-7;2000190_CIA-RDP79T00975A005500320001-5;2000191_CIA-RDP79T00975A005500330001-4;2000193_CIA-RDP79T00975A005500350001-2;2000194_CIA-RDP79T00975A005500360001-1;2000195_CIA-RDP79T00975A005500370001-0;2000197_CIA-RDP79T00975A005500390001-8;2000198_CIA-RDP79T00975A005500400001-6;2001972_CIA-RDP79T00975A005600240001-3;2001973_CIA-RDP79T00975A005600250001-2;2001978_CIA-RDP79T00975A005600330001-3;2001983_CIA-RDP79T00975A005600390001-7;2001985_CIA-RDP79T00975A005600410001-4
COMMUNITY:1,COMMUNITY:4,COMMUNITY:1,COMMUNITY:4,META_LINK,3.5878734920799884,211,2000169_CIA-RDP79T00975A005500060001-4;2000173_CIA-RDP79T00975A005500120001-7;2000180_CIA-RDP79T00975A005500200001-8;2000181_CIA-RDP79T00975A005500210001-7;2000184_CIA-RDP79T00975A005500240001-4;2000188_CIA-RDP79T00975A005500300001-7;2000189_CIA-RDP79T00975A005500310001-6;2000192_CIA-RDP79T00975A005500340001-3;2000194_CIA-RDP79T00975A005500360001-1;2000198_CIA-RDP79T00975A005500400001-6;2001968_CIA-RDP79T00975A005600110001-7;2001970_CIA-RDP79T00975A005600170001-1;2001971_CIA-RDP79T00975A005600210001-6;2001973_CIA-RDP79T00975A005600250001-2;2001978_CIA-RDP79T00975A005600330001-3;2001979_CIA-RDP79T00975A005600350001-1;2001980_CIA-RDP79T00975A005600360001-0;2001981_CIA-RDP79T00975A005600370001-9;2001982_CIA-RDP79T00975A005600380001-8;2001983_CIA-RDP79T00975A005600390001-7;2001984_CIA-RDP79T00975A005600400001-5
COMMUNITY:1,COMMUNITY:5,COMMUNITY:1,COMMUNITY:5,META_LINK,3.253087620970005,155,2000168_CIA-RDP79T00975A005500040001-6;2000169_CIA-RDP79T00975A005500060001-4;2000170_CIA-RDP79T00975A005500070001-3;2000173_CIA-RDP79T00975A005500120001-7;2000175_CIA-RDP79T00975A005500140001-5;2000176_CIA-RDP79T00975A005500160001-3;2000177_CIA-RDP79T00975A005500170001-2;2000179_CIA-RDP79T00975A005500190001-0;2000181_CIA-RDP79T00975A005500210001-7;2000182_CIA-RDP79T00975A005500220001-6;2000183_CIA-RDP79T00975A005500230001-5;2000186_CIA-RDP79T00975A005500280001-0;2000189_CIA-RDP79T00975A005500310001-6;2000190_CIA-RDP79T00975A005500320001-5;2000192_CIA-RDP79T00975A005500340001-3;2000193_CIA-RDP79T00975A005500350001-2;2000194_CIA-RDP79T00975A005500360001-1;2000198_CIA-RDP79T00975A005500400001-6;2001967_CIA-RDP79T00975A005600090001-0;2001970_CIA-RDP79T00975A005600170001-1;2001974_CIA-RDP79T00975A005600280001-9;2001976_CIA-RDP79T00975A005600310001-5;2001977_CIA-RDP79T00975A005600320001-4;2001979_CIA-RDP79T00975A005600350001-1;2001982_CIA-RDP79T00975A005600380001-8;2001983_CIA-RDP79T00975A005600390001-7;2001984_CIA-RDP79T00975A005600400001-5
COMMUNITY:1,COMMUNITY:6,COMMUNITY:1,COMMUNITY:6,META_LINK,2.591745637770181,67,2000172_CIA-RDP79T00975A005500090001-1;2000174_CIA-RDP79T00975A005500130001-6;2000184_CIA-RDP79T00975A005500240001-4;2000188_CIA-RDP79T00975A005500300001-7;2000189_CIA-RDP79T00975A005500310001-6;2000190_CIA-RDP79T00975A005500320001-5;2000191_CIA-RDP79T00975A005500330001-4;2000196_CIA-RDP79T00975A005500380001-9;2000197_CIA-RDP79T00975A005500390001-8;2001969_CIA-RDP79T00975A005600120001-6;2001971_CIA-RDP79T00975A005600210001-6;2001979_CIA-RDP79T00975A005600350001-1;2001985_CIA-RDP79T00975A005600410001-4
COMMUNITY:1,COMMUNITY:7,COMMUNITY:1,COMMUNITY:7,META_LINK,2.473274380968096,61,2000168_CIA-RDP79T00975A005500040001-6;2000169_CIA-RDP79T00975A005500060001-4;2000179_CIA-RDP79T00975A005500190001-0;2000188_CIA-RDP79T00975A005500300001-7;2000189_CIA-RDP79T00975A005500310001-6;2000190_CIA-RDP79T00975A005500320001-5;2000195_CIA-RDP79T00975A005500370001-0;2001967_CIA-RDP79T00975A005600090001-0;2001970_CIA-RDP79T00975A005600170001-1;2001980_CIA-RDP79T00975A005600360001-0
COMMUNITY:1,COMMUNITY:8,COMMUNITY:1,COMMUNITY:8,META_LINK,2.268676338203584,48,2000169_CIA-RDP79T00975A005500060001-4;2000171_CIA-RDP79T00975A005500080001-2;2000177_CIA-RDP79T00975A005500170001-2;2000184_CIA-RDP79T00975A005500240001-4;2000188_CIA-RDP79T00975A005500300001-7;2000195_CIA-RDP79T00975A005500370001-0;2001973_CIA-RDP79T00975A005600250001-2;2001977_CIA-RDP79T00975A005600320001-4;2001979_CIA-RDP79T00975A005600350001-1
COMMUNITY:1,COMMUNITY:9,COMMUNITY:1,COMMUNITY:9,META_LINK,3.0090785229268113,105,2000172_CIA-RDP79T00975A005500090001-1;2000174_CIA-RDP79T00975A005500130001-6;2000184_CIA-RDP79T00975A005500240001-4;2000192_CIA-RDP79T00975A005500340001-3;2000195_CIA-RDP79T00975A005500370001-0;2000198_CIA-RDP79T00975A005500400001-6;2001969_CIA-RDP79T00975A005600120001-6;2001982_CIA-RDP79T00975A005600380001-8;2001985_CIA-RDP79T00975A005600410001-4
COMMUNITY:10,COMMUNITY:2,COMMUNITY:10,COMMUNITY:2,META_LINK,2.0393642778722003,47,2000171_CIA-RDP79T00975A005500080001-2;2000172_CIA-RDP79T00975A005500090001-1;2000176_CIA-RDP79T00975A005500160001-3;2000187_CIA-RDP79T00975A005500290001-9;2001975_CIA-RDP79T00975A005600290001-8;2001982_CIA-RDP79T00975A005600380001-8
COMMUNITY:10,COMMUNITY:5,COMMUNITY:10,COMMUNITY:5,META_LINK,1.2850277274081696,25,2000176_CIA-RDP79T00975A005500160001-3;2000182_CIA-RDP79T00975A005500220001-6;2000187_CIA-RDP79T00975A005500290001-9;2000198_CIA-RDP79T00975A005500400001-6;2001982_CIA-RDP79T00975A005600380001-8
COMMUNITY:2,COMMUNITY:3,COMMUNITY:2,COMMUNITY:3,META_LINK,3.956944008859279,325,2000169_CIA-RDP79T00975A005500060001-4;2000172_CIA-RDP79T00975A005500090001-1;2000175_CIA-RDP79T00975A005500140001-5;2000176_CIA-RDP79T00975A005500160001-3;2000177_CIA-RDP79T00975A005500170001-2;2000178_CIA-RDP79T00975A005500180001-1;2000179_CIA-RDP79T00975A005500190001-0;2000180_CIA-RDP79T00975A005500200001-8;2000181_CIA-RDP79T00975A005500210001-7;2000183_CIA-RDP79T00975A005500230001-5;2000184_CIA-RDP79T00975A005500240001-4;2000185_CIA-RDP79T00975A005500250001-3;2000186_CIA-RDP79T00975A005500280001-0;2000187_CIA-RDP79T00975A005500290001-9;2000188_CIA-RDP79T00975A005500300001-7;2000189_CIA-RDP79T00975A005500310001-6;2000191_CIA-RDP79T00975A005500330001-4;2000194_CIA-RDP79T00975A005500360001-1;2000195_CIA-RDP79T00975A005500370001-0;2000196_CIA-RDP79T00975A005500380001-9;2000197_CIA-RDP79T00975A005500390001-8;2000198_CIA-RDP79T00975A005500400001-6;2001968_CIA-RDP79T00975A005600110001-7;2001974_CIA-RDP79T00975A005600280001-9;2001978_CIA-RDP79T00975A005600330001-3;2001979_CIA-RDP79T00975A005600350001-1;2001982_CIA-RDP79T00975A005600380001-8;2001983_CIA-RDP79T00975A005600390001-7;2001985_CIA-RDP79T00975A005600410001-4
COMMUNITY:2,COMMUNITY:4,COMMUNITY:2,COMMUNITY:4,META_LINK,3.721104837645621,253,2000168_CIA-RDP79T00975A005500040001-6;2000169_CIA-RDP79T00975A005500060001-4;2000176_CIA-RDP79T00975A005500160001-3;2000177_CIA-RDP79T00975A005500170001-2;2000179_CIA-RDP79T00975A005500190001-0;2000183_CIA-RDP79T00975A005500230001-5;2000184_CIA-RDP79T00975A005500240001-4;2000185_CIA-RDP79T00975A005500250001-3;2000187_CIA-RDP79T00975A005500290001-9;2000188_CIA-RDP79T00975A005500300001-7;2000189_CIA-RDP79T00975A005500310001-6;2000192_CIA-RDP79T00975A005500340001-3;2000194_CIA-RDP79T00975A005500360001-1;2000196_CIA-RDP79T00975A005500380001-9;2001968_CIA-RDP79T00975A005600110001-7;2001970_CIA-RDP79T00975A005600170001-1;2001971_CIA-RDP79T00975A005600210001-6;2001973_CIA-RDP79T00975A005600250001-2;2001975_CIA-RDP79T00975A005600290001-8;2001977_CIA-RDP79T00975A005600320001-4;2001978_CIA-RDP79T00975A005600330001-3;2001980_CIA-RDP79T00975A005600360001-0;2001981_CIA-RDP79T00975A005600370001-9;2001982_CIA-RDP79T00975A005600380001-8;2001983_CIA-RDP79T00975A005600390001-7;2001984_CIA-RDP79T00975A005600400001-5
COMMUNITY:2,COMMUNITY:5,COMMUNITY:2,COMMUNITY:5,META_LINK,3.745626391646,256,2000168_CIA-RDP79T00975A005500040001-6;2000169_CIA-RDP79T00975A005500060001-4;2000176_CIA-RDP79T00975A005500160001-3;2000177_CIA-RDP79T00975A005500170001-2;2000179_CIA-RDP79T00975A005500190001-0;2000180_CIA-RDP79T00975A005500200001-8;2000181_CIA-RDP79T00975A005500210001-7;2000182_CIA-RDP79T00975A005500220001-6;2000183_CIA-RDP79T00975A005500230001-5;2000186_CIA-RDP79T00975A005500280001-0;2000187_CIA-RDP79T00975A005500290001-9;2000189_CIA-RDP79T00975A005500310001-6;2000192_CIA-RDP79T00975A005500340001-3;2000193_CIA-RDP79T00975A005500350001-2;2000194_CIA-RDP79T00975A005500360001-1;2000198_CIA-RDP79T00975A005500400001-6;2001968_CIA-RDP79T00975A005600110001-7;2001974_CIA-RDP79T00975A005600280001-9;2001976_CIA-RDP79T00975A005600310001-5;2001977_CIA-RDP79T00975A005600320001-4;2001979_CIA-RDP79T00975A005600350001-1;2001981_CIA-RDP79T00975A005600370001-9;2001982_CIA-RDP79T00975A005600380001-8;2001983_CIA-RDP79T00975A005600390001-7;2001984_CIA-RDP79T00975A005600400001-5
COMMUNITY:2,COMMUNITY:6,COMMUNITY:2,COMMUNITY:6,META_LINK,2.677076026729035,87,2000171_CIA-RDP79T00975A005500080001-2;2000172_CIA-RDP79T00975A005500090001-1;2000177_CIA-RDP79T00975A005500170001-2;2000178_CIA-RDP79T00975A005500180001-1;2000179_CIA-RDP79T00975A005500190001-0;2000181_CIA-RDP79T00975A005500210001-7;2000184_CIA-RDP79T00975A005500240001-4;2000185_CIA-RDP79T00975A005500250001-3;2000186_CIA-RDP79T00975A005500280001-0;2000191_CIA-RDP79T00975A005500330001-4;2000196_CIA-RDP79T00975A005500380001-9;2001968_CIA-RDP79T00975A005600110001-7;2001969_CIA-RDP79T00975A005600120001-6;2001971_CIA-RDP79T00975A005600210001-6;2001973_CIA-RDP79T00975A005600250001-2;2001976_CIA-RDP79T00975A005600310001-5;2001981_CIA-RDP79T00975A005600370001-9;2001983_CIA-RDP79T00975A005600390001-7;2001985_CIA-RDP79T00975A005600410001-4
COMMUNITY:2,COMMUNITY:7,COMMUNITY:2,COMMUNITY:7,META_LINK,2.941709357004392,104,2000168_CIA-RDP79T00975A005500040001-6;2000175_CIA-RDP79T00975A005500140001-5;2000186_CIA-RDP79T00975A005500280001-0;2000188_CIA-RDP79T00975A005500300001-7;2000189_CIA-RDP79T00975A005500310001-6;2000190_CIA-RDP79T00975A005500320001-5;2000195_CIA-RDP79T00975A005500370001-0;2000196_CIA-RDP79T00975A005500380001-9;2001967_CIA-RDP79T00975A005600090001-0;2001974_CIA-RDP79T00975A005600280001-9;2001978_CIA-RDP79T00975A005600330001-3;2001979_CIA-RDP79T00975A005600350001-1;2001980_CIA-RDP79T00975A005600360001-0
COMMUNITY:2,COMMUNITY:8,COMMUNITY:2,COMMUNITY:8,META_LINK,2.716837427368132,74,2000169_CIA-RDP79T00975A005500060001-4;2000171_CIA-RDP79T00975A005500080001-2;2000177_CIA-RDP79T00975A005500170001-2;2000178_CIA-RDP79T00975A005500180001-1;2000186_CIA-RDP79T00975A005500280001-0;2000188_CIA-RDP79T00975A005500300001-7;2000189_CIA-RDP79T00975A005500310001-6;2001973_CIA-RDP79T00975A005600250001-2;2001977_CIA-RDP79T00975A005600320001-4;2001979_CIA-RDP79T00975A005600350001-1;2001982_CIA-RDP79T00975A005600380001-8
COMMUNITY:2,COMMUNITY:9,COMMUNITY:2,COMMUNITY:9,META_LINK,2.2657004801192384,49,2000168_CIA-RDP79T00975A005500040001-6;2000172_CIA-RDP79T00975A005500090001-1;2000174_CIA-RDP79T00975A005500130001-6;2000176_CIA-RDP79T00975A005500160001-3;2000187_CIA-RDP79T00975A005500290001-9;2000192_CIA-RDP79T00975A005500340001-3;2000195_CIA-RDP79T00975A005500370001-0;2000198_CIA-RDP79T00975A005500400001-6;2001968_CIA-RDP79T00975A005600110001-7;2001981_CIA-RDP79T00975A005600370001-9;2001982_CIA-RDP79T00975A005600380001-8
COMMUNITY:3,COMMUNITY:4,COMMUNITY:3,COMMUNITY:4,META_LINK,2.8655371266278493,97,2000172_CIA-RDP79T00975A005500090001-1;2000177_CIA-RDP79T00975A005500170001-2;2000179_CIA-RDP79T00975A005500190001-0;2000183_CIA-RDP79T00975A005500230001-5;2000184_CIA-RDP79T00975A005500240001-4;2000185_CIA-RDP79T00975A005500250001-3;2000188_CIA-RDP79T00975A005500300001-7;2000189_CIA-RDP79T00975A005500310001-6;2001968_CIA-RDP79T00975A005600110001-7;2001970_CIA-RDP79T00975A005600170001-1;2001972_CIA-RDP79T00975A005600240001-3;2001974_CIA-RDP79T00975A005600280001-9;2001975_CIA-RDP79T00975A005600290001-8;2001978_CIA-RDP79T00975A005600330001-3;2001980_CIA-RDP79T00975A005600360001-0;2001982_CIA-RDP79T00975A005600380001-8;2001983_CIA-RDP79T00975A005600390001-7;2001984_CIA-RDP79T00975A005600400001-5
COMMUNITY:3,COMMUNITY:5,COMMUNITY:3,COMMUNITY:5,META_LINK,3.155610604532031,146,2000169_CIA-RDP79T00975A005500060001-4;2000170_CIA-RDP79T00975A005500070001-3;2000179_CIA-RDP79T00975A005500190001-0;2000180_CIA-RDP79T00975A005500200001-8;2000181_CIA-RDP79T00975A005500210001-7;2000183_CIA-RDP79T00975A005500230001-5;2000186_CIA-RDP79T00975A005500280001-0;2000188_CIA-RDP79T00975A005500300001-7;2000193_CIA-RDP79T00975A005500350001-2;2000194_CIA-RDP79T00975A005500360001-1;2000198_CIA-RDP79T00975A005500400001-6;2001967_CIA-RDP79T00975A005600090001-0;2001974_CIA-RDP79T00975A005600280001-9;2001983_CIA-RDP79T00975A005600390001-7;2001984_CIA-RDP79T00975A005600400001-5
COMMUNITY:3,COMMUNITY:6,COMMUNITY:3,COMMUNITY:6,META_LINK,2.379730448908985,58,2000172_CIA-RDP79T00975A005500090001-1;2000175_CIA-RDP79T00975A005500140001-5;2000177_CIA-RDP79T00975A005500170001-2;2000179_CIA-RDP79T00975A005500190001-0;2000180_CIA-RDP79T00975A005500200001-8;2000188_CIA-RDP79T00975A005500300001-7;2000191_CIA-RDP79T00975A005500330001-4;2000194_CIA-RDP79T00975A005500360001-1;2001983_CIA-RDP79T00975A005600390001-7;2001985_CIA-RDP79T00975A005600410001-4
COMMUNITY:3,COMMUNITY:7,COMMUNITY:3,COMMUNITY:7,META_LINK,1.9125935493867716,32,2000168_CIA-RDP79T00975A005500040001-6;2000175_CIA-RDP79T00975A005500140001-5;2000188_CIA-RDP79T00975A005500300001-7;2000190_CIA-RDP79T00975A005500320001-5;2001967_CIA-RDP79T00975A005600090001-0;2001974_CIA-RDP79T00975A005600280001-9;2001979_CIA-RDP79T00975A005600350001-1;2001983_CIA-RDP79T00975A005600390001-7
COMMUNITY:3,COMMUNITY:8,COMMUNITY:3,COMMUNITY:8,META_LINK,1.9089088494132445,36,2000169_CIA-RDP79T00975A005500060001-4;2000177_CIA-RDP79T00975A005500170001-2;2000188_CIA-RDP79T00975A005500300001-7;2001973_CIA-RDP79T00975A005600250001-2
COMMUNITY:3,COMMUNITY:9,COMMUNITY:3,COMMUNITY:9,META_LINK,1.829843898975763,31,2000172_CIA-RDP79T00975A005500090001-1;2000176_CIA-RDP79T00975A005500160001-3;2000180_CIA-RDP79T00975A005500200001-8;2000195_CIA-RDP79T00975A005500370001-0;2001985_CIA-RDP79T00975A005600410001-4
