alias,canonical_label,notes,source,review_status,final_score
MOROCCAN BASE AGREEMENT,MOROCCAN BASE AGREEMENT (SPAIN DUNN FRANCO),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN BATTALION,MOROCCAN BATTALION (MOBUTUS EQUATEUR YUGOSLAVIA),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN CAPITAL,MOROCCAN CAPITAL (BOTELHO MONIZ BOURGUIBA),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN CONSULTATIVE ASSEMBLY,MOROCCAN CONSULTATIVE ASSEMBLY (SPAIN SAHARA IFNI),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN CONTINGENT,MOROCCAN CONTINGENT (GERMANY LEUSCHNER MENGHISTU),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN COUNCIL OF THE THRONE,MOROCCAN COUNCIL OF THE THRONE (PRESENCE FATMI ITALY),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN CROWN PRINCE AND CHIEF OF STAFF MOULAY HASSAN,MOROCCAN CROWN PRINCE AND CHIEF OF STAFF MOULAY HASSAN (YUGOSLAVIA BAKDASH SUKARNO),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN CUSTOMS DIRECTOR SMILI,MOROCCAN CUSTOMS DIRECTOR SMILI (YOST TUNISIA IBRAHIM),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN DEFENSE MINISTER AOUAD,MOROCCAN DEFENSE MINISTER AOUAD (CZECHOSLOVAKIA MURVILLE LAGHZAOUI),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN FRANC,MOROCCAN FRANC (NEPAL FIDEL KOIRALA),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN FRENCH DECLARATION,MOROCCAN FRENCH DECLARATION (LAWSON AQABA LACOSTE),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN IRREGULARS,MOROCCAN IRREGULARS (SOBSI SYRIA NASUTION),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN ISTIQLAL,MOROCCAN ISTIQLAL (LEBANON TUNISIAN BOUABID),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN LEADERS,MOROCCAN LEADERS (BAINS AIX LES),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN MINISTER OF DEFENSE,MOROCCAN MINISTER OF DEFENSE (LIBERIA PARODI YOST),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN MINISTER OF DEFENSE AOUAD,MOROCCAN MINISTER OF DEFENSE AOUAD (JAWAD HASHIM QASIM),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN MINISTER OF JUSTICE TORRES,MOROCCAN MINISTER OF JUSTICE TORRES (UMT MARRAKECH FES),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN MISSION,MOROCCAN MISSION (RAJESHWAR BAKWANGA KALONJI),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN NATIONALIST PARTIES,MOROCCAN NATIONALIST PARTIES (MYFTIU MANUSH MEHMET),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN NEGOTIATORS,MOROCCAN NEGOTIATORS (SPOKESMAN YOUSSEF KHRUSHCHEV),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN PREMIER ABDALLAH IBRAHIM,MOROCCAN PREMIER ABDALLAH IBRAHIM (IRAN ARGENTINA BRAZIL),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN PRESS,MOROCCAN PRESS (YUGOSLAVS INDIANS ERLANDER),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN QUESTION,MOROCCAN QUESTION (MCCLOY SCHUMAN MORRISON),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN REBELS,MOROCCAN REBELS (HATHAWAY EFRON LATOUR),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN SECURITY DIRECTOR LAGHZAOUI,MOROCCAN SECURITY DIRECTOR LAGHZAOUI (CZECHOSLOVAKIA AOUAD MURVILLE),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN TRIBESMEN,MOROCCAN TRIBESMEN (LEATHERS DEPOSED DEMOCRATIC),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN TROOPS,MOROCCAN TROOPS (SI BEKKAI YOUSSEF),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN UN FORCE,MOROCCAN UN FORCE (SUPPORTERS ANTOINE LUMUMBA),,a4_pipeline,a3_single_cluster_self,1.0
MOROCCAN UN TROOPS,MOROCCAN UN TROOPS (IRAQ FIDEL BELGIUM),,a4_pipeline,a3_single_cluster_self,1.0
MOSCOSO,MOSCOSO (COLOMBIA OAS VENEZUELA),,a4_pipeline,a3_single_cluster_self,1.0
MOSCOW BASED TRANSPORT COMMAND,MOSCOW BASED TRANSPORT COMMAND (KHOURI PROTESTANT LVOV),,a4_pipeline,a3_single_cluster_self,1.0
MOSCOW DOCTORS,MOSCOW DOCTORS (TEL PYUN AVIV),,a4_pipeline,a3_single_cluster_self,1.0
MOSCOW SECURITY CONFERENCE,MOSCOW SECURITY CONFERENCE (BULGARIA TURKEY BALKAN),,a4_pipeline,a3_single_cluster_self,1.0
MOSCOW STATE BANK,MOSCOW STATE BANK (ARGENTINA MOSSADEQ USSR),,a4_pipeline,a3_single_cluster_self,1.0
MOSCOW STATE UNIVERSITY,MOSCOW STATE UNIVERSITY (VIET SAIGON MINH),,a4_pipeline,a3_single_cluster_self,1.0
MOSE PIJADE,MOSE PIJADE (BAO HENDERSON KARDELJ),,a4_pipeline,a3_single_cluster_self,1.0
MOSHE DAYAN,MOSHE DAYAN (SYNGMAN KYU IBRD),,a4_pipeline,a3_single_cluster_self,1.0
MOSHE SHARET,MOSHE SHARET (BHILAI NUWAR ISRAEL),,a4_pipeline,a3_single_cluster_self,1.0
MOSLEM ANSAR BROTHERHOOD,MOSLEM ANSAR BROTHERHOOD (SIDDIQ UMMA UNIONIST),,a4_pipeline,a3_single_cluster_self,1.0
MOSLEM DISSIDENT GROUP,MOSLEM DISSIDENT GROUP (JAVA MOSSADEQ HATOYAMA),,a4_pipeline,a3_single_cluster_self,1.0
MOSLEM GROUPS,MOSLEM GROUPS (GERMANY VIGIER TOUSET),,a4_pipeline,a3_single_cluster_self,1.0
MOSLEM GUERRILLAS,MOSLEM GUERRILLAS (TSINGHAI LANCHOW AREAS),,a4_pipeline,a3_single_cluster_self,1.0
MOSLEM MASJUMI,MOSLEM MASJUMI (KENYA SUKARNO MOSSADEQ),,a4_pipeline,a3_single_cluster_self,1.0
MOSLEM PARTIES,MOSLEM PARTIES (JUSCELINO BARROS ADHEMAR),,a4_pipeline,a3_single_cluster_self,1.0
MOSLEM TRADE UNIONS,MOSLEM TRADE UNIONS (COUNTERTERRORISTS EUROPEAN EXTREMISTS),,a4_pipeline,a3_single_cluster_self,1.0
MOSLEM YOUTH GROUP,MOSLEM YOUTH GROUP (YOP SUKARNO PAEK),,a4_pipeline,a3_single_cluster_self,1.0
MOSLEM YOUTH GROUPS,MOSLEM YOUTH GROUPS (SUWIRJO STRIP ARISH),,a4_pipeline,a3_single_cluster_self,1.0
MOULAY ABDULLAH,MOULAY ABDULLAH (YASSIN ARABIA WADSWORTH),,a4_pipeline,a3_single_cluster_self,1.0
MOUNT EVEREST,MOUNT EVEREST (ZENGAKUREN NEPAL EN),,a4_pipeline,a3_single_cluster_self,1.0
MOUNTBATTEN,ADMIRAL MOUNTBATTEN,,a4_pipeline,accept_rule,1.0
MOVEMENT OF ITALIAN WORKERS,MOVEMENT OF ITALIAN WORKERS (YUGOSLAVIA DEMOCRATS PARIS),,a4_pipeline,a3_single_cluster_self,1.0
MOVEMENT OF STRUGGLE FOR FREEDOM,MOVEMENT OF STRUGGLE FOR FREEDOM (NAHDLATUL CITIZENS ULAMA),,a4_pipeline,a3_single_cluster_self,1.0
MOVEMENT OF THE PEOPLE FOR THE LIBERATION OF ANGOLA,MOVEMENT OF THE PEOPLE FOR THE LIBERATION OF ANGOLA (PORTUGAL IBERIAN GALVAO),,a4_pipeline,a3_single_cluster_self,1.0
MOZAFFAR BAGHAI,MOZAFFAR BAGHAI (SEBALD MAKKI INSURGENTS),,a4_pipeline,a3_single_cluster_self,1.0
MR CHURCHILL,CHURCHILL,,a4_pipeline,accept_rule,1.0
MR HARRIMAN,HARRIMAN,,a4_pipeline,accept_rule,1.0
MR VYSHINSKY,VYSHINSKY,,a4_pipeline,accept_rule,1.0
MRC,MILITARY REVOLUTIONARY COMMITTEE,,a4_pipeline,accept_rule,1.0
MRP,Mouvement Républicain Populaire,,a4_pipeline,a4_merge_existing,0.85
MRP PRESIDENT TEITGEN,MRP PRESIDENT TEITGEN (RAW COTTON STEVENSON),,a4_pipeline,a3_single_cluster_self,1.0
MRS PERON,PERON,,a4_pipeline,accept_rule,1.0
MRS SIRIMA BANDARANAIKE,MRS SIRIMA BANDARANAIKE (GERMANY TROTSKYITE SRI),,a4_pipeline,a3_single_cluster_self,1.0
MSI,MSI (VALKOV CZECHOSLOVAKIA RIDDLEBERGER),,a4_pipeline,a4_keep_separate,0.5
MT FUJI,OSHINO VILLAGE (FUJI NIIJIMA MT),,a4_pipeline,a5_consolidated,0.9271
MT SCOPUS,MT SCOPUS (MEIR HUSSAYN TUNISIA),,a4_pipeline,a3_single_cluster_self,1.0
MUARA MAHAT,MUARA MAHAT (GADJA MADA LIE),,a4_pipeline,a3_single_cluster_self,1.0
MUBARAK ZARROUG,MUBARAK ZARROUG (AZHARIS UNIONIST ULBRICHT),,a4_pipeline,a3_single_cluster_self,1.0
MUDIE,MUDIE (MALCOLM MACDONALD YUGOSLAVIA),,a4_pipeline,a3_single_cluster_self,1.0
MUFTI OF JERUSALEM,MUFTI OF JERUSALEM (ARABIA UNU EGYPT),,a4_pipeline,a3_single_cluster_self,1.0
MUGHABGHAB,MUGHABGHAB (FAZIL EOKA JUMBLATT),,a4_pipeline,a3_single_cluster_self,1.0
MUHAMMAD,MUHAMMAD (MARTADINATA TARIKI ARABIA),,a4_pipeline,a3_single_cluster_self,1.0
MUHAMMAD ABUNUSAYR,MUHAMMAD ABUNUSAYR (SALAH SABRY RADWAN),,a4_pipeline,a3_single_cluster_self,1.0
MUHAMMAD HADID,MUHAMMAD HADID (SYNGMAN KWANGTUNG QASIM),,a4_pipeline,a3_single_cluster_self,1.0
MUHAMMAD HAYKAL,MUHAMMAD HAYKAL (JAIN PATIL NEHRU),,a4_pipeline,a3_single_cluster_self,1.0
MUHAMMAD SAQIZLI,MUHAMMAD SAQIZLI (TORKILD RIEBER IDRISS),,a4_pipeline,a3_single_cluster_self,1.0
MUHAMMED BEN UTHMAN,MUHAMMED BEN UTHMAN (BRITAIN POLAND LIBYA),,a4_pipeline,a3_single_cluster_self,1.0
MUKDEN ARSENAL,MUKDEN ARSENAL (CINCFE MONARCHISTS POLAND),,a4_pipeline,a3_single_cluster_self,1.0
MUKERJEE,UTOVO (MUKERJEE IWA SUKARNO),,a4_pipeline,a5_consolidated,0.9698
MUKHERJI,MUKHERJI (KRISHNA THIMAYYA MENON),,a4_pipeline,a3_single_cluster_self,1.0
MULATTOES,MULATTOES (DUVALIER OPPOSITION ELEMENTS),,a4_pipeline,a3_single_cluster_self,1.0
MULLA KASHANI,MULLA KASHANI (LYNCH SAADAWI BECHIR),,a4_pipeline,a3_single_cluster_self,1.0
MULLA MUSTAPHA,MULLA MUSTAPHA (JANABI TURKEY IRAN),,a4_pipeline,a3_single_cluster_self,1.0
MULLAH MUSTAFA AL BARZANI,MULLAH MUSTAFA AL BARZANI (QASIM IRAQ WHO),,a4_pipeline,a3_single_cluster_self,1.0
MULLAH MUSTAFA BARZANI,MULLAH MUSTAFA BARZANI (RIFAT MENADO TURKEY),,a4_pipeline,a3_single_cluster_self,1.0
MUNIZ,MUNIZ (LEBANON BRAZIL IRAN),,a4_pipeline,a3_single_cluster_self,1.0
MUNOZ GRANDES,GENERAL MUNOZ GRANDES,,a4_pipeline,accept_rule,1.0
MUNOZ MEANY,MUNOZ MEANY (TINTO HONDURAS GIBRALTAR),,a4_pipeline,a3_single_cluster_self,1.0
MUNSHI,MUNSHI (AMBEDKAR RAJAGOPALACHARI KWANGTUNG),,a4_pipeline,a3_single_cluster_self,1.0
MUONG ETHNIC MINORITY,MUONG ETHNIC MINORITY (SKORZENY TRI POINT),,a4_pipeline,a3_single_cluster_self,1.0
MUONG KASS,MUONG KASS (SEATO PHOU FALAIZE),,a4_pipeline,a3_single_cluster_self,1.0
MUONG KLASSY,MUONG KLASSY (ALGERIA IKEDAS LES),,a4_pipeline,a3_single_cluster_self,1.0
MUONG PHINE,MUONG PHINE (TCHEPONE KHOUANG XIENG),,a4_pipeline,a3_single_cluster_self,1.0
MUONG SON SALIENT,MUONG SON SALIENT (NEUA KRISHNA SAM),,a4_pipeline,a3_single_cluster_self,1.0
MUONG SOUI,MUONG SOUI (VIETNAM PLAINE PHOU),,a4_pipeline,a3_single_cluster_self,1.0
MURMAN PENINSULA,MURMAN PENINSULA (PETROPAVLOVSK KOLA ARABIA),,a4_pipeline,a3_single_cluster_self,1.0
MUSA NASIR,MUSA NASIR (DISTRIBUTIVE ANTOINETTE AEU),,a4_pipeline,a3_single_cluster_self,1.0
MUSAID ABD AL RAHMAN,MUSAID ABD AL RAHMAN (SURUR EOKA YASIN),,a4_pipeline,a3_single_cluster_self,1.0
MUSCAT,MUSCAT (JABR ILAH HONDURAS),,a4_pipeline,a3_single_cluster_self,1.0
MUSTAFA KAMIL,MUSTAFA KAMIL (YEMEN SYRIA SHEK),,a4_pipeline,a3_single_cluster_self,1.0
MUSTAFA SIBAI,MUSTAFA SIBAI (SARAGAT RIAD GHANA),,a4_pipeline,a3_single_cluster_self,1.0
MUSTANG,MUSTANG (NEPAL OAS DICTATORSHIP),,a4_pipeline,a3_single_cluster_self,1.0
MUSTAPHA KHALIFA,MUSTAPHA KHALIFA (HUSAYN NAFURI AKRAM),,a4_pipeline,a3_single_cluster_self,1.0
MUTUAL SECURITY AGENCY MISSION,MUTUAL SECURITY AGENCY MISSION (TUNISIANS WINTERTON ITALY),,a4_pipeline,a3_single_cluster_self,1.0
MUZAKKAR,O K YUI (STANVAC MAKASSAR MUZAKKAR),,a4_pipeline,a5_consolidated,0.9318
MYAWADY,MYAWADY (YUGOSLAVS KARENS FAUD),,a4_pipeline,a3_single_cluster_self,1.0
MYERSON,MYERSON (HUSSAIN BEIRUT DAMASCUS),,a4_pipeline,a3_single_cluster_self,1.0
MYINT THEIN,MYINT THEIN (BRITAIN YUGOSLAVIA TURKEY),,a4_pipeline,a3_single_cluster_self,1.0
MYS SHMIDTA,MYS SHMIDTA (PFLIMLIN BRENTANO PANAMA),,a4_pipeline,a3_single_cluster_self,1.0
N A MIKHAILOV,Z R RAKHIMBABAYEVA (RASULOV SEROV MIKHAILOV),,a4_pipeline,a5_consolidated,0.9848
N A SMELOV,N A SMELOV (MAZAR KATAGHAN HERAT),,a4_pipeline,a3_single_cluster_self,1.0
N F ZAKHAROV,OSBORNE (ODINTSOV ZAKHAROV PERVUKHIN),,a4_pipeline,a5_consolidated,0.9739
N G KUZNETSOV,N G KUZNETSOV (TALLAL NAIF SYRIA),,a4_pipeline,a3_single_cluster_self,1.0
N G PALGUNOV,N G PALGUNOV (PRAVDA TASS SHEPILOV),,a4_pipeline,a3_single_cluster_self,1.0
N I BELYAYEV,N I BELYAYEV (TASS UTOYO SUSLOV),,a4_pipeline,a3_single_cluster_self,1.0
N K BAIBAKOV,N K BAIBAKOV (KUZMIN RSFSR PLANNING),,a4_pipeline,a3_single_cluster_self,1.0
N M RUKHADZE,N RAPAVA (RUKHADZE RAMOS NEREU),,a4_pipeline,a5_consolidated,0.972
N N SHATALIN,N N SHATALIN (MONTGOMERY INSURGENTS GEORGIAN),,a4_pipeline,a3_single_cluster_self,1.0
N P DUBININ,N P DUBININ (SHIGEMITSU MALIK USSR),,a4_pipeline,a3_single_cluster_self,1.0
N P DUDOROV,N P DUDOROV (KRUGLOV EN BOHLEN),,a4_pipeline,a3_single_cluster_self,1.0
N R PILLAI,N R PILLAI (TYPE CZECHOSLOVAKIA 37),,a4_pipeline,a3_single_cluster_self,1.0
N RAPAVA,N RAPAVA (RUKHADZE RAMOS NEREU),,a4_pipeline,a3_single_cluster_self,1.0
N TUPOLEV,N TUPOLEV (TRUJILLO NICARAGUA HAITI),,a4_pipeline,a3_single_cluster_self,1.0
NA MO,NA MO (THAKHEK TCHEPONE BOUNLEUT),,a4_pipeline,a3_single_cluster_self,1.0
NA SAN,NA SAN (DIEN AMKHA PRABANG),,a4_pipeline,a3_single_cluster_self,1.0
NADHIM MAJDALANI,GHALIB NADHIM MAJDALANI,,a4_pipeline,a5_consolidated,0.85
NADIA DULAYMI,NADIA DULAYMI (AWNI SAMIR YUSUF),,a4_pipeline,a3_single_cluster_self,1.0
NADIM DIMECHKIE,NADIM DIMECHKIE (KLIMENT LEBANON LEONID),,a4_pipeline,a3_single_cluster_self,1.0
NAGA TRIBESMEN,NAGA TRIBESMEN (SUPERVISOR BUKICHI KONO),,a4_pipeline,a3_single_cluster_self,1.0
NAGASAKI,NAGASAKI (BOMB VICTIMS MAIDENS),,a4_pipeline,a3_single_cluster_self,1.0
NAGHLU,NAGHLU (JALALABAD AFGHANISTAN DAUD),,a4_pipeline,a3_single_cluster_self,1.0
NAGIB MAHER REGIME,NAGIB MAHER REGIME (QAVAM EGYPT SHAH),,a4_pipeline,a3_single_cluster_self,1.0
NAGIBS HIGH COMMITTEE,NAGIBS HIGH COMMITTEE (ITALY BRITAIN YUGOSLAVIA),,a4_pipeline,a3_single_cluster_self,1.0
NAGIBS REGIME,NAGIBS REGIME (HADITU ITALY YUGOSLAVIA),,a4_pipeline,a3_single_cluster_self,1.0
NAGIBS REVOLUTIONARY COMMAND COUNCIL,NAGIBS REVOLUTIONARY COMMAND COUNCIL (MI IRAN MOSSADEQ),,a4_pipeline,a3_single_cluster_self,1.0
NAGYKANIZSA,NAGYKANIZSA (SAVVAS PAPAPOLITIS PLASTIRAS),,a4_pipeline,a3_single_cluster_self,1.0
NAHALIN,NAHALIN (PORTUGAL PONDICHERY OSTOROG),,a4_pipeline,a3_single_cluster_self,1.0
NAHUM GOLDMANN,NAHUM GOLDMANN (LEVI HENNIGSDORF ESHKOL),,a4_pipeline,a3_single_cluster_self,1.0
NAIF,PRINCE NAIF,,a4_pipeline,accept_rule,1.0
NAIROBI,NAIROBI (ERSKINE MAU TURKEY),,a4_pipeline,a3_single_cluster_self,1.0
NAJAF,NAJAF (BAGHDAD MOSUL KIRKUK),,a4_pipeline,a3_single_cluster_self,1.0
NAM THA PROVINCE,NAM THA PROVINCE (THAKHEK PLAINE JUNCTION),,a4_pipeline,a3_single_cluster_self,1.0
NAMBOODIRIPAD,NAMBOODIRIPAD (COMMUNITIES KERALA HINDUNAIR),,a4_pipeline,a3_single_cluster_self,1.0
NAMBOODRIPAD,NAMBOODRIPAD (KERALA HAITI BIRLA),,a4_pipeline,a3_single_cluster_self,1.0
NAMIK GEDIK,CEMAL GOKTAN NAMIK GEDIK,,a4_pipeline,a5_consolidated,0.85
NAN HAN CHEN,NAN HAN CHEN (LEBANON BRAZIL CUBA),,a4_pipeline,a3_single_cluster_self,1.0
NAN JIH ISLAND,NAN JIH ISLAND (REGENT MEDO FORMOSA),,a4_pipeline,a3_single_cluster_self,1.0
NAN KWANG COMPANY,NAN KWANG COMPANY (MACAO LOBO AFGHANISTAN),,a4_pipeline,a3_single_cluster_self,1.0
NANCHANG NEW,HSIANGTANG (NANCHANG FORMOSA CHINESE),,a4_pipeline,a5_consolidated,0.85
NANCHANG NEW AIRFIELD,NANCHANG NEW AIRFIELD (CHIAHSING SHANGHAI QUEMOY),,a4_pipeline,a3_single_cluster_self,1.0
NANCHISHAN ISLAND,NANCHISHAN ISLAND (TURKEY SHEK GURION),,a4_pipeline,a3_single_cluster_self,1.0
NANTAI,NANTAI (YUCHI TAISHAN PEIKANTANG),,a4_pipeline,a3_single_cluster_self,1.0
NANTUCKET,NANTUCKET (SAN HALIFAX DIEGO),,a4_pipeline,a3_single_cluster_self,1.0
NAPLES,NAPLES (SOCIALISTS VENICE GENOA),,a4_pipeline,a3_single_cluster_self,1.0
NAQDI,GENERAL NAQDI,,a4_pipeline,accept_rule,1.0
NARDONE,NARDONE (URUGUAY MONTEVIDEO HERRERA),,a4_pipeline,a3_single_cluster_self,1.0
NASH,NASH (ERASMUS ZEALAND TURKEY),,a4_pipeline,a4_keep_separate,0.7
NASIR TITO CONFERENCE,NASIR TITO CONFERENCE (LEBANON BRAZIL CUBA),,a4_pipeline,a3_single_cluster_self,1.0
NASR DOMINATED REVOLUTIONARY COMMAND COUNCIL,NASR DOMINATED REVOLUTIONARY COMMAND COUNCIL (TURKEY TUDEH CAFFERY),,a4_pipeline,a3_single_cluster_self,1.0
NASR GOVERNMENT,NASR GOVERNMENT (EBAN CHOU ISRAEL),,a4_pipeline,a3_single_cluster_self,1.0
NASZKOWSKI,NASZKOWSKI (PRAVDA IZVESTIA FRANDISZEK),,a4_pipeline,a3_single_cluster_self,1.0
NATAL PROVINCE,NATAL PROVINCE (GERMANY SPEAKING ENGLISH),,a4_pipeline,a3_single_cluster_self,1.0
NATHANIEL WELBECK,KOKOLO (NATHANIEL WELBECK ABRAMOV),,a4_pipeline,a5_consolidated,0.85
NATION SOCIALIST PARTY,NATION SOCIALIST PARTY (NEDYAM JAWAHARLAL HEDAYAT),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL ACTION COUNCIL,NATIONAL ACTION COUNCIL (PUEBLA GHANA AFRICAN),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL ARMY,NATIONAL ARMY (IMF FARLAND VENEZUELA),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL ASSOCIATION OF SMALL BUSINESSMEN,NATIONAL ASSOCIATION OF SMALL BUSINESSMEN (COTY SOUTHERN EDGAR),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL BAR ASSOCIATION,NATIONAL BAR ASSOCIATION (CASTRO CARDONA 26),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL CIVIC ORGANIZATION,NATIONAL CIVIC ORGANIZATION (GRAVEIRO QUINTAO MEIRELES),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL CIVIL REGISTRY,NATIONAL CIVIL REGISTRY (BOGOTA LLERAS TREASURY),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL COALITION PARTY,NATIONAL COALITION PARTY (AREQUIPA TSE FENG),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL CONGO MOVEMENT MNC,NATIONAL CONGO MOVEMENT MNC (PRABANG LUANG PHOUMIS),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL CONGOLESE MOVEMENT,NATIONAL CONGOLESE MOVEMENT (NIGERIA MALAYA ETHIOPIA),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL CONGOLESE MOVEMENT MNC,NATIONAL CONGOLESE MOVEMENT MNC (GURION ISRAEL GIZENGA),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL CONGRESS,NATIONAL CONGRESS (GUATEMALA 1945 CONSTITUTION),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL CONGRESS PARTY,NATIONAL CONGRESS PARTY (PENN NOUTH BENNIKE),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL CONSTITUENT ASSEMBLY,NATIONAL CONSTITUENT ASSEMBLY (YUGOSLAVS RUMANIA CZECHS),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL CONSTITUTIONAL COMMISSION,NATIONAL CONSTITUTIONAL COMMISSION (BARRACHIN GUIANA EDMOND),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL COUNCIL OF AGRARIAN REFORM,NATIONAL COUNCIL OF AGRARIAN REFORM (CANADA STROM DIEFENBAKER),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL COUNCIL OF NIGERIA AND THE CAMEROONS,NATIONAL COUNCIL OF NIGERIA AND THE CAMEROONS (TAFAWA BELLO AHMADU),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL COUNCIL OF NIGERIA AND THE CAMEROONS NCNC,NATIONAL COUNCIL OF NIGERIA AND THE CAMEROONS NCNC (DEBAGHINE AG NPC),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL DEFENSE AGENCY,NATIONAL DEFENSE AGENCY (JACOB IRAN MALIK),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL DEFENSE COMMITTEE OF THE AUSTRIAN PARLIAMENT,NATIONAL DEFENSE COMMITTEE OF THE AUSTRIAN PARLIAMENT (GORBACH ALFONS AUSTRIA),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL DEMOCRATIC MOVEMENT,NATIONAL DEMOCRATIC MOVEMENT (TUNISIA SYRIA GUATEMALA),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL DEMOCRATIC MOVEMENT MDN,NATIONAL DEMOCRATIC MOVEMENT MDN (FUENTES BRIG GUATEMALA),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL DEMOCRATS,NATIONAL DEMOCRATS (QADIR BUSTANI SHARIF),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL EMPLOYERS ASSOCIATION,NATIONAL EMPLOYERS ASSOCIATION (MONNET ECA SCHUMAN),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL FRONT COALITION GOVERNMENT,NATIONAL FRONT COALITION GOVERNMENT (COLOMBIA GOULART OAS),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL FRONT FOR THE LIBERATION OF WEST IRIAN,NATIONAL FRONT FOR THE LIBERATION OF WEST IRIAN (SURYADARMA SUBANDRIO SUKARNO),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL FRONT PARTY,NATIONAL FRONT PARTY (IQBAL FAROUK TURKEY),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL GUARD COMMANDER VALLARINO,NATIONAL GUARD COMMANDER VALLARINO (RICARDO AMERY FAZIL),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL HEALTH SERVICE,NATIONAL HEALTH SERVICE (BRITAIN KHARTOUM MACMILLAN),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL HYDROCARBONS AGENCY ENI,NATIONAL HYDROCARBONS AGENCY ENI (MALIAN GIZENGAS AFGHANISTAN),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL INFORMATION AND SECURITY AGENCY,NATIONAL INFORMATION AND SECURITY AGENCY (SOBSI IRAN BOURGUIBA),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL INSTITUTE OF URBAN REFORM,NATIONAL INSTITUTE OF URBAN REFORM (REVOLUCION PORTUGAL INRA),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL INTELLIGENCE ESTIMATE NO 75 58,NATIONAL INTELLIGENCE ESTIMATE NO 75 58 (TROPICAL AFRICA DOCUMENT),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL LEFTIST ORGANIZATIONS,NATIONAL LEFTIST ORGANIZATIONS (OSHINO FUJI VILLAGE),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL LIBERATION ARMY,NATIONAL LIBERATION ARMY (ZEINEDDINE DESERT ARABIA),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL LIBERATION ARMY ALN,NATIONAL LIBERATION ARMY ALN (ETEM TASS ARABIA),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL MILITARY COMMITTEE,NATIONAL MILITARY COMMITTEE (NEPAL KATMANDU TIBET),,a4_pipeline,a3_single_cluster_self,1.0
