original_normalized_label,canonical_label,canonical_key,method,confidence
TUNISIAN OFFICIAL,TUNISIAN OFFICIAL (CASTRO FIDEL MARTINEZ),CANONICAL_ENTITY:TUNISIAN_OFFICIAL_CASTRO_FIDEL_MARTINEZ,a3_single_cluster_self,1.0
TUNISIAN PLOTTERS,TUNISIAN PLOTTERS (STAFF JOINT COMMANDANT),CANONICAL_ENTITY:TUNISIAN_PLOTTERS_STAFF_JOINT_COMMANDANT,a3_single_cluster_self,1.0
TUNISIAN PRESIDENT,TUNISIAN PRESIDENT (BELLOUNIS ALGERIAN TURKEY),CANONICAL_ENTITY:TUNISIAN_PRESIDENT_BELLOUNIS_ALGERIAN_TURKEY,a3_single_cluster_self,1.0
TUNISIAN PRIME MINISTER,TUNISIAN PRIME MINISTER (SWITZERLAND ROSEMARY TUNISIA),CANONICAL_ENTITY:TUNISIAN_PRIME_MINISTER_SWITZERLAND_ROSEMARY_TUNISIA,a3_single_cluster_self,1.0
TUNISIAN QUESTION,TUNISIAN QUESTION (SCHUMANN AUSTIN TEITGEN),CANONICAL_ENTITY:TUNISIAN_QUESTION_SCHUMANN_AUSTIN_TEITGEN,a3_single_cluster_self,1.0
TUNISIAN REBELS,TUNISIAN REBELS (BIZERTE PAKISTAN MOSLEM),CANONICAL_ENTITY:TUNISIAN_REBELS_BIZERTE_PAKISTAN_MOSLEM,a3_single_cluster_self,1.0
TUNISIAN REGIME,TUNISIAN REGIME (LUXEMBOURG MCCLOY USSR),CANONICAL_ENTITY:TUNISIAN_REGIME_LUXEMBOURG_MCCLOY_USSR,a3_single_cluster_self,1.0
TUNISIAN SOLDIERS,TUNISIAN SOLDIERS (KHAMOUANE SALY MATADI),CANONICAL_ENTITY:TUNISIAN_SOLDIERS_KHAMOUANE_SALY_MATADI,a3_single_cluster_self,1.0
TUNISIAN UN CONTINGENT,TUNISIAN UN CONTINGENT (KINDU GHANA ANGOLA),CANONICAL_ENTITY:TUNISIAN_UN_CONTINGENT_KINDU_GHANA_ANGOLA,a3_single_cluster_self,1.0
TUQANA,TUQANA (RIYADH NAIF NUWAR),CANONICAL_ENTITY:TUQANA_RIYADH_NAIF_NUWAR,a3_single_cluster_self,1.0
TURIN,TURIN (FIAT ITALY FACTORY),CANONICAL_ENTITY:TURIN_FIAT_ITALY_FACTORY,a3_single_cluster_self,1.0
TURKES,COLONEL TURKES,CANONICAL_ENTITY:COLONEL_TURKES,accept_rule,1.0
TURKEY IRAQ PACT,TURKEY IRAQ PACT (CZECHOSLOVAKIA LAWSON POLAND),CANONICAL_ENTITY:TURKEY_IRAQ_PACT_CZECHOSLOVAKIA_LAWSON_POLAND,a3_single_cluster_self,1.0
TURKEY PAKISTANI PACT,TURKEY PAKISTANI PACT (VOIZARD LEISSY ALEXANDRIA),CANONICAL_ENTITY:TURKEY_PAKISTANI_PACT_VOIZARD_LEISSY_ALEXANDRIA,a3_single_cluster_self,1.0
TURKI,TURKI (ARABIA TEMPLER BRITISH),CANONICAL_ENTITY:TURKI_ARABIA_TEMPLER_BRITISH,a3_single_cluster_self,1.0
TURKISH AIR FORCE,TURKISH AIR FORCE (IRAN SHAH BAGHDAD),CANONICAL_ENTITY:TURKISH_AIR_FORCE_IRAN_SHAH_BAGHDAD,a3_single_cluster_self,1.0
TURKISH AMBASSADOR GOKER,TURKISH AMBASSADOR GOKER AND US AMBASSADOR KIRK,CANONICAL_ENTITY:TURKISH_AMBASSADOR_GOKER_AND_US_AMBASSADOR_KIRK,a5_consolidated,0.8
TURKISH AMBASSADOR VERGIN,BEBRITS (TURKISH AMBASSADOR VERGIN),CANONICAL_ENTITY:BEBRITS_TURKISH_AMBASSADOR_VERGIN,a5_consolidated,0.8
TURKISH CABINET,TURKISH CABINET (UCANER RUSTU FEVZI),CANONICAL_ENTITY:TURKISH_CABINET_UCANER_RUSTU_FEVZI,a3_single_cluster_self,1.0
TURKISH COMMUNITY,TURKISH COMMUNITY (LENNOX COLONIAL BOYD),CANONICAL_ENTITY:TURKISH_COMMUNITY_LENNOX_COLONIAL_BOYD,a3_single_cluster_self,1.0
TURKISH DEFENSE ORGANIZATION IN CYPRUS,TURKISH DEFENSE ORGANIZATION IN CYPRUS (SINCLAIR EOKA ZEALAND),CANONICAL_ENTITY:TURKISH_DEFENSE_ORGANIZATION_IN_CYPRUS_SINCLAIR_EOKA_ZEALAND,a3_single_cluster_self,1.0
TURKISH DEMOCRATIC PARTY,TURKISH DEMOCRATIC PARTY (GOKA GBEDEMAH GHANA),CANONICAL_ENTITY:TURKISH_DEMOCRATIC_PARTY_GOKA_GBEDEMAH_GHANA,a3_single_cluster_self,1.0
TURKISH FOREIGN MINISTER,TURKISH FOREIGN MINISTER (ITALY GREEK YUGOSLAVIA),CANONICAL_ENTITY:TURKISH_FOREIGN_MINISTER_ITALY_GREEK_YUGOSLAVIA,a3_single_cluster_self,1.0
TURKISH FOREIGN MINISTER KOPRULU,TURKISH FOREIGN MINISTER KOPRULU (CZECHOSLOVAKIA YUGOSLAVIA POLAND),CANONICAL_ENTITY:TURKISH_FOREIGN_MINISTER_KOPRULU_CZECHOSLOVAKIA_YUGOSLAVIA_POLAND,a3_single_cluster_self,1.0
TURKISH FOREIGN MINISTER SARPER,TURKISH FOREIGN MINISTER SARPER (KUCHUK KHRUSHCHEV CYPRUS),CANONICAL_ENTITY:TURKISH_FOREIGN_MINISTER_SARPER_KUCHUK_KHRUSHCHEV_CYPRUS,a3_single_cluster_self,1.0
TURKISH GENERAL STAFF,TURKISH GENERAL STAFF (CIENFUEGOS WARREN HAVANA),CANONICAL_ENTITY:TURKISH_GENERAL_STAFF_CIENFUEGOS_WARREN_HAVANA,a3_single_cluster_self,1.0
TURKISH IRAQI BRITISH PACT,TURKISH IRAQI BRITISH PACT (FINNISH PORKKALA DEMOCRACIES),CANONICAL_ENTITY:TURKISH_IRAQI_BRITISH_PACT_FINNISH_PORKKALA_DEMOCRACIES,a3_single_cluster_self,1.0
TURKISH IRAQI TREATY,TURKISH IRAQI TREATY (NAHDLATUL ULAMA MASJUMI),CANONICAL_ENTITY:TURKISH_IRAQI_TREATY_NAHDLATUL_ULAMA_MASJUMI,a3_single_cluster_self,1.0
TURKISH MILITARY,TURKISH MILITARY (ANKARA ISTANBUL FRANCIS),CANONICAL_ENTITY:TURKISH_MILITARY_ANKARA_ISTANBUL_FRANCIS,a3_single_cluster_self,1.0
TURKISH MINISTER OF STATE ZORLU,TURKISH MINISTER OF STATE ZORLU (WADSWORTH TURKEY SYRIA),CANONICAL_ENTITY:TURKISH_MINISTER_OF_STATE_ZORLU_WADSWORTH_TURKEY_SYRIA,a3_single_cluster_self,1.0
TURKISH MINORITY ON CYPRUS,TURKISH MINORITY ON CYPRUS (EOKA SPEAKER MAUNOURY),CANONICAL_ENTITY:TURKISH_MINORITY_ON_CYPRUS_EOKA_SPEAKER_MAUNOURY,a3_single_cluster_self,1.0
TURKISH NATIONAL ASSEMBLY,TURKISH NATIONAL ASSEMBLY (TURKEY GREECE BALKAN),CANONICAL_ENTITY:TURKISH_NATIONAL_ASSEMBLY_TURKEY_GREECE_BALKAN,a3_single_cluster_self,1.0
TURKISH NATIONAL POLICE,TURKISH NATIONAL POLICE (IZMET GULEK INONU),CANONICAL_ENTITY:TURKISH_NATIONAL_POLICE_IZMET_GULEK_INONU,a3_single_cluster_self,1.0
TURKISH NATIONAL SECURITY SERVICE,TURKISH NATIONAL SECURITY SERVICE (USSR CONSERVATIVE DEMOCRATS),CANONICAL_ENTITY:TURKISH_NATIONAL_SECURITY_SERVICE_USSR_CONSERVATIVE_DEMOCRATS,a3_single_cluster_self,1.0
TURKISH OFFICER YETISAL,TURKISH OFFICER YETISAL (LIBYAN 1950 JERBI),CANONICAL_ENTITY:TURKISH_OFFICER_YETISAL_LIBYAN_1950_JERBI,a3_single_cluster_self,1.0
TURKISH OFFICIALS,TURKISH OFFICIALS (LAWSON MOOSE SYRIA),CANONICAL_ENTITY:TURKISH_OFFICIALS_LAWSON_MOOSE_SYRIA,a3_single_cluster_self,1.0
TURKISH PREMIER MENDERES,TURKISH PREMIER MENDERES (AFGHANISTAN KHRUSHCHEV GARCIA),CANONICAL_ENTITY:TURKISH_PREMIER_MENDERES_AFGHANISTAN_KHRUSHCHEV_GARCIA,a3_single_cluster_self,1.0
TURKISH PRESIDENT BAYAR,TURKISH PRESIDENT BAYAR (LIBYAN YETISAL 1950),CANONICAL_ENTITY:TURKISH_PRESIDENT_BAYAR_LIBYAN_YETISAL_1950,a3_single_cluster_self,1.0
TURKISH PRESS AND RADIO,TURKISH PRESS AND RADIO (FULBRIGHT BULGARIA PCF),CANONICAL_ENTITY:TURKISH_PRESS_AND_RADIO_FULBRIGHT_BULGARIA_PCF,a3_single_cluster_self,1.0
TURKISH PRIME MINISTER,TURKISH PRIME MINISTER (AUSTRIAN YUGOSLAVIA PEURIFOY),CANONICAL_ENTITY:TURKISH_PRIME_MINISTER_AUSTRIAN_YUGOSLAVIA_PEURIFOY,a3_single_cluster_self,1.0
TURKISH YOUTH DAY,TURKISH YOUTH DAY (LEBANON GOMULKA CHAMOUN),CANONICAL_ENTITY:TURKISH_YOUTH_DAY_LEBANON_GOMULKA_CHAMOUN,a3_single_cluster_self,1.0
TURKISTAN MILITARY DISTRICT,TURKISTAN MILITARY DISTRICT (ZEMLYA TASS NOVAYA),CANONICAL_ENTITY:TURKISTAN_MILITARY_DISTRICT_ZEMLYA_TASS_NOVAYA,a3_single_cluster_self,1.0
TURKOMAN MINORITY,TURKOMAN MINORITY (ASSYRIAN TUNISIA TUNIS),CANONICAL_ENTITY:TURKOMAN_MINORITY_ASSYRIAN_TUNISIA_TUNIS,a3_single_cluster_self,1.0
TWENTIETH CENTURY MINE,TWENTIETH CENTURY MINE (PAZ PIMENTEL KASSA),CANONICAL_ENTITY:TWENTIETH_CENTURY_MINE_PAZ_PIMENTEL_KASSA,a3_single_cluster_self,1.0
TYLER WOOD,TYLER WOOD (YUGOSLAVIA EN CEYLON),CANONICAL_ENTITY:TYLER_WOOD_YUGOSLAVIA_EN_CEYLON,a3_single_cluster_self,1.0
TYROLEAN METALS FIRM,TYROLEAN METALS FIRM (SAMMLUNG DEUTSCHE TRIPOLI),CANONICAL_ENTITY:TYROLEAN_METALS_FIRM_SAMMLUNG_DEUTSCHE_TRIPOLI,a3_single_cluster_self,1.0
TYUMEN,TYUMEN (SALEKHARD POLYARNYY KOCHETOV),CANONICAL_ENTITY:TYUMEN_SALEKHARD_POLYARNYY_KOCHETOV,a3_single_cluster_self,1.0
TYURA TAM GUIDED MISSILE TEST RANGE,TYURA TAM GUIDED MISSILE TEST RANGE (MILL BHILAI KAMCHATKA),CANONICAL_ENTITY:TYURA_TAM_GUIDED_MISSILE_TEST_RANGE_MILL_BHILAI_KAMCHATKA,a3_single_cluster_self,1.0
TYURA TAM MISSILE RANGE,TYURA TAM MISSILE RANGE (FINLAND ARABIA SYRIA),CANONICAL_ENTITY:TYURA_TAM_MISSILE_RANGE_FINLAND_ARABIA_SYRIA,a3_single_cluster_self,1.0
U HLA MAUNG,U HLA MAUNG (KWAK CARTER MAGRUDER),CANONICAL_ENTITY:U_HLA_MAUNG_KWAK_CARTER_MAGRUDER,a3_single_cluster_self,1.0
U LAW YONE,U LAW YONE (SHIBORIN TASS ABBAS),CANONICAL_ENTITY:U_LAW_YONE_SHIBORIN_TASS_ABBAS,a3_single_cluster_self,1.0
U MYINT THEJIN,U MYINT THEJIN (OFFICE PERON NATIONALIST),CANONICAL_ENTITY:U_MYINT_THEJIN_OFFICE_PERON_NATIONALIST,a3_single_cluster_self,1.0
U RASCHID,U RASCHID (BRITAIN NYEIN KYAW),CANONICAL_ENTITY:U_RASCHID_BRITAIN_NYEIN_KYAW,a3_single_cluster_self,1.0
U TIN TUT,U TIN TUT (LWIN NYEIN SWE),CANONICAL_ENTITY:U_TIN_TUT_LWIN_NYEIN_SWE,a3_single_cluster_self,1.0
U WIN,U WIN (ARABIA UNU BURNS),CANONICAL_ENTITY:U_WIN_ARABIA_UNU_BURNS,a3_single_cluster_self,1.0
UAR AMBASSADOR,UAR AMBASSADOR (BRIGADIERS UMMA FIDEL),CANONICAL_ENTITY:UAR_AMBASSADOR_BRIGADIERS_UMMA_FIDEL,a3_single_cluster_self,1.0
UAR AMBASSADOR GHALEB,UAR AMBASSADOR GHALEB (IDRIS SYRIA LIBYA),CANONICAL_ENTITY:UAR_AMBASSADOR_GHALEB_IDRIS_SYRIA_LIBYA,a3_single_cluster_self,1.0
UAR ARMY COMMANDER IN CHIEF AMIR,UAR ARMY COMMANDER IN CHIEF AMIR (YAQUB BRIDGE MAC),CANONICAL_ENTITY:UAR_ARMY_COMMANDER_IN_CHIEF_AMIR_YAQUB_BRIDGE_MAC,a3_single_cluster_self,1.0
UAR COMMANDER IN CHIEF AMIR,UAR COMMANDER IN CHIEF AMIR (UGANDA BUGANDA USSR),CANONICAL_ENTITY:UAR_COMMANDER_IN_CHIEF_AMIR_UGANDA_BUGANDA_USSR,a3_single_cluster_self,1.0
UAR INTERIOR MINISTRY,UAR INTERIOR MINISTRY (INVESTIGATION STATES ENERGY),CANONICAL_ENTITY:UAR_INTERIOR_MINISTRY_INVESTIGATION_STATES_ENERGY,a3_single_cluster_self,1.0
UAR NATIONAL UNION,UAR NATIONAL UNION (CZECHOSLOVAKIA POLAND TUNISIA),CANONICAL_ENTITY:UAR_NATIONAL_UNION_CZECHOSLOVAKIA_POLAND_TUNISIA,a3_single_cluster_self,1.0
UAR REPRESENTATIVE,UAR REPRESENTATIVE (ANICET KASHAMURA MACMILLAN),CANONICAL_ENTITY:UAR_REPRESENTATIVE_ANICET_KASHAMURA_MACMILLAN,a3_single_cluster_self,1.0
UAR TROOPS,UAR TROOPS (MAHENDRA GIZENGAS NEPALI),CANONICAL_ENTITY:UAR_TROOPS_MAHENDRA_GIZENGAS_NEPALI,a3_single_cluster_self,1.0
UAR UNITED ARAB REPUBLIC,UAR UNITED ARAB REPUBLIC (HASSUNA TUNISIAN ALGERIAN),CANONICAL_ENTITY:UAR_UNITED_ARAB_REPUBLIC_HASSUNA_TUNISIAN_ALGERIAN,a3_single_cluster_self,1.0
UAR VICE PRESIDENT MARSHAL AMIR,UAR VICE PRESIDENT MARSHAL AMIR (FUND MONETARY SOMSANITH),CANONICAL_ENTITY:UAR_VICE_PRESIDENT_MARSHAL_AMIR_FUND_MONETARY_SOMSANITH,a3_single_cluster_self,1.0
UB,UB (MORAWSKI FRANCISZEK JERZY),CANONICAL_ENTITY:UB_MORAWSKI_FRANCISZEK_JERZY,a4_keep_separate,0.6
UDA,NISHI,CANONICAL_ENTITY:NISHI,a4_merge_existing,0.8
UDORN,UDORN (CHINAIMO PRABANG LUANG),CANONICAL_ENTITY:UDORN_CHINAIMO_PRABANG_LUANG,a3_single_cluster_self,1.0
UGANDA NATIONAL MOVEMENT,UGANDA NATIONAL MOVEMENT (YEW KUAN BRITAIN),CANONICAL_ENTITY:UGANDA_NATIONAL_MOVEMENT_YEW_KUAN_BRITAIN,a3_single_cluster_self,1.0
UGANDAN NATIONALISTS,UGANDAN NATIONALISTS (RHODESIAN KENYAN GHANA),CANONICAL_ENTITY:UGANDAN_NATIONALISTS_RHODESIAN_KENYAN_GHANA,a3_single_cluster_self,1.0
UK CABINET,UK CABINET (SUWIRJO SUKIMAN PNI),CANONICAL_ENTITY:UK_CABINET_SUWIRJO_SUKIMAN_PNI,a3_single_cluster_self,1.0
UK CHARGE IN PEIPING,UK CHARGE IN PEIPING (LATTRE INDOCHINA USSR),CANONICAL_ENTITY:UK_CHARGE_IN_PEIPING_LATTRE_INDOCHINA_USSR,a3_single_cluster_self,1.0
UK COMMISSION,UK COMMISSION (ZNP ZANZIBAR DAMASCUS),CANONICAL_ENTITY:UK_COMMISSION_ZNP_ZANZIBAR_DAMASCUS,a3_single_cluster_self,1.0
UK COUNSELOR MIDDLETON,UK COUNSELOR MIDDLETON (SUKIMAN MASJUMI ABADAN),CANONICAL_ENTITY:UK_COUNSELOR_MIDDLETON_SUKIMAN_MASJUMI_ABADAN,a3_single_cluster_self,1.0
UK CRUISER MAURITIUS,UK CRUISER MAURITIUS (SUKIMAN MIDDLETON MASJUMI),CANONICAL_ENTITY:UK_CRUISER_MAURITIUS_SUKIMAN_MIDDLETON_MASJUMI,a3_single_cluster_self,1.0
UK DELEGATION,UK DELEGATION (RIDGEWAY MACARTHUR EMPEROR),CANONICAL_ENTITY:UK_DELEGATION_RIDGEWAY_MACARTHUR_EMPEROR,a3_single_cluster_self,1.0
UK EMBASSY,UK EMBASSY (GAMBIA ABADAN COMMUNISTS),CANONICAL_ENTITY:UK_EMBASSY_GAMBIA_ABADAN_COMMUNISTS,a3_single_cluster_self,1.0
UK FOREIGN SECRETARY,UK FOREIGN SECRETARY (MAJLIS GIFFORD RAZMARA),CANONICAL_ENTITY:UK_FOREIGN_SECRETARY_MAJLIS_GIFFORD_RAZMARA,a3_single_cluster_self,1.0
UK MALAYA DEFENSE TREATY,UK MALAYA DEFENSE TREATY (BADR PRINCE PING),CANONICAL_ENTITY:UK_MALAYA_DEFENSE_TREATY_BADR_PRINCE_PING,a3_single_cluster_self,1.0
UK MALAYAN DEFENSE AGREEMENT,UK MALAYAN DEFENSE AGREEMENT (OFFICE COLONIAL MALAYA),CANONICAL_ENTITY:UK_MALAYAN_DEFENSE_AGREEMENT_OFFICE_COLONIAL_MALAYA,a3_single_cluster_self,1.0
UK PRIME MINISTER MACMILLAN,UK PRIME MINISTER MACMILLAN (PAKANBARU DUMAI ZEALAND),CANONICAL_ENTITY:UK_PRIME_MINISTER_MACMILLAN_PAKANBARU_DUMAI_ZEALAND,a3_single_cluster_self,1.0
UK TREASURY,UK TREASURY (YUGOSLAVIA FRANCE OFFICE),CANONICAL_ENTITY:UK_TREASURY_YUGOSLAVIA_FRANCE_OFFICE,a3_single_cluster_self,1.0
UKRAINIAN PARTY ORGANIZATION,UKRAINIAN PARTY ORGANIZATION (SHCHERBITSKY DNEPROPETROVSK ENERGY),CANONICAL_ENTITY:UKRAINIAN_PARTY_ORGANIZATION_SHCHERBITSKY_DNEPROPETROVSK_ENERGY,a3_single_cluster_self,1.0
ULAS,ULAS (KURDASH FUND MONETARY),CANONICAL_ENTITY:ULAS_KURDASH_FUND_MONETARY,a3_single_cluster_self,1.0
ULEMAS,ULEMAS (VATICAN MARONITE LEBANON),CANONICAL_ENTITY:ULEMAS_VATICAN_MARONITE_LEBANON,a3_single_cluster_self,1.0
ULLA DANIELSEN,ULLA DANIELSEN (ATLIT SYRIA SAMIR),CANONICAL_ENTITY:ULLA_DANIELSEN_ATLIT_SYRIA_SAMIR,a3_single_cluster_self,1.0
ULLASTRES,ULLASTRES (ARABIA SPAIN IFNI),CANONICAL_ENTITY:ULLASTRES_ARABIA_SPAIN_IFNI,a3_single_cluster_self,1.0
ULTRANATIONALIST BAATH PARTY,ULTRANATIONALIST BAATH PARTY (SAICHI NAHA MINREN),CANONICAL_ENTITY:ULTRANATIONALIST_BAATH_PARTY_SAICHI_NAHA_MINREN,a3_single_cluster_self,1.0
ULTRANATIONALIST STUDENT ORGANIZATIONS,ULTRANATIONALIST STUDENT ORGANIZATIONS (PANAMA GUARDIA PANAMANIAN),CANONICAL_ENTITY:ULTRANATIONALIST_STUDENT_ORGANIZATIONS_PANAMA_GUARDIA_PANAMANIAN,a3_single_cluster_self,1.0
UN ADVISORY COUNCIL FOR SOMALILAND,UN ADVISORY COUNCIL FOR SOMALILAND (STUDIES MOMBASA MOGADISCIO),CANONICAL_ENTITY:UN_ADVISORY_COUNCIL_FOR_SOMALILAND_STUDIES_MOMBASA_MOGADISCIO,a3_single_cluster_self,1.0
UN ARMISTICE COMMISSION,UN ARMISTICE COMMISSION (SURVEYING DAYRI NAFURI),CANONICAL_ENTITY:UN_ARMISTICE_COMMISSION_SURVEYING_DAYRI_NAFURI,a3_single_cluster_self,1.0
UN BALKAN COMMISSION,UN BALKAN COMMISSION (ETHIOPIAN CZECHOSLOVAKIA GREECE),CANONICAL_ENTITY:UN_BALKAN_COMMISSION_ETHIOPIAN_CZECHOSLOVAKIA_GREECE,a3_single_cluster_self,1.0
UN COMMISSION FOR THE UNIFICATION AND REHABILITATION OF KOREA,UN COMMISSION FOR THE UNIFICATION AND REHABILITATION OF KOREA (PRAVDA MACAO VIET),CANONICAL_ENTITY:UN_COMMISSION_FOR_THE_UNIFICATION_AND_REHABILITATION_OF_KOREA_PRAVDA_MACAO_VIET,a3_single_cluster_self,1.0
UN COMMISSIONER FOR LIBYA,UN COMMISSIONER FOR LIBYA (BRITAIN AUSTRIA GRUBER),CANONICAL_ENTITY:UN_COMMISSIONER_FOR_LIBYA_BRITAIN_AUSTRIA_GRUBER,a3_single_cluster_self,1.0
UN COMMITTEE,UN COMMITTEE (MEMBER 11 HAITI),CANONICAL_ENTITY:UN_COMMITTEE_MEMBER_11_HAITI,a3_single_cluster_self,1.0
UN COMMITTEE ON HUNGARY,UN COMMITTEE ON HUNGARY (THOMPSON AUSTRIA FIGL),CANONICAL_ENTITY:UN_COMMITTEE_ON_HUNGARY_THOMPSON_AUSTRIA_FIGL,a3_single_cluster_self,1.0
UN DHEBAR,SARDAR PATEL AND U. N. DHEBAR,CANONICAL_ENTITY:SARDAR_PATEL_AND_UN_DHEBAR,a5_consolidated,0.85
UN ECONOMIC COMMISSION FOR LATIN AMERICA,UN ECONOMIC COMMISSION FOR LATIN AMERICA (ARGENTINA BRAZIL USSR),CANONICAL_ENTITY:UN_ECONOMIC_COMMISSION_FOR_LATIN_AMERICA_ARGENTINA_BRAZIL_USSR,a3_single_cluster_self,1.0
UN EMERGENCY FORCE ADVISORY COMMITTEE,UN EMERGENCY FORCE ADVISORY COMMITTEE (AFGHANISTAN KING BOURGUIBA),CANONICAL_ENTITY:UN_EMERGENCY_FORCE_ADVISORY_COMMITTEE_AFGHANISTAN_KING_BOURGUIBA,a3_single_cluster_self,1.0
UN EMERGENCY FORCE UNEF,UN EMERGENCY FORCE UNEF,CANONICAL_ENTITY:UN_EMERGENCY_FORCE_UNEF,a5_consolidated,0.91
UN FACT FINDING SUBCOMMITTEE,UN FACT FINDING SUBCOMMITTEE (SCOTT KHAMPAN SEATO),CANONICAL_ENTITY:UN_FACT_FINDING_SUBCOMMITTEE_SCOTT_KHAMPAN_SEATO,a3_single_cluster_self,1.0
UN FORCE,UN FORCE,CANONICAL_ENTITY:UN_FORCE,a5_consolidated,0.91
UN HEADQUARTERS,UN HEADQUARTERS (SAVANG SEKOU OUANE),CANONICAL_ENTITY:UN_HEADQUARTERS_SAVANG_SEKOU_OUANE,a3_single_cluster_self,1.0
UN NAVAL FORCES,UN NAVAL FORCES (YUGOSLAVIA 15 BEBLER),CANONICAL_ENTITY:UN_NAVAL_FORCES_YUGOSLAVIA_15_BEBLER,a3_single_cluster_self,1.0
UN OBSERVER HUTCHISON,UN OBSERVER HUTCHISON (SUPERVISION ISRAEL ATTACH),CANONICAL_ENTITY:UN_OBSERVER_HUTCHISON_SUPERVISION_ISRAEL_ATTACH,a3_single_cluster_self,1.0
UN OFFICIALS,UN OFFICIALS (EGYPTIAN CAIRO PRESS),CANONICAL_ENTITY:UN_OFFICIALS_EGYPTIAN_CAIRO_PRESS,a3_single_cluster_self,1.0
UN PALESTINE CONCILIATION COMMISSION,UN PALESTINE CONCILIATION COMMISSION (PORTUGAL TURKEY OTTAWA),CANONICAL_ENTITY:UN_PALESTINE_CONCILIATION_COMMISSION_PORTUGAL_TURKEY_OTTAWA,a3_single_cluster_self,1.0
UN RELIEF AND WORKS AGENCY,UN RELIEF AND WORKS AGENCY (ALES YUGOSLAVIA TURKEY),CANONICAL_ENTITY:UN_RELIEF_AND_WORKS_AGENCY_ALES_YUGOSLAVIA_TURKEY,a3_single_cluster_self,1.0
UN REPRESENTATIVE JARRING,UN REPRESENTATIVE JARRING (PDP UMMA SUKARNO),CANONICAL_ENTITY:UN_REPRESENTATIVE_JARRING_PDP_UMMA_SUKARNO,a3_single_cluster_self,1.0
UN SEA DEFENSE ZONE,UN SEA DEFENSE ZONE (MURPHY LINE HATOYAMA),CANONICAL_ENTITY:UN_SEA_DEFENSE_ZONE_MURPHY_LINE_HATOYAMA,a3_single_cluster_self,1.0
UN SECRETARIAT,UN SECRETARIAT (ETHIOPIA EMPEROR HAMMARSKJOLD),CANONICAL_ENTITY:UN_SECRETARIAT_ETHIOPIA_EMPEROR_HAMMARSKJOLD,a3_single_cluster_self,1.0
UN SECRETARY GENERAL LIE,UN SECRETARY GENERAL LIE (SHARETT HONG KONG),CANONICAL_ENTITY:UN_SECRETARY_GENERAL_LIE_SHARETT_HONG_KONG,a3_single_cluster_self,1.0
UN SUBCOMMITTEE,UN SUBCOMMITTEE (GUINEA SAIFOULAYE PDG),CANONICAL_ENTITY:UN_SUBCOMMITTEE_GUINEA_SAIFOULAYE_PDG,a3_single_cluster_self,1.0
UN TECHNICAL ASSISTANCE PROGRAM,UN TECHNICAL ASSISTANCE PROGRAM (RUMANIA BRITAIN NICOSIA),CANONICAL_ENTITY:UN_TECHNICAL_ASSISTANCE_PROGRAM_RUMANIA_BRITAIN_NICOSIA,a3_single_cluster_self,1.0
UN TRUCE CHIEF BURNS,UN TRUCE CHIEF BURNS (SHUQAYR ISRAEL EGYPT),CANONICAL_ENTITY:UN_TRUCE_CHIEF_BURNS_SHUQAYR_ISRAEL_EGYPT,a3_single_cluster_self,1.0
UN TRUCE COMMISSION,UN TRUCE COMMISSION (YUGOSLAVIA SYRIA GREECE),CANONICAL_ENTITY:UN_TRUCE_COMMISSION_YUGOSLAVIA_SYRIA_GREECE,a3_single_cluster_self,1.0
UN TRUCE ORGANIZATION,UN TRUCE ORGANIZATION (SYRIA BURNS ISRAEL),CANONICAL_ENTITY:UN_TRUCE_ORGANIZATION_SYRIA_BURNS_ISRAEL,a3_single_cluster_self,1.0
UN TRUCE TEAM,UN TRUCE TEAM (TABAA DAGHESTANI SHAWKAT),CANONICAL_ENTITY:UN_TRUCE_TEAM_TABAA_DAGHESTANI_SHAWKAT,a3_single_cluster_self,1.0
UN UNDER SECRETARY BUNCHE,UN UNDER SECRETARY BUNCHE (YAQUB BRIDGE MAC),CANONICAL_ENTITY:UN_UNDER_SECRETARY_BUNCHE_YAQUB_BRIDGE_MAC,a3_single_cluster_self,1.0
UNC,UNC (KAMITATU KAMINA ROK),CANONICAL_ENTITY:UNC_KAMITATU_KAMINA_ROK,a4_keep_separate,0.6
UNCURK,UNCURK (VOLUNTEER TEH MR),CANONICAL_ENTITY:UNCURK_VOLUNTEER_TEH_MR,a3_single_cluster_self,1.0
UNDER SECRETARY HOOVER,UNDER SECRETARY HOOVER (KWON EN LAI),CANONICAL_ENTITY:UNDER_SECRETARY_HOOVER_KWON_EN_LAI,a3_single_cluster_self,1.0
UNDER SECRETARY OF STATE MURPHY,UNDER SECRETARY OF STATE MURPHY (YUGOSLAVIA MENDES TITO),CANONICAL_ENTITY:UNDER_SECRETARY_OF_STATE_MURPHY_YUGOSLAVIA_MENDES_TITO,a3_single_cluster_self,1.0
UNDERSECRETARY OF FOREIGN AFFAIRS GUERRERO,UNDERSECRETARY OF FOREIGN AFFAIRS GUERRERO (SENATOR NAVARRE MALAYA),CANONICAL_ENTITY:UNDERSECRETARY_OF_FOREIGN_AFFAIRS_GUERRERO_SENATOR_NAVARRE_MALAYA,a3_single_cluster_self,1.0
UNIFIED COMMAND,UNIFIED COMMAND (IRANIAN MALIK COMPANY),CANONICAL_ENTITY:UNIFIED_COMMAND_IRANIAN_MALIK_COMPANY,a3_single_cluster_self,1.0
