node_key,level1_id
CANONICAL_ENTITY:ABD_AL_LATIF_BAGHDADI__0092FD6E87,15
CANONICAL_ENTITY:ABD_AL_MAJID_KUBAAR__98243FCFD7,24
CANONICAL_ENTITY:ABD_AL_MUNIM_AL_QAYSUNI__0D45EB3727,6
CANONICAL_ENTITY:ABD_AL_QADIR_ISMAIL_BUSTANI__82C8938E15,18
CANONICAL_ENTITY:ABD_AL_RAHMAN_BAKIR__9D9611E090,15
CANONICAL_ENTITY:ABD_AL_WAHHAB_MIRJAN__0986D91CE6,18
CANONICAL_ENTITY:ABIDJAN__9C136FDF5C,25
CANONICAL_ENTITY:ABOL_HASSAN_EBTEHAJ__E414C373AA,4
CANONICAL_ENTITY:ABRAMOV__F274E3328D,1
CANONICAL_ENTITY:ABUL_HUDA__88EB305DAE,5
CANONICAL_ENTITY:ABUL_PANAHI__E72BB19720,4
CANONICAL_ENTITY:ABU_ZAID__352833A17C,45
CANONICAL_ENTITY:ABYAN_COTTON_GROWING_DISTRICT__2A8A32E3A8,45
CANONICAL_ENTITY:ABYE__68363349CC,41
CANONICAL_ENTITY:ACADEMY_OF_ARTILLERY_SCIENCES__190C4DF9E3,2
CANONICAL_ENTITY:ACADEMY_OF_SCIENCES_USSR__9E1E6184F9,42
CANONICAL_ENTITY:ACCION_DEMOCRATICA__5B32D24DFC,16
CANONICAL_ENTITY:ACCRA__02B13C3643,25
CANONICAL_ENTITY:ACHDUT_HAAVODA__C1DD2B751D,0
CANONICAL_ENTITY:ACHILLES__4188A9D1E4,14
CANONICAL_ENTITY:ACHMAD_HUSSEIN__4887FD5D60,5
CANONICAL_ENTITY:ACTING_CHIEF_OF_STAFF_LUBIS__D42456BB1C,5
CANONICAL_ENTITY:ACTING_CHIEF_OF_STATE_OF_SOUTH_KOREA__E29C82E7EE,37
CANONICAL_ENTITY:ACTING_FOREIGN_MINISTER_ZORLU__53BFB23013,37
CANONICAL_ENTITY:ACTING_FOREIGN_MINISTER__4C0F46006B,4
CANONICAL_ENTITY:ACTING_GOVERNOR_GENERAL_MIRZA__C978D8DD95,11
CANONICAL_ENTITY:ACTING_PRESIDENT_GUIDO__AF077F9FE7,26
CANONICAL_ENTITY:ACTING_PRIME_MINISTER_QUAT__E3784D167D,2
CANONICAL_ENTITY:ACTION_COMMITTEE_FOR_THE_LIBERATION_OF_WEST_IRIA__5823419311,5
CANONICAL_ENTITY:ACTION_GROUP_AG__B8A6E87DDF,22
CANONICAL_ENTITY:ACTION_GROUP__5684BAB816,9
CANONICAL_ENTITY:ACT_OF_SANTIAGO__C19D89CC21,26
CANONICAL_ENTITY:ADDIS_ABABA__E0D7FAFF6B,41
CANONICAL_ENTITY:ADDITIONAL_MEASURES_COMMITTEE_OF_THE_UN__4D78044F4E,2
CANONICAL_ENTITY:ADDU_ATOLL__D7DB6E91F2,28
CANONICAL_ENTITY:ADENAUERS_CHRISTIAN_DEMOCRATS__55AE8B0351,37
CANONICAL_ENTITY:ADENAUERS_COALITION__078DE57658,14
CANONICAL_ENTITY:ADENAUERS_GOVERNMENT__730AC306EA,7
CANONICAL_ENTITY:ADENAUER_COALITION__8727279163,43
CANONICAL_ENTITY:ADENAUER_COALITION__955DE664D2,4
CANONICAL_ENTITY:ADENAUER_GOVERNMENT__0D0962C8AC,21
CANONICAL_ENTITY:ADENAUER_GOVERNMENT__B141056718,8
CANONICAL_ENTITY:ADENAUER_GOVERNMENT__E8D69A4669,5
CANONICAL_ENTITY:ADENAUER_SUPPORTERS__61281186D8,17
CANONICAL_ENTITY:ADENAUER__8FB43812D5,8
CANONICAL_ENTITY:ADEN_ABDULLAH_OSMAN__58FD9ECFE1,41
CANONICAL_ENTITY:ADEN_ABDULLAH__7619B16DDB,41
CANONICAL_ENTITY:ADEN_COLONY__4BAC3617DC,40
CANONICAL_ENTITY:ADEN_PROTECTORATE_FEDERATION__8EB1ADAFF7,45
CANONICAL_ENTITY:ADEN_PROTECTORATE__297B7D1AC5,45
CANONICAL_ENTITY:ADEN__6BFA6B7163,54
CANONICAL_ENTITY:ADHEMAR_DE_BARROS__C02B8F3C0B,34
CANONICAL_ENTITY:ADJEI__193F1EA4EC,0
CANONICAL_ENTITY:ADLAI_STEVENSON__2D5B6CC713,19
CANONICAL_ENTITY:ADMIRAL_AUBOYNEAU__4247C8F4D9,6
CANONICAL_ENTITY:ADMIRAL_BURKE__BA84015F9F,40
CANONICAL_ENTITY:ADMIRAL_CARNEY__A5729828A7,37
CANONICAL_ENTITY:ADMIRAL_DOYLE__0D74F4EE23,45
CANONICAL_ENTITY:ADMIRAL_FECHTELER__633974942F,8
CANONICAL_ENTITY:ADMIRAL_KWEI__ECFABA0F53,12
CANONICAL_ENTITY:ADMIRAL_LARRAZABAL__EBCF8AC5C0,16
CANONICAL_ENTITY:ADMIRAL_MANOLA__2518A24CAF,33
CANONICAL_ENTITY:ADMIRAL_MARTADINATA__9B2FAC5406,11
CANONICAL_ENTITY:ADMIRAL_MCCORMICK__7CE85AE1F3,7
CANONICAL_ENTITY:ADMIRAL_MOUNTBATTEN__7BEE48FDF6,42
CANONICAL_ENTITY:ADMIRAL_NIMITZ__8114EF9C79,11
CANONICAL_ENTITY:ADMIRAL_PENNA_BOTTO__9B76182762,34
CANONICAL_ENTITY:ADMIRAL_QUERVILLE__3FB5BD12E2,6
CANONICAL_ENTITY:ADMIRAL_QUINTAO_MEIRELES__97FDB247FD,8
CANONICAL_ENTITY:ADMIRAL_RADFORD__8E781C026D,12
CANONICAL_ENTITY:ADMIRAL_RASHID__8794F2E1F1,0
CANONICAL_ENTITY:ADMIRAL_REFET_ARKUN__C5B668F602,37
CANONICAL_ENTITY:ADMIRAL_RUBEN_PIEDRAHITA__BF562303D0,0
CANONICAL_ENTITY:ADMIRAL_SMOOT__5BD96EFCCE,12
CANONICAL_ENTITY:ADMIRAL_S_G_GORSHKOV__A06FF66E60,10
CANONICAL_ENTITY:ADMIRAL_USHAKOV__9F44092796,0
CANONICAL_ENTITY:ADMIRAL_WOLFGANG_LARRAZABAL__FFFA82A643,16
CANONICAL_ENTITY:ADMIRAL_WRIGHT__0F41908367,4
CANONICAL_ENTITY:ADNAN_ATASI__CD3944F2A0,0
CANONICAL_ENTITY:ADNAN_MALKI__356D991AD9,17
CANONICAL_ENTITY:ADNAN_MENDERES__D6EA856C49,37
CANONICAL_ENTITY:ADNAN_PACHACHI__194F621D34,3
CANONICAL_ENTITY:ADOLFO_LOPEZ_MATEOS__77BC7C55DB,19
CANONICAL_ENTITY:ADOLF_EICHMANN__5B57C41891,21
CANONICAL_ENTITY:ADOLPH_GALLAND__9427E18615,21
CANONICAL_ENTITY:ADOULA__E20D621CAD,3
CANONICAL_ENTITY:ADRIANO_MOREIRA__C43686733D,6
CANONICAL_ENTITY:ADRIEN_OMARI__CBF280E703,35
CANONICAL_ENTITY:ADU__2F67D4AA28,16
CANONICAL_ENTITY:ADVISORY_COMMITTEE__3D846F2B8B,19
CANONICAL_ENTITY:AEGEAN_SEA__F7B1D75823,22
CANONICAL_ENTITY:AEROFLOT__42351D8DDE,11
CANONICAL_ENTITY:AEROFLOT__4B6B6661FB,22
CANONICAL_ENTITY:AEROFLOT__894B01ADB5,57
CANONICAL_ENTITY:AFGHANISTAN__642910E63C,11
CANONICAL_ENTITY:AFGHAN_AIR_FORCE__294F6204F9,10
CANONICAL_ENTITY:AFGHAN_AMBASSADOR_TO_INDIA__F006ED6EF8,11
CANONICAL_ENTITY:AFGHAN_ARMY_UNIFORM_FACTORY__81506767D0,49
CANONICAL_ENTITY:AFGHAN_ARMY__26DEDFD90A,2
CANONICAL_ENTITY:AFGHAN_ARMY__AB2918D147,2
CANONICAL_ENTITY:AFGHAN_ARMY__CDFD369C0A,18
CANONICAL_ENTITY:AFGHAN_DEFENSE_MINISTER__C3648ADDCC,11
CANONICAL_ENTITY:AFGHAN_DEFENSE_MINISTRY__F45EA8A914,11
CANONICAL_ENTITY:AFGHAN_EMBASSY__4CEEEA14A8,32
CANONICAL_ENTITY:AFGHAN_FOREIGN_MINISTRY__AE8AE91C61,11
CANONICAL_ENTITY:AFGHAN_FOREIGN_MINISTRY__C4E950D0B8,8
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__06122E7521,3
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__34D448393A,12
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__396222DB9B,21
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__474DD12AC1,55
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__51F27C64EC,0
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__5E75941C07,53
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__67140F11A4,5
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__773BC2FC8F,32
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__92220E6E66,11
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__A96D948532,57
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__C2E3D26B46,11
CANONICAL_ENTITY:AFGHAN_KING_ZAHIR_SHAH__E4ED3603B6,11
CANONICAL_ENTITY:AFGHAN_KING_ZAHIR__A45A626DDA,24
CANONICAL_ENTITY:AFGHAN_KING__9654463A75,20
CANONICAL_ENTITY:AFGHAN_MINISTRY_OF_DEFENSE__352618A7F5,11
CANONICAL_ENTITY:AFGHAN_OFFICIALS__3929AD33DD,20
CANONICAL_ENTITY:AFGHAN_PARLIAMENT__AB9A182653,30
CANONICAL_ENTITY:AFGHAN_PRESS__6AA234CC29,11
CANONICAL_ENTITY:AFGHAN_PRIME_MINISTER_DAUD__293929E7E6,11
CANONICAL_ENTITY:AFGHAN_PRIME_MINISTER__D75C46B8CE,20
CANONICAL_ENTITY:AFGHAN_UZBEKS__6A39312CD7,21
CANONICAL_ENTITY:AFIF_BIZRI__4ADF905DC3,16
CANONICAL_ENTITY:AFL_CIO__D29CF91256,35
CANONICAL_ENTITY:AFONSO_ARINOS__98A1318E51,34
CANONICAL_ENTITY:AFPFL__7E68D03584,20
CANONICAL_ENTITY:AFRICANS__B46BA1B0BB,18
CANONICAL_ENTITY:AFRICAN_DEMOCRATIC_RALLY__0E8CCCBA14,44
CANONICAL_ENTITY:AFRICAN_DEMOCRATIC_RALLY__EACA481B20,25
CANONICAL_ENTITY:AFRICAN_EXILE_GROUPS__BCA9901A95,25
CANONICAL_ENTITY:AFRICAN_LABOR_CONFERENCE__B21C210AAE,25
CANONICAL_ENTITY:AFRICAN_MEMBERS_OF_THE_COMMUNITY__7A8E10AB23,49
CANONICAL_ENTITY:AFRICAN_NATIONALISTS__4172EAA899,2
CANONICAL_ENTITY:AFRICAN_NATIONALISTS__6B5319CB99,16
CANONICAL_ENTITY:AFRICAN_NATIONAL_CONGRESS_ANC__D868EE9592,40
CANONICAL_ENTITY:AFRICAN_NATIONAL_CONGRESS__0CD8AA769D,18
CANONICAL_ENTITY:AFRICAN_POLITICAL_PARTY__450A8D26C1,3
CANONICAL_ENTITY:AFRICAN_REGROUPMENT_PARTY__877186388A,25
CANONICAL_ENTITY:AFRICAN_REVOLUTIONARY_FRONT_FOR_THE_INDEPENDENCE__8985F180EA,38
CANONICAL_ENTITY:AFRICAN_REVOLUTIONARY_FRONT_FOR_THE_NATIONAL_IND__C2B7DBE89A,38
CANONICAL_ENTITY:AFRICAN_REVOLUTIONARY_FRONT_FOR_THE_NATIONAL_IND__C6B1AAA271,25
CANONICAL_ENTITY:AFRICAN_SOLIDARITY_PARTY__D855000741,3
CANONICAL_ENTITY:AFRICA_FREEDOM_DAY__C45FA595F3,31
CANONICAL_ENTITY:AFRICA__0C79E70231,19
CANONICAL_ENTITY:AFRIKANER__D6489CF5C0,18
CANONICAL_ENTITY:AFRO_ASIAN_BLOC__53AF5441E3,38
CANONICAL_ENTITY:AFRO_ASIAN_BLOC__BE206A565D,19
CANONICAL_ENTITY:AFRO_ASIAN_CONFERENCE__0B18602A25,9
CANONICAL_ENTITY:AFRO_ASIAN_COUNTRIES__08EAF2583F,2
CANONICAL_ENTITY:AFRO_ASIAN_ECONOMIC_CONFERENCE__86E8398418,9
CANONICAL_ENTITY:AFRO_ASIAN_PEOPLES_SOLIDARITY_CONFERENCE__6760269DE8,31
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_COMMITTEE__F44448A6EF,26
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_CONFERENCE__0955F1B176,39
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_CONFERENCE__D05CEF0300,26
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_COUNCIL__22A01727F5,29
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_MOVEMENT__120BD0FC96,9
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_ORGANIZATION__B57CF83314,1
CANONICAL_ENTITY:AFRO_ASIAN_STATES__AB15B7562B,26
CANONICAL_ENTITY:AFRO_SHIRAZI_PARTY_ASP__53FFC459FE,56
CANONICAL_ENTITY:AFRO_SHIRAZI_PARTY__B97B29D726,34
CANONICAL_ENTITY:AFSHAN__EF00FEFE0A,17
CANONICAL_ENTITY:AF_OF_L__5CCDE01D73,3
CANONICAL_ENTITY:AGADIR_PROVINCE__01B7FB2BB6,24
CANONICAL_ENTITY:AGENCE_FRANCE_PRESSE__9ECF05AFEA,14
CANONICAL_ENTITY:AGFA_FILM_FACTORY__7AECA51BAA,4
CANONICAL_ENTITY:AGRAMONTE__29F9FDD4A5,19
CANONICAL_ENTITY:AGRARIANS__0870D5668B,51
CANONICAL_ENTITY:AGRARIAN_GOVERNMENT__C1B0D83847,30
CANONICAL_ENTITY:AGRARIAN_INSTITUTE__14E88DB7B5,26
CANONICAL_ENTITY:AGRARIAN_LABOR_PARTY__3BB0A08216,31
CANONICAL_ENTITY:AGRARIAN_PARTY__9BC571D4F2,1
CANONICAL_ENTITY:AGRARIAN_PARTY__A547F38BC2,8
CANONICAL_ENTITY:AGRARIAN_PARTY__D2CE459255,20
CANONICAL_ENTITY:AGRARIAN_SOCIAL_DEMOCRATIC_CABINET__1C042FC54C,51
CANONICAL_ENTITY:AGRARIAN_SOCIAL_DEMOCRATIC_COALITION__B23FF0CAE5,44
CANONICAL_ENTITY:AGRICULTURAL_BANK_AND_INVESTMENT_BANK__ED0D4B903D,10
CANONICAL_ENTITY:AGUDAT__9BCECF781F,0
CANONICAL_ENTITY:AGUSTIN_MUNOZ_GRANDES__3DFF82F128,8
CANONICAL_ENTITY:AHADAN__3B1D67633A,4
CANONICAL_ENTITY:AHIDJO_GOVERNMENT__D66ADF22EE,25
CANONICAL_ENTITY:AHIDJO_REGIME__D413F4A2EE,51
CANONICAL_ENTITY:AHIDJO__3F2DAFB639,25
CANONICAL_ENTITY:AHMADIYA__6521C3813A,17
CANONICAL_ENTITY:AHMAD_HUSAIN__67200B4D7F,1
CANONICAL_ENTITY:AHMAD_HUSAYN__39F6B26DC5,33
CANONICAL_ENTITY:AHMAD_HUSSEIN__F78E393117,45
CANONICAL_ENTITY:AHMAD_MURTADA_AL_MARAGHI_BEY__FA056173B6,47
CANONICAL_ENTITY:AHMAD_QAVAM__C3D7686346,4
CANONICAL_ENTITY:AHMAD_SHUQAYRI__FBF85F7801,15
CANONICAL_ENTITY:AHMEDABAD__3A0C542C3B,9
CANONICAL_ENTITY:AHMED_BALAFREJ__74DCBB803A,24
CANONICAL_ENTITY:AHMED_FRANCIS__913E18D635,6
CANONICAL_ENTITY:AHMED_HUSSEIN_PASHA__54BB0268E3,4
CANONICAL_ENTITY:AHMED_KORUR__97D2C0EFC6,37
CANONICAL_ENTITY:AHMED_NAGIB_HILALI_PASHA__D661044FC1,33
CANONICAL_ENTITY:AHMED_REDA_GUEDIRA__E0AEE58B4C,24
CANONICAL_ENTITY:AHMED_SHUQUAIRE__65614E394F,15
CANONICAL_ENTITY:AIDIT__7E51AAF168,5
CANONICAL_ENTITY:AIICHIRO_FUJIYAMA__332F30C071,13
CANONICAL_ENTITY:AIKEN__FF5D815076,30
CANONICAL_ENTITY:AIOC__05C59E1A13,4
CANONICAL_ENTITY:AIOC__2BD68A6617,14
CANONICAL_ENTITY:AIOC__BFEBB247A5,51
CANONICAL_ENTITY:AIR_CEYLON__207F0AC647,12
CANONICAL_ENTITY:AIR_CHIEF_MARSHAL_CHALERMKIAT__452870EEE8,2
CANONICAL_ENTITY:AIR_FORCE_COMMANDER__A5F6EC87E7,25
CANONICAL_ENTITY:AIR_FORCE__01ADB7CE31,34
CANONICAL_ENTITY:AIR_FRANCES_CARAVELLE__5634B70A91,2
CANONICAL_ENTITY:AIR_FRANCE__7F753BCF5B,21
CANONICAL_ENTITY:AIR_INDIA_INTERNATIONAL__465AF74280,10
CANONICAL_ENTITY:AIR_MARSHAL_MUKERJEE__3E828DA429,6
CANONICAL_ENTITY:AIR_MARSHAL_SURYADARMA__53242B0954,11
CANONICAL_ENTITY:AIR_MINISTER_FLEUISS__D7BE77B178,34
CANONICAL_ENTITY:AIR_MINISTER_KRAUSE__03E5C1D19C,16
CANONICAL_ENTITY:AIX_LES_BAINS__80CA65FFF3,14
CANONICAL_ENTITY:AJLUNI__1513D360D1,0
CANONICAL_ENTITY:AJOY_GHOSH__6BB6C9C84E,9
