node_key,community_id,community
CANONICAL_ENTITY:PORTUGUESE_ADMINISTRATIVE_POSTS__8EAE29F0C2,1444,1444
CANONICAL_ENTITY:PORTUGUESE_AFRICA__753594B28F,1797,1797
CANONICAL_ENTITY:PORTUGUESE_AIR_FORCE__8690500966,207,207
CANONICAL_ENTITY:PORTUGUESE_AUTHORITIES__D1F5B9AF59,397,397
CANONICAL_ENTITY:PORTUGUESE_CONSUL__585E5E307D,2076,2076
CANONICAL_ENTITY:PORTUGUESE_GOVERNMENT__5B8EBA410C,1790,1790
CANONICAL_ENTITY:PORTUGUESE_GUINEA__5CC143ADBB,1015,1015
CANONICAL_ENTITY:PORTUGUESE_INDIA__15D3202522,653,653
CANONICAL_ENTITY:PORTUGUESE_MILITARY__4C1A0E9D5F,177,177
CANONICAL_ENTITY:PORTUGUESE_MILITARY__B5EBB5888B,1783,1783
CANONICAL_ENTITY:PORTUGUESE_OFFICIALS__942C45FDB4,955,955
CANONICAL_ENTITY:PORTUGUESE_SECURITY_POLICE__CFDBF6EB90,460,460
CANONICAL_ENTITY:PORTUGUESE_SUPREME_COURT__0CE8026ECB,393,393
CANONICAL_ENTITY:PORTUGUESE__9963992452,1783,1783
CANONICAL_ENTITY:PORT_ARTHUR_DAIREN__ED17440382,2151,2151
CANONICAL_ENTITY:PORT_ARTHUR_NAVAL_BASE_AREA__25EE78F9BC,2030,2030
CANONICAL_ENTITY:PORT_ARTHUR_NAVAL_BASE__BFAFA26303,2160,2160
CANONICAL_ENTITY:PORT_ARTHUR__D2975128AF,739,739
CANONICAL_ENTITY:PORT_AU_PRINCE__4498D1231B,874,874
CANONICAL_ENTITY:PORT_FRANCQUI__E7131AD167,214,214
CANONICAL_ENTITY:PORT_LYAUTEY__8328F564BA,851,851
CANONICAL_ENTITY:PORT_OF_SPAIN__DEA2E1CC78,1847,1847
CANONICAL_ENTITY:PORT_SAID__77BD278BC5,26,26
CANONICAL_ENTITY:PORT_SUDAN_JAIL__0EE7560FC2,1944,1944
CANONICAL_ENTITY:PORT_SUDAN__115EF9300C,58,58
CANONICAL_ENTITY:POSO_AREA__52F7729BCD,299,299
CANONICAL_ENTITY:POSO__8E0FEB2D93,299,299
CANONICAL_ENTITY:POSPELOV__AAD39D6871,589,589
CANONICAL_ENTITY:POTE_SARASIN__B065335501,1806,1806
CANONICAL_ENTITY:POTE__F52DB1A80C,1806,1806
CANONICAL_ENTITY:POTSDAM_AGREEMENT__A22EF37922,1161,1161
CANONICAL_ENTITY:POTSDAM_DISTRICT__7D02772D9A,1093,1093
CANONICAL_ENTITY:POTSDAM__F181573B80,2279,2279
CANONICAL_ENTITY:POTTER__230C78A30F,889,889
CANONICAL_ENTITY:POUJADE_MOVEMENT__4E23D662C7,789,789
CANONICAL_ENTITY:POUJADE__2AC08DDF52,35,35
CANONICAL_ENTITY:POUJADISTS__31A4C7BA37,368,368
CANONICAL_ENTITY:POUJADIST__9974187290,789,789
CANONICAL_ENTITY:POWERFUL_NATIONALIST_GROUP__BEA773A688,497,497
CANONICAL_ENTITY:POZNAN__2A80E642C1,1185,1185
CANONICAL_ENTITY:PO_I_PO__FAC91323B9,866,866
CANONICAL_ENTITY:PO_PROSTU__DC1ECA9835,1181,1181
CANONICAL_ENTITY:PRADO__79900FAD29,1016,1016
CANONICAL_ENTITY:PRAGUE_UNIVERSITY__AF4EFB7A12,336,336
CANONICAL_ENTITY:PRAGUE__37A33D3C87,2278,2278
CANONICAL_ENTITY:PRAJA_PARISHAD_PARTY__6567953E8A,1837,1837
CANONICAL_ENTITY:PRAJA_PARISHAD__1E307CFCB2,1334,1334
CANONICAL_ENTITY:PRAJA_SOCIALIST_PARTY_OF_INDIA__37FFB1458D,788,788
CANONICAL_ENTITY:PRAJA_SOCIALIST_PARTY__1552CD144D,1066,1066
CANONICAL_ENTITY:PRAJA_SOCIALIST_PARTY__6A511DA7C4,508,508
CANONICAL_ENTITY:PRAJA_SOCIALIST_PARTY__820BCE2FE6,236,236
CANONICAL_ENTITY:PRAM__64A74E84DA,2134,2134
CANONICAL_ENTITY:PRAPAT__F25319974B,1828,1828
CANONICAL_ENTITY:PRAVDA__F75CA25BFB,1919,1919
CANONICAL_ENTITY:PREAH_VIHEAR_TEMPLE__19234A737F,135,135
CANONICAL_ENTITY:PREMIER_DEBRE__461E7E99E4,1269,1269
CANONICAL_ENTITY:PREMIER_DESIGNATE_FELIX_GAILLARD__33D0EEB749,2241,2241
CANONICAL_ENTITY:PREMIER_GAILLARD__1E0AE28C9B,358,358
CANONICAL_ENTITY:PREMIER_KONSTANTIN_KARAMANLIS__5BC49AD30A,908,908
CANONICAL_ENTITY:PREMIER_KUBAAR__A37AFAEA81,1706,1706
CANONICAL_ENTITY:PREMIER_LANIEL__4A508EC644,793,793
CANONICAL_ENTITY:PREMIER_NU__41CD780F42,1047,1047
CANONICAL_ENTITY:PREMIER_QUEUILLE__D6AFBD1E16,773,773
CANONICAL_ENTITY:PREMIER_SOLH__922E173060,1696,1696
CANONICAL_ENTITY:PREMIER_ZOLI__1F391FCD2D,1173,1173
CANONICAL_ENTITY:PREMIER__EF39EE02D1,1218,1218
CANONICAL_ENTITY:PRENSA_LATINA__3DEAB083D2,1029,1029
CANONICAL_ENTITY:PRENSA_LATINA__711AFDF51E,749,749
CANONICAL_ENTITY:PREPARATORY_COMMITTEE_FOR_THE_TIBET_AUTONOMOUS_R__536B779CC6,1880,1880
CANONICAL_ENTITY:PREROV__5457506ACE,2109,2109
CANONICAL_ENTITY:PRESENCE_FRANCAISE__1D9D181343,1443,1443
CANONICAL_ENTITY:PRESENT_GOVERNING_JUNTA__8D90381649,1674,1674
CANONICAL_ENTITY:PRESIDENTIAL_PALACE__CB8FABEA14,1005,1005
CANONICAL_ENTITY:PRESIDENT_ALBERTO_LLERAS__D275C80B17,1986,1986
CANONICAL_ENTITY:PRESIDENT_AROSEMENA__E4814FCEAC,2239,2239
CANONICAL_ENTITY:PRESIDENT_BUSTAMANTE__F5A968DF3A,47,47
CANONICAL_ENTITY:PRESIDENT_CHAMOUN__B5284C663D,2292,2292
CANONICAL_ENTITY:PRESIDENT_CHIARI__585D57A368,1535,1535
CANONICAL_ENTITY:PRESIDENT_COTY__7CB8D7FE67,355,355
CANONICAL_ENTITY:PRESIDENT_DESIGNATE_URDANETA__640B414F6C,2189,2189
CANONICAL_ENTITY:PRESIDENT_ELECT_EISENHOWER__E9F68C4B83,465,465
CANONICAL_ENTITY:PRESIDENT_ELECT_QUADROS__90889D0982,1684,1684
CANONICAL_ENTITY:PRESIDENT_EL_KHOURI__393582FAA6,543,543
CANONICAL_ENTITY:PRESIDENT_FLORES_AVENDANO__0435941FB7,1034,1034
CANONICAL_ENTITY:PRESIDENT_GARCIA__845A947395,1964,1964
CANONICAL_ENTITY:PRESIDENT_GOMEZ__5541CCB1F4,2189,2189
CANONICAL_ENTITY:PRESIDENT_GONZALEZ_VIDELA__E07D9DE435,1667,1667
CANONICAL_ENTITY:PRESIDENT_GRAVEIRO_LOPES__F195D1DBA4,460,460
CANONICAL_ENTITY:PRESIDENT_HEUSS__407E66AEA9,464,464
CANONICAL_ENTITY:PRESIDENT_JORGE_ALESSANDRI__D6F42B1EAD,1531,1531
CANONICAL_ENTITY:PRESIDENT_KEKKONON__3495DAD767,565,565
CANONICAL_ENTITY:PRESIDENT_KENNEDY__5B3EAA39C1,1649,1649
CANONICAL_ENTITY:PRESIDENT_KHOURI__470A8C767E,2285,2285
CANONICAL_ENTITY:PRESIDENT_KUBITSCHEK__77365654A3,1642,1642
CANONICAL_ENTITY:PRESIDENT_LLERAS__1DDEE34351,178,178
CANONICAL_ENTITY:PRESIDENT_LOPES__2BB72D883D,1791,1791
CANONICAL_ENTITY:PRESIDENT_MAKARIOS__CF0B3460FB,1498,1498
CANONICAL_ENTITY:PRESIDENT_MBA__7F6E2FFFC3,81,81
CANONICAL_ENTITY:PRESIDENT_NASR__5723A63EE7,22,22
CANONICAL_ENTITY:PRESIDENT_PAASIKIVI__48A0DF60D6,2177,2177
CANONICAL_ENTITY:PRESIDENT_PAZ__696D161BA9,1688,1688
CANONICAL_ENTITY:PRESIDENT_PEREZ__B6760D1961,885,885
CANONICAL_ENTITY:PRESIDENT_PRASAD__B570FF425B,555,555
CANONICAL_ENTITY:PRESIDENT_QUIRINO__3374299D4A,1983,1983
CANONICAL_ENTITY:PRESIDENT_QUIRINO__4F143E6AB3,1962,1962
CANONICAL_ENTITY:PRESIDENT_QUWWATLI__AE2E8837D1,1613,1613
CANONICAL_ENTITY:PRESIDENT_SCHAERF__DF6D0AD75A,601,601
CANONICAL_ENTITY:PRESIDENT_SILES__7230786D1A,1679,1679
CANONICAL_ENTITY:PRESIDENT_TUBMAN__D49F0B276B,1280,1280
CANONICAL_ENTITY:PRESIDENT_ULATE__667D69B3A1,876,876
CANONICAL_ENTITY:PRESIDENT_URDANETA__A464893A82,253,253
CANONICAL_ENTITY:PRESIDENT_URRUTIA__DE023D3796,1013,1013
CANONICAL_ENTITY:PRESIDENT_VARGAS__B2E87B4750,1632,1632
CANONICAL_ENTITY:PRESIDENT_YUN_PO_SUN__9F97E60E66,2306,2306
CANONICAL_ENTITY:PRESIDENT__2A5C502FC7,75,75
CANONICAL_ENTITY:PRESIDENT__4BD1A21D50,2126,2126
CANONICAL_ENTITY:PRESIDENT__98DF52B791,1320,1320
CANONICAL_ENTITY:PRESIDENT__B20A3242BB,2138,2138
CANONICAL_ENTITY:PRESIDENT__BFB8D7D9CF,2133,2133
CANONICAL_ENTITY:PRESIDENT__EFC65F2BBB,2144,2144
CANONICAL_ENTITY:PRESIDENT__F498EF0642,923,923
CANONICAL_ENTITY:PRESIDENT__FFEA1140BF,825,825
CANONICAL_ENTITY:PRESS_CHIEF_VON_ECKARDT__B4AA46E263,349,349
CANONICAL_ENTITY:PRICA__42BF8A30FE,448,448
CANONICAL_ENTITY:PRIDI_PHANOMYONG__F9F4048163,159,159
CANONICAL_ENTITY:PRIDI__400A5D0978,1812,1812
CANONICAL_ENTITY:PRIME_MINISTER_ABBOUD__F890991DD9,1934,1934
CANONICAL_ENTITY:PRIME_MINISTER_ABDUL_RAHMAN__F9C6EE98ED,373,373
CANONICAL_ENTITY:PRIME_MINISTER_AHIDJO__41CE2CD938,1275,1275
CANONICAL_ENTITY:PRIME_MINISTER_ALA__508E662D1A,241,241
CANONICAL_ENTITY:PRIME_MINISTER_ALI_AMINI__49F5A88D4C,117,117
CANONICAL_ENTITY:PRIME_MINISTER_ALI_MAHER__320AA735B7,1619,1619
CANONICAL_ENTITY:PRIME_MINISTER_ALI__75C2BA88AA,292,292
CANONICAL_ENTITY:PRIME_MINISTER_AMINI__AA6431D6F1,269,269
CANONICAL_ENTITY:PRIME_MINISTER_ASALI__80DC9B4842,829,829
CANONICAL_ENTITY:PRIME_MINISTER_ASSALI__D44BCD49F8,7,7
CANONICAL_ENTITY:PRIME_MINISTER_ATTLEE__E687C29537,2201,2201
CANONICAL_ENTITY:PRIME_MINISTER_AZHARI__40E217525A,1927,1927
CANONICAL_ENTITY:PRIME_MINISTER_BACCOUCHE__0FE93989F1,1628,1628
CANONICAL_ENTITY:PRIME_MINISTER_BALEWA__F1389F7642,871,871
CANONICAL_ENTITY:PRIME_MINISTER_BANDARANAIKE__870DC30E0E,1440,1440
CANONICAL_ENTITY:PRIME_MINISTER_BEN_GURION__5F7747A50F,8,8
CANONICAL_ENTITY:PRIME_MINISTER_BEN_HALIM__B44FF5CBAC,26,26
CANONICAL_ENTITY:PRIME_MINISTER_CASTRO__AFE4224C67,1009,1009
CANONICAL_ENTITY:PRIME_MINISTER_CHANG_MYON__9EEC213CF0,1272,1272
CANONICAL_ENTITY:PRIME_MINISTER_CHENIK__BF1AC03976,1592,1592
CANONICAL_ENTITY:PRIME_MINISTER_CHURCHILL__BA34ACEFB0,121,121
CANONICAL_ENTITY:PRIME_MINISTER_DAUD__B1528C3F68,626,626
CANONICAL_ENTITY:PRIME_MINISTER_DE_GASPERI__667CDCE7CE,780,780
CANONICAL_ENTITY:PRIME_MINISTER_DIEFENBAKER__C15F38DA07,1684,1684
CANONICAL_ENTITY:PRIME_MINISTER_DJUANDA__6AC198C192,305,305
CANONICAL_ENTITY:PRIME_MINISTER_DREES__EB784F45D1,2211,2211
CANONICAL_ENTITY:PRIME_MINISTER_EDEN__CD8BC00ED6,2089,2089
CANONICAL_ENTITY:PRIME_MINISTER_EQBAL__EA514A617E,994,994
CANONICAL_ENTITY:PRIME_MINISTER_ERLANDER__D699FC562C,2189,2189
CANONICAL_ENTITY:PRIME_MINISTER_EYSKENS__2B1078131F,199,199
CANONICAL_ENTITY:PRIME_MINISTER_FAURE__56B9B351AD,1397,1397
CANONICAL_ENTITY:PRIME_MINISTER_FIDEL_CASTRO__4FEEDD5D82,1661,1661
CANONICAL_ENTITY:PRIME_MINISTER_GHAZZI__967092C92B,21,21
CANONICAL_ENTITY:PRIME_MINISTER_HANSEN__8032CE9CDB,488,488
CANONICAL_ENTITY:PRIME_MINISTER_HARAHAP__1B2BE80123,1508,1508
CANONICAL_ENTITY:PRIME_MINISTER_HATOYAMA__334AFCA7A2,739,739
CANONICAL_ENTITY:PRIME_MINISTER_HILALI__7DF8005CEA,1707,1707
CANONICAL_ENTITY:PRIME_MINISTER_IKEDA__50312FB6C7,914,914
CANONICAL_ENTITY:PRIME_MINISTER_JAMALI__FBAA1C0CDC,969,969
CANONICAL_ENTITY:PRIME_MINISTER_KARAMANLIS__B6A3684B8D,1502,1502
CANONICAL_ENTITY:PRIME_MINISTER_KARAMI__E6182B0748,2293,2293
CANONICAL_ENTITY:PRIME_MINISTER_KHALIL__44CE9F2474,1929,1929
CANONICAL_ENTITY:PRIME_MINISTER_KISHI__46ED4DD45A,730,730
CANONICAL_ENTITY:PRIME_MINISTER_KOIRALA__C020882F58,510,510
CANONICAL_ENTITY:PRIME_MINISTER_KUBAAR__2B2036B22A,764,764
CANONICAL_ENTITY:PRIME_MINISTER_KUBAR__E4F95F2D38,1460,1460
CANONICAL_ENTITY:PRIME_MINISTER_MACMILLAN__7BABDA1C0F,464,464
CANONICAL_ENTITY:PRIME_MINISTER_MAJALI__99960F9435,31,31
CANONICAL_ENTITY:PRIME_MINISTER_MALAN__1C7EA1B6DD,1335,1335
CANONICAL_ENTITY:PRIME_MINISTER_MENDERES__3BD01D24F8,1756,1756
CANONICAL_ENTITY:PRIME_MINISTER_MENDES_FRANCE__00A6D02545,895,895
CANONICAL_ENTITY:PRIME_MINISTER_MENZIES__D0895E10AB,1703,1703
CANONICAL_ENTITY:PRIME_MINISTER_MOSSADEQ__88CC5EC0AB,231,231
CANONICAL_ENTITY:PRIME_MINISTER_MUNTASSER__01FD3C5769,1721,1721
CANONICAL_ENTITY:PRIME_MINISTER_NABULSI__4D72955B69,1,1
CANONICAL_ENTITY:PRIME_MINISTER_NASH__672EFC6099,553,553
CANONICAL_ENTITY:PRIME_MINISTER_NASR__7C4FA19B4D,17,17
CANONICAL_ENTITY:PRIME_MINISTER_NEHRU__BC787E2F71,529,529
CANONICAL_ENTITY:PRIME_MINISTER_NE_WIN__4D7604A1F3,700,700
CANONICAL_ENTITY:PRIME_MINISTER_NKRUMAH__EC1672E5C7,1280,1280
CANONICAL_ENTITY:PRIME_MINISTER_NOON__95E898523D,639,639
CANONICAL_ENTITY:PRIME_MINISTER_NU__8D61D56EC2,1056,1056
CANONICAL_ENTITY:PRIME_MINISTER_OF_BURMA__0B85F50354,1067,1067
CANONICAL_ENTITY:PRIME_MINISTER_PAPAGOS__E09EA8431F,54,54
CANONICAL_ENTITY:PRIME_MINISTER_PELLA__DC0B943FAD,416,416
CANONICAL_ENTITY:PRIME_MINISTER_PHIBUN__67C00ED326,301,301
CANONICAL_ENTITY:PRIME_MINISTER_PINAY__1388800BB1,333,333
CANONICAL_ENTITY:PRIME_MINISTER_PLASTIRAS__39CB01BA31,1598,1598
CANONICAL_ENTITY:PRIME_MINISTER_PYUN__D32F2EEBAD,949,949
CANONICAL_ENTITY:PRIME_MINISTER_QASIM__BEC7A53976,960,960
CANONICAL_ENTITY:PRIME_MINISTER_RIFAI__B771938800,135,135
CANONICAL_ENTITY:PRIME_MINISTER_SALAZAR__DA1D39325C,207,207
CANONICAL_ENTITY:PRIME_MINISTER_SHARETT__C65379E3BB,20,20
CANONICAL_ENTITY:PRIME_MINISTER_SHARIF_EMAMI__A48AAB0BFF,1535,1535
CANONICAL_ENTITY:PRIME_MINISTER_SOUVANNA_PHOUMA__C94CD59828,90,90
CANONICAL_ENTITY:PRIME_MINISTER_SUHRAWARDY__E856DF14D8,645,645
CANONICAL_ENTITY:PRIME_MINISTER_SUKSELAINEN__7FF95715AB,285,285
CANONICAL_ENTITY:PRIME_MINISTER_SULH__2F8A7F7613,2291,2291
CANONICAL_ENTITY:PRIME_MINISTER_TAM__B2E942872D,1601,1601
CANONICAL_ENTITY:PRIME_MINISTER_UNU__3DEFC1C534,209,209
CANONICAL_ENTITY:PRIME_MINISTER_VAN_ACKER__85AD958B6B,1180,1180
CANONICAL_ENTITY:PRIME_MINISTER_VENIZELOS__37875680F2,225,225
CANONICAL_ENTITY:PRIME_MINISTER_VERWOERD__26546EC48B,963,963
CANONICAL_ENTITY:PRIME_MINISTER_WELENSKY__8C7DDC09E5,200,200
CANONICAL_ENTITY:PRIME_MINISTER_WHITEHEAD__9CCD3C34C9,181,181
CANONICAL_ENTITY:PRIME_MINISTER_WILOPO__7FF32A2E43,441,441
CANONICAL_ENTITY:PRIME_MINISTER_YAFI__5171357FC4,1973,1973
CANONICAL_ENTITY:PRIME_MINISTER_YOSHIDA__88DC5C4479,767,767
CANONICAL_ENTITY:PRIME_MINISTER_ZAHEDI__DC7D48EE16,237,237
CANONICAL_ENTITY:PRIME_MINISTER__8A1B8E9A76,923,923
CANONICAL_ENTITY:PRINCESS_MOUN__AEFAD045B2,106,106
CANONICAL_ENTITY:PRINCESS_SHAMS__2AEB50C273,1535,1535
CANONICAL_ENTITY:PRINCE_ABDALLAH__0CA5A1C388,1226,1226
CANONICAL_ENTITY:PRINCE_ABDOL_REZA__B39B8E7740,269,269
CANONICAL_ENTITY:PRINCE_ABDULLA_FAISAL__1CE47EB3D1,115,115
CANONICAL_ENTITY:PRINCE_ABDULLA_FAYSAL__F6CE0686D3,853,853
CANONICAL_ENTITY:PRINCE_ABD_AL_RAHMAN__00F632CA18,2001,2001
CANONICAL_ENTITY:PRINCE_BOUN_OUM_NA_CHAMPASSAK__8FCD2B5BFD,75,75
CANONICAL_ENTITY:PRINCE_FAHAD__97C6095337,845,845
CANONICAL_ENTITY:PRINCE_FAHD_IBN_ABD_AL_AZIZ__2E8C82842F,832,832
CANONICAL_ENTITY:PRINCE_GHOLAM_REZA__A5819A7182,269,269
CANONICAL_ENTITY:PRINCE_HASAN__49AD1DAF2E,2000,2000
CANONICAL_ENTITY:PRINCE_MONIRETH__6ED8759FDA,135,135
CANONICAL_ENTITY:PRINCE_MUHAMMAD_IBN_SAUD__6966BB2797,822,822
CANONICAL_ENTITY:PRINCE_MUSAID_IBN_ABD_AL_RAHMAN__9B8D58A8EA,832,832
CANONICAL_ENTITY:PRINCE_NAIF__CE38D43201,437,437
CANONICAL_ENTITY:PRINCE_PATRICK_ISLAND__2AC8BEF9E7,1236,1236
CANONICAL_ENTITY:PRINCE_PETSARATH__5812905F51,103,103
CANONICAL_ENTITY:PRINCE_PHOUMAN__A7593E8C1E,99,99
CANONICAL_ENTITY:PRINCE_SAAD_IBN_SAUD__FA15780A4B,822,822
CANONICAL_ENTITY:PRINCE_TALLAL__4EC3CF3656,285,285
CANONICAL_ENTITY:PRINCE_WAN_OF_THAILAND__ABAFA772E3,401,401
CANONICAL_ENTITY:PRINCE_WAN__0228A8B8DF,1826,1826
CANONICAL_ENTITY:PRINGGODIGDO__60EC8AE004,241,241
CANONICAL_ENTITY:PRIO_SOCARRAS__5DD46497BA,1024,1024
CANONICAL_ENTITY:PRIO__99A6849F45,1024,1024
CANONICAL_ENTITY:PROBLEMS_OF_CPSU_HISTORY__DD2F50436B,1162,1162
CANONICAL_ENTITY:PROFESSOR_L_I_SEDOV__CF54C22F82,1259,1259
CANONICAL_ENTITY:PROFESSOR_RUI_LUIS_GOMES__20C30192D3,393,393
CANONICAL_ENTITY:PROGRESSIVES__4B0AFCE97A,1315,1315
CANONICAL_ENTITY:PROGRESSIVES__858A865AC7,1916,1916
CANONICAL_ENTITY:PROGRESSIVE_CANDIDATE_MANAHAN__56E2E2E7E8,1978,1978
CANONICAL_ENTITY:PROGRESSIVE_HATOYAMA__3A175B9CE5,264,264
CANONICAL_ENTITY:PROGRESSIVE_PARTIES__07FF9F3D5E,2,2
CANONICAL_ENTITY:PROGRESSIVE_PARTY__40766266BD,923,923
CANONICAL_ENTITY:PROGRESSIVE_PARTY__4F8163C873,923,923
CANONICAL_ENTITY:PROGRESSIVE_PARTY__64AF1DE1AD,1381,1381
CANONICAL_ENTITY:PROGRESSIVE_PARTY__B616DD67DC,770,770
CANONICAL_ENTITY:PROGRESSIVE_PARTY__B6F5EAFBBD,2349,2349
CANONICAL_ENTITY:PROGRESSIVE_PARTY__E06924FAB5,725,725
CANONICAL_ENTITY:PROGRESSIVE_PEOPLES_PARTY__15A25B50E8,1852,1852
CANONICAL_ENTITY:PROGRESSIVE_UNION__D7134E1A84,795,795
CANONICAL_ENTITY:PROTESTANT_CHURCH__D6CC923757,2301,2301
CANONICAL_ENTITY:PROVIDENIYA__C686841183,240,240
CANONICAL_ENTITY:PROVISIONAL_ALGERIAN_GOVERNMENT__A4318A46EF,371,371
CANONICAL_ENTITY:PROVISIONAL_ALGERIAN_REPUBLIC_PREMIER_ABBAS__F3DF27A11C,967,967
CANONICAL_ENTITY:PROVISIONAL_GOVERNMENT_OF_THE_REPUBLIC_OF_TAIWAN__F9FBC2A3F7,1472,1472
CANONICAL_ENTITY:PROVISIONAL_GOVERNMENT__2C96B913EE,1549,1549
CANONICAL_ENTITY:PROVISIONAL_PRESIDENT_ARAMBURU__A7C1545DB7,366,366
CANONICAL_ENTITY:PROVISIONAL_PRESIDENT_FLORES__06E3D4F9CD,1942,1942
CANONICAL_ENTITY:PROVISIONAL_PRESIDENT_PEREZ__15D7F89ADE,1317,1317
CANONICAL_ENTITY:PROVOST_MARSHAL_GENERAL_WON__F5529E0E0B,945,945
CANONICAL_ENTITY:PRO_CASTRO_ELEMENTS__A059F7028F,894,894
CANONICAL_ENTITY:PRO_CASTRO_GROUPS__79528A8989,1796,1796
CANONICAL_ENTITY:PRO_CASTRO_GROUPS__7D571B5E25,1298,1298
CANONICAL_ENTITY:PRO_COMINFORM_COMMUNIST_PARTY__5090FB0B99,2253,2253
CANONICAL_ENTITY:PRO_COMMUNIST_DEFENSE_MINISTER__6796068358,291,291
CANONICAL_ENTITY:PRO_COMMUNIST_LABOR_GROUPS__0F7B1513AD,346,346
CANONICAL_ENTITY:PRO_COMMUNIST_NEWSPAPERS__1B20549EC3,1105,1105
CANONICAL_ENTITY:PRO_FRENCH_MOROCCANS__306C9B5DBE,461,461
CANONICAL_ENTITY:PRO_FRENCH_SAAR_GOVERNMENT__8C93156659,484,484
CANONICAL_ENTITY:PRO_GERMAN_ELEMENTS__27C60F5699,1851,1851
CANONICAL_ENTITY:PRO_IRAQI_POPULIST_PARTY__FB5FFE1B10,626,626
CANONICAL_ENTITY:PRO_ITALIAN_POLITICAL_PARTIES__467ACA5F96,408,408
CANONICAL_ENTITY:PRO_MOSSADEQ_IRANIAN_DEPUTIES__D9640B7318,1073,1073
CANONICAL_ENTITY:PRO_TITO_COMMUNIST_PARTY__7E515B14AE,409,409
CANONICAL_ENTITY:PRO_TITO_GROUPS__B6ED2A2735,408,408
CANONICAL_ENTITY:PRO_WESTERN_PRESIDENT_ATASI__CD7669090B,1745,1745
CANONICAL_ENTITY:PSA__50EE2D2199,182,182
CANONICAL_ENTITY:PSII__104F2618BC,286,286
CANONICAL_ENTITY:PSP__B8B09F1A90,1002,1002
CANONICAL_ENTITY:PUBBLICA_SICUREZZA__CAE51C6395,403,403
CANONICAL_ENTITY:PUBLIC_SECURITY_BUREAU__A57790ADBF,943,943
CANONICAL_ENTITY:PUBLIC_SECURITY_DEPARTMENT__B636E873D0,2022,2022
CANONICAL_ENTITY:PUERTO_BARRIOS_ZACAPA__D75F3A8A90,1369,1369
CANONICAL_ENTITY:PUERTO_BELGRANO__C16234BCE0,1300,1300
CANONICAL_ENTITY:PUERTO_RICAN_ULTRANATIONALISTS__79AD5452C8,749,749
CANONICAL_ENTITY:PUERTO_RICO__8C22C56A1A,2136,2136
CANONICAL_ENTITY:PUERTO_VARAS__02FEF1DE06,1314,1314
CANONICAL_ENTITY:PULASKI__EED22888D5,2267,2267
CANONICAL_ENTITY:PUNJAB_MOSLEM_LEAGUE_ASSEMBLY__821089959B,645,645
CANONICAL_ENTITY:PUNJAB_STATE__D926059152,818,818
CANONICAL_ENTITY:PUNJAB__C72D2C5A07,516,516
CANONICAL_ENTITY:PUSAN__E69D5813C5,930,930
CANONICAL_ENTITY:PUSHKIN__B55579D4B1,1123,1123
CANONICAL_ENTITY:PUSHTOONISTAN__2EE2C03321,630,630
CANONICAL_ENTITY:PUSHTOON_LEADERS__9F8CBF7C4F,96,96
CANONICAL_ENTITY:PUSHTOON_TRIBESMEN__99C2AF8C44,644,644
CANONICAL_ENTITY:PUSHTOON_TRIBES__5D2DE569DB,644,644
CANONICAL_ENTITY:PUSHTOON_TRIBES__6FAAEDE5EF,629,629
CANONICAL_ENTITY:PUSHTU_TRIBES__15EC4D8083,628,628
CANONICAL_ENTITY:PYONGYANG__8EC9CD36B7,2306,2306
CANONICAL_ENTITY:PYOTR_DEMENTYEV__3C8768DF6C,571,571
CANONICAL_ENTITY:PYRENEES__9E9F2ABECB,2337,2337
CANONICAL_ENTITY:PYUN__29F7BD9886,155,155
CANONICAL_ENTITY:PYUN__2D974532E5,936,936
CANONICAL_ENTITY:PYUN__3E740447E9,725,725
CANONICAL_ENTITY:PYUN__4266FFFC83,925,925
CANONICAL_ENTITY:PYUN__722DBB1E60,943,943
CANONICAL_ENTITY:PYUN__A38EC5E90E,969,969
CANONICAL_ENTITY:PYUN__C1B6336F95,925,925
CANONICAL_ENTITY:PYUN__CF20C1407B,925,925
CANONICAL_ENTITY:PYUN__FD51CB7582,947,947
CANONICAL_ENTITY:P_A_MALETIN__80AAC5F042,1841,1841
CANONICAL_ENTITY:P_G_SHMAKOV__1DBE4E0324,1798,1798
CANONICAL_ENTITY:P_J_LOBO__743DD581BC,1819,1819
CANONICAL_ENTITY:P_K_PONOMARENKO__82976BDC9F,1805,1805
CANONICAL_ENTITY:P_M_KUMYKIN__C0F66FD91E,2028,2028
CANONICAL_ENTITY:P_N_GOREMYKIN__117837719F,126,126
CANONICAL_ENTITY:P_N_KUMYKIN__B19B128C26,599,599
CANONICAL_ENTITY:P_PAVLOV__B692DB04A0,566,566
CANONICAL_ENTITY:P_VOLKOV__0ECC4B6A22,1280,1280
CANONICAL_ENTITY:QADIR__BF9E4CDF1B,668,668
CANONICAL_ENTITY:QALQILIYA__19675970F2,1192,1192
CANONICAL_ENTITY:QANDAHAR__EF53171094,631,631
CANONICAL_ENTITY:QASHQAI_CHIEFS__FE22618C4D,265,265
CANONICAL_ENTITY:QASHQAI_TRIBES__2CEC308CE4,2345,2345
CANONICAL_ENTITY:QASHQAI_TRIBES__A367A056F5,229,229
CANONICAL_ENTITY:QASHQAI_TRIBE__02D292EB09,1202,1202
CANONICAL_ENTITY:QASHQAI_TRIBE__C005DC7580,268,268
CANONICAL_ENTITY:QASHQAI__2796F2C1B6,360,360
