node_key,community_id,community
CANONICAL_ENTITY:HAMMARSKJOLD_MISSION__5640D37C3B,13,13
CANONICAL_ENTITY:HAMMARSKJOLD__E70E5D9ADA,213,213
CANONICAL_ENTITY:HAMMERSKJOLD__72628DE31F,145,145
CANONICAL_ENTITY:HAMZA_MIRGHANI__02017290FA,1861,1861
CANONICAL_ENTITY:HAM_TAE_YONG__9D7184B134,939,939
CANONICAL_ENTITY:HANDKE__0EDA955E67,1445,1445
CANONICAL_ENTITY:HANGCHOW__87B994E380,704,704
CANONICAL_ENTITY:HANIFAH__A457D69ED4,296,296
CANONICAL_ENTITY:HANKEY__EDA7E301F3,1470,1470
CANONICAL_ENTITY:HANKOW__F8B5468FFD,1965,1965
CANONICAL_ENTITY:HANNIBAL_VALDIMARSSON__C05A01D16A,461,461
CANONICAL_ENTITY:HANOI_FOREIGN_MINISTRY__9106702F20,83,83
CANONICAL_ENTITY:HANOI_RADIO__BD435918F3,108,108
CANONICAL_ENTITY:HANOI_TRAMWAY_COMPANY__7A3E903B3E,142,142
CANONICAL_ENTITY:HANOI_UNIVERSITY__8EBCEC8BD5,100,100
CANONICAL_ENTITY:HANOI__B2793CB052,100,100
CANONICAL_ENTITY:HANSEN__5ACD50787D,2212,2212
CANONICAL_ENTITY:HANS_GLOBKE__FC7CBF2B50,145,145
CANONICAL_ENTITY:HANS_HEDTOFT__E52CF5D8B5,401,401
CANONICAL_ENTITY:HANS_JENDRETZKY__7AD1F8A930,1092,1092
CANONICAL_ENTITY:HANS_KROLL__9E09B9E22D,220,220
CANONICAL_ENTITY:HAN__E4E64018E7,941,941
CANONICAL_ENTITY:HAQAL__3355586C2B,15,15
CANONICAL_ENTITY:HAQUAL__D55762DEAC,469,469
CANONICAL_ENTITY:HARAHAP_GOVERNMENT__601D5AB5AA,311,311
CANONICAL_ENTITY:HARAHAP__AC4DBC1D7C,326,326
CANONICAL_ENTITY:HARAR_MILITARY_ACADEMY__37A3A5C537,1885,1885
CANONICAL_ENTITY:HARBIN__D217207258,1910,1910
CANONICAL_ENTITY:HARDING__F2052F13E6,1261,1261
CANONICAL_ENTITY:HARGEISA__212705BB99,1874,1874
CANONICAL_ENTITY:HARIAN_RAKJAT__90A5DE4505,321,321
CANONICAL_ENTITY:HARKABI__5AD5148B7B,528,528
CANONICAL_ENTITY:HARMODIO_ARIAS__40FD8A6AD5,1527,1527
CANONICAL_ENTITY:HAROLD_MACMILLAN__3FA2BE3042,483,483
CANONICAL_ENTITY:HAROLD_STASSEN__81971E22DE,733,733
CANONICAL_ENTITY:HAROLD_WILSON__DD6EAD3515,2110,2110
CANONICAL_ENTITY:HARRIMAN__0D70ABDC02,96,96
CANONICAL_ENTITY:HARRY_NICHOLAS__F45DD5B34C,2110,2110
CANONICAL_ENTITY:HASAN_BASHIR_NASIR__234DA80892,1931,1931
CANONICAL_ENTITY:HASAN_HUDAIBI__35C11CBCB1,831,831
CANONICAL_ENTITY:HASAN_IBRAHIM__26C1FD0326,1204,1204
CANONICAL_ENTITY:HASAN_KATIB__9F18F26513,816,816
CANONICAL_ENTITY:HASHEMITE_FAMILY__CC68204BA9,965,965
CANONICAL_ENTITY:HASHID_TRIBE__58EF9032AE,1994,1994
CANONICAL_ENTITY:HASHIM_AL_ATASI__6DE942F1BC,2242,2242
CANONICAL_ENTITY:HASHIM_AL_JAWAD__21291FEAEC,1240,1240
CANONICAL_ENTITY:HASHIM_RIFAI_GOVERNMENT__4150673CC5,66,66
CANONICAL_ENTITY:HASSAN_ALAVI_KIA__9B66EA6D0A,232,232
CANONICAL_ENTITY:HASSAN_ARSENJANI__FB69BFF61E,226,226
CANONICAL_ENTITY:HASSAN_HUDAIBI__857611C293,1594,1594
CANONICAL_ENTITY:HASSAN__F3F82C1CDB,1258,1258
CANONICAL_ENTITY:HASSOUNA_PASHA__2792AF2D95,2087,2087
CANONICAL_ENTITY:HASSUNA__AB34E28509,1701,1701
CANONICAL_ENTITY:HATIM__F705194AF2,1978,1978
CANONICAL_ENTITY:HATOYAMAS_JAPAN_DEMOCRATIC_PARTY__68EC5F62E0,752,752
CANONICAL_ENTITY:HATOYAMA_CABINET__6B404DE95F,732,732
CANONICAL_ENTITY:HATOYAMA_FACTION__CC6A06B8AE,754,754
CANONICAL_ENTITY:HATOYAMA_GOVERNMENT__518FF02AD2,753,753
CANONICAL_ENTITY:HATOYAMA_GOVERNMENT__B0BEAC4227,734,734
CANONICAL_ENTITY:HATOYAMA__205DF90A76,737,737
CANONICAL_ENTITY:HATO_YAMA_GOVERNMENT__C048D46BDD,2206,2206
CANONICAL_ENTITY:HATTA__D3C54910B7,286,286
CANONICAL_ENTITY:HAUTECLOCQUE__B27DB58CAB,802,802
CANONICAL_ENTITY:HAVANA__60795B29EA,1003,1003
CANONICAL_ENTITY:HAWIAS__2EE569E7F9,1889,1889
CANONICAL_ENTITY:HAWIYA__10040A9716,1869,1869
CANONICAL_ENTITY:HAWRANI__6EF71CF9B6,820,820
CANONICAL_ENTITY:HAYATO_IKEDA__B086BD2A52,767,767
CANONICAL_ENTITY:HAYA_DE_LA_TORRE__617ABC4916,1379,1379
CANONICAL_ENTITY:HAYDEE_SANTAMARIA__2861509CB1,1746,1746
CANONICAL_ENTITY:HAYTER__C0E3A5390F,976,976
CANONICAL_ENTITY:HAZARA_TRIBAL_LEADERS__8163570805,1091,1091
CANONICAL_ENTITY:HAZZA_AL_MAJALI__40C9D9D370,56,56
CANONICAL_ENTITY:HAZZA_MAJALI__34C3D5AAB9,716,716
CANONICAL_ENTITY:HAZZA_MAJALLI__C68A0C305A,816,816
CANONICAL_ENTITY:HA_TINH_PROVINCE__5E70094D4B,1999,1999
CANONICAL_ENTITY:HA_TINH__219F0897D6,83,83
CANONICAL_ENTITY:HEALTH_MINISTER_SHAWWAF__31288FA243,1280,1280
CANONICAL_ENTITY:HEARST_NEWSPAPER_GROUP__3D7AD70680,572,572
CANONICAL_ENTITY:HEBREW_UNIVERSITY__EE1789AB95,2,2
CANONICAL_ENTITY:HEBRON_DISTRICT__B255ECDCC5,572,572
CANONICAL_ENTITY:HEBRON__12FDF9E970,63,63
CANONICAL_ENTITY:HECTOR_VALDES__102CBD34FD,1533,1533
CANONICAL_ENTITY:HECTOR__A5DE975170,878,878
CANONICAL_ENTITY:HEDAYAT__70187FB91F,992,992
CANONICAL_ENTITY:HEDI_CHAKER__BDE75840FE,360,360
CANONICAL_ENTITY:HEGEDUS__C1461B6A6E,1698,1698
CANONICAL_ENTITY:HEIDELBERG__05F1C10F49,1093,1093
CANONICAL_ENTITY:HEINRICH_BRUENING__0F5BCA1123,1682,1682
CANONICAL_ENTITY:HEINRICH_GLEISSNER__4825096B8F,1157,1157
CANONICAL_ENTITY:HEINRICH_HELLWEGE__26A624BC43,1933,1933
CANONICAL_ENTITY:HEINRICH_KRONE__E864256F37,1441,1441
CANONICAL_ENTITY:HEINRICH_LUEBKE__9D33486EF9,478,478
CANONICAL_ENTITY:HEINRICH_RAU__DA225FC3C2,1088,1088
CANONICAL_ENTITY:HEINRICH_SCHNEIDER_AND_HOFFMAN__D45E99B8D7,1236,1236
CANONICAL_ENTITY:HEINRICH_VON_BRENTANO__29EEF044A8,495,495
CANONICAL_ENTITY:HEJAZI__D9C72EB0D3,631,631
CANONICAL_ENTITY:HEKMAT__8D5DD5D321,250,250
CANONICAL_ENTITY:HELMAND_VALLEY__4A22466583,619,619
CANONICAL_ENTITY:HELMER__4568D8FAA5,1153,1153
CANONICAL_ENTITY:HELSINKI__6C51D8BD6E,2191,2191
CANONICAL_ENTITY:HELWAN_AIRFIELD__3E55E73AE1,869,869
CANONICAL_ENTITY:HELWAN_STEEL_PLANT__1236BEA3FF,1271,1271
CANONICAL_ENTITY:HELWAN__C3298A84E8,9,9
CANONICAL_ENTITY:HENNIGSDORF__423B4CFB80,1102,1102
CANONICAL_ENTITY:HENRIQUE_GALVAO__C84BDA196E,1790,1790
CANONICAL_ENTITY:HENRIQUE_TEIXEIRA_LOTT__A7555F159A,1640,1640
CANONICAL_ENTITY:HENRI_HOPPENOT__98E3129A18,328,328
CANONICAL_ENTITY:HENRI_JOURDAIN__AFFDDF2111,1193,1193
CANONICAL_ENTITY:HENRI_LAUGIER__151521108C,621,621
CANONICAL_ENTITY:HENRI_QUEUILLE__FEBA0EC547,1250,1250
CANONICAL_ENTITY:HENRI_ROCHEREAU__6BD42FB2F6,368,368
CANONICAL_ENTITY:HENRI_TEITGEN__8AE9A5AD14,784,784
CANONICAL_ENTITY:HENRI_ZELLER__11308DE94B,384,384
CANONICAL_ENTITY:HERAT__4788CAC460,619,619
CANONICAL_ENTITY:HERBERT_BLANKENHORN__CF0A887D1A,1599,1599
CANONICAL_ENTITY:HERBERT_HOOVER_JR__E7F5014699,262,262
CANONICAL_ENTITY:HERBERT_WEHNER__235C1D8D43,487,487
CANONICAL_ENTITY:HERMANN_FIELD__0DC122ED51,1179,1179
CANONICAL_ENTITY:HERMANN_JONASSON__7414DCC633,1381,1381
CANONICAL_ENTITY:HERMANN_MATERN__652FA3D8BC,2182,2182
CANONICAL_ENTITY:HERMAN_FIELD__9D725BBC63,797,797
CANONICAL_ENTITY:HERMAN_JONASSON__C7119E1CDE,1381,1381
CANONICAL_ENTITY:HERNAN_SILES_SUAZO__E63BDF3667,1668,1668
CANONICAL_ENTITY:HERNAN_SILES_ZUAZO__14F0D4B0C7,1674,1674
CANONICAL_ENTITY:HERRERA_BAEZ__CE8EF75D1C,1534,1534
CANONICAL_ENTITY:HERRERA__02657D36A7,1301,1301
CANONICAL_ENTITY:HERTA_FIELD__775E447DE2,475,475
CANONICAL_ENTITY:HERUT_PARTY__147EC18F1A,1315,1315
CANONICAL_ENTITY:HERUT_PARTY__8458679CD4,2,2
CANONICAL_ENTITY:HERUT_PARTY__91BA5BDA23,18,18
CANONICAL_ENTITY:HERVE_ALPHAND__5957C6B497,811,811
CANONICAL_ENTITY:HERWARTH__34A43A3EB9,465,465
CANONICAL_ENTITY:HERZOG__BAAD94D5BB,2252,2252
CANONICAL_ENTITY:HETEMAKI__977312DE4B,2195,2195
CANONICAL_ENTITY:HICOG__7A4146AAB2,501,501
CANONICAL_ENTITY:HICOG__7D7E224921,1412,1412
CANONICAL_ENTITY:HICOG__7F4D63FDC2,472,472
CANONICAL_ENTITY:HICOG__DF2B99BB48,1137,1137
CANONICAL_ENTITY:HIGGS__B5B7DA4076,408,408
CANONICAL_ENTITY:HIGHER_EXECUTIVE_COMMITTEE__5FF719B335,821,821
CANONICAL_ENTITY:HIGH_AUTHORITY_OF_THE_COAL_STEEL_COMMUNITY__E61C58134B,1117,1117
CANONICAL_ENTITY:HIGH_AUTHORITY_OF_THE_EUROPEAN_COAL_STEEL_COMMUN__C477DFA10A,1915,1915
CANONICAL_ENTITY:HIGH_COMMISSIONERS_OFFICE__F9D035AFEC,17,17
CANONICAL_ENTITY:HIGH_COMMISSIONER_CONANT__613D62A508,487,487
CANONICAL_ENTITY:HIGH_COMMISSIONER_DONNELLY__AB97BC1EA2,482,482
CANONICAL_ENTITY:HIGH_COMMISSIONER_GAUTIER__A6EBC7DD41,172,172
CANONICAL_ENTITY:HIGH_COMMISSIONER_MCCLOY__8AC93B1FDA,497,497
CANONICAL_ENTITY:HIGH_COMMISSIONER_TEMPLER__95DFF6B299,1307,1307
CANONICAL_ENTITY:HIGH_COUNCIL__9FCD95B454,775,775
CANONICAL_ENTITY:HIGINIO_MORINIGO__60B0D01139,2350,2350
CANONICAL_ENTITY:HILALI_PASHA__E337840FF3,1616,1616
CANONICAL_ENTITY:HILALI__F4520F1EF0,1610,1610
CANONICAL_ENTITY:HILARY_MINC__A2A777D5EB,1166,1166
CANONICAL_ENTITY:HILDRETH__BF145440DB,653,653
CANONICAL_ENTITY:HILGER_VAN_SCHERPENBERG__3F704C0762,494,494
CANONICAL_ENTITY:HILL_311__78EC0AFD46,47,47
CANONICAL_ENTITY:HINDUNAIR_COMMUNITY__B50BE05C23,515,515
CANONICAL_ENTITY:HINDUSTAN_TIMES__269FB020A2,715,715
CANONICAL_ENTITY:HINDU_COMMUNAL_ORGANIZATIONS__327C652289,542,542
CANONICAL_ENTITY:HINDU_COMMUNAL_ORGANIZATIONS__7E2BF18404,508,508
CANONICAL_ENTITY:HINDU_GROUP__EE381AE579,515,515
CANONICAL_ENTITY:HINDU_MAHASABHA__97E0F075A2,1467,1467
CANONICAL_ENTITY:HIROHIDE_ISHIDA__B578842A71,1751,1751
CANONICAL_ENTITY:HIROSHIMA_MAIDENS__99F1916550,832,832
CANONICAL_ENTITY:HISTADRUT__65FE3418CF,2,2
CANONICAL_ENTITY:HIYARI__7F1FC9A1CE,1,1
CANONICAL_ENTITY:HLA_MAUNG__0C8875D3D7,2172,2172
CANONICAL_ENTITY:HMS_AUROCHS__DF1085089E,299,299
CANONICAL_ENTITY:HOANG_CO_THUY__0F856EBE14,123,123
CANONICAL_ENTITY:HOANG_VAN_HOAN__61FB9AEE68,627,627
CANONICAL_ENTITY:HOANG_XUAN_HAN__F2B64B90EF,438,438
CANONICAL_ENTITY:HOA_BINH__B665097114,1050,1050
CANONICAL_ENTITY:HOA_HAO_SECT__B85875DE34,145,145
CANONICAL_ENTITY:HOA_HAO__084F018C42,1692,1692
CANONICAL_ENTITY:HOA_HAO__14750DE5DA,1717,1717
CANONICAL_ENTITY:HOA_HAO__23F136957B,163,163
CANONICAL_ENTITY:HOA_HAO__26CD4724EB,583,583
CANONICAL_ENTITY:HOA_HAO__443BCE0CB9,145,145
CANONICAL_ENTITY:HOA_HAO__548DD67F42,122,122
CANONICAL_ENTITY:HOA_HAO__96682403DC,148,148
CANONICAL_ENTITY:HOA_HAO__B3DC4CD741,128,128
CANONICAL_ENTITY:HOA_HAO__DBBDA704CA,126,126
CANONICAL_ENTITY:HOA_HAO__DEA151F237,141,141
CANONICAL_ENTITY:HODEIDA__6207209FDA,2007,2007
CANONICAL_ENTITY:HOFFMANN__63845F8D92,1810,1810
CANONICAL_ENTITY:HOKKAIDO__A9213546D3,763,763
CANONICAL_ENTITY:HOKOW__B7EE271FE6,539,539
CANONICAL_ENTITY:HOLDEN_ROBERTO__1B4AA17DB1,1772,1772
CANONICAL_ENTITY:HOLDEN__48AF3A0B56,1785,1785
CANONICAL_ENTITY:HOLLAND__C806F9BFD9,820,820
CANONICAL_ENTITY:HOLMES__A2020256B8,1250,1250
CANONICAL_ENTITY:HOLY_WAR_FIGHTERS__640DEFF561,2326,2326
CANONICAL_ENTITY:HOME_MINISTER_CHANG__217B8F53BB,929,929
CANONICAL_ENTITY:HOME_MINISTER_CHIN__FF6AD113F5,933,933
CANONICAL_ENTITY:HOME_MINISTER_KATJU__5846A6B160,160,160
CANONICAL_ENTITY:HOME_MINISTER_LI_BUM_SUK__EC78E5F7EC,930,930
CANONICAL_ENTITY:HOME_MINISTER_PANDIT_PANT__D92C6A9FB6,534,534
CANONICAL_ENTITY:HOME_MINISTRY__0129D40697,2310,2310
CANONICAL_ENTITY:HOME_MINISTRY__904042534B,2313,2313
CANONICAL_ENTITY:HOME__1A509F4AD7,592,592
CANONICAL_ENTITY:HOMI_J_BHABHA__8DF01B4E2A,679,679
CANONICAL_ENTITY:HOMS__6DB333EE9C,1567,1567
CANONICAL_ENTITY:HONDURAN_ARMED_FORCES__C86536FDC6,1344,1344
CANONICAL_ENTITY:HONDURAN_ARMY__70C656701A,880,880
CANONICAL_ENTITY:HONDURAN_GOVERNMENT__6B531FC9BB,1126,1126
CANONICAL_ENTITY:HONDURAN_GOVERNMENT__CF2835F39B,1344,1344
CANONICAL_ENTITY:HONDURAN_LIBERAL_PARTY__ADFB56A459,1341,1341
CANONICAL_ENTITY:HONDURAN_MILITARY_JUNTA__FE195A060E,901,901
CANONICAL_ENTITY:HONDURAS__A934D9C9EB,880,880
CANONICAL_ENTITY:HONGKONG__1FA3CA4FF7,1899,1899
CANONICAL_ENTITY:HONG_CHIN_KI__D231EA13C6,934,934
CANONICAL_ENTITY:HONG_IK_PYO__07F976CACE,2123,2123
CANONICAL_ENTITY:HONG_KONG_BANKS__B3539DB592,1921,1921
CANONICAL_ENTITY:HONG_KONG_GOVERNMENT__6C583320F4,252,252
CANONICAL_ENTITY:HONG_KONG_GOVERNMENT__BF8DA1D697,518,518
CANONICAL_ENTITY:HONG_KONG__4438ECC2AB,676,676
CANONICAL_ENTITY:HORACIO_RODRIGUEZ_LARRETA__DBF6DB3658,1303,1303
CANONICAL_ENTITY:HORINOUCHI__96DABEE6D7,1634,1634
CANONICAL_ENTITY:HOSEIN_ALA__CB53A60098,229,229
CANONICAL_ENTITY:HOSEYN_MAKKI__B57D0F72A5,264,264
CANONICAL_ENTITY:HOSSEIN_ALA__CB926DB2FD,232,232
CANONICAL_ENTITY:HOSSEIN_MAKKI__5D3987E2EE,260,260
CANONICAL_ENTITY:HOSSEIN_NAVAB__1C4DC636FF,267,267
CANONICAL_ENTITY:HOSSEIN_QODS_NAKHAI__90494F5202,248,248
CANONICAL_ENTITY:HOUGHTON__03E19ED416,340,340
CANONICAL_ENTITY:HOUPHOUET_BOIGNY__0567004648,1264,1264
CANONICAL_ENTITY:HOUPHOUET__B34112323A,1285,1285
CANONICAL_ENTITY:HOUSE_OF_COMMONS__C3BF65F78B,2102,2102
CANONICAL_ENTITY:HOUSE_OF_DEPUTIES__F428D3D6D2,115,115
CANONICAL_ENTITY:HOUSE_SPEAKER_PEREZ__F28235094F,622,622
CANONICAL_ENTITY:HOWALDT_SHIPYARD__D51167C1A5,489,489
CANONICAL_ENTITY:HOXHA_REGIME__CB07F3B396,402,402
CANONICAL_ENTITY:HOXHA_REGIME__EE0F89B863,2314,2314
CANONICAL_ENTITY:HOXHA__AA947B6C3C,423,423
CANONICAL_ENTITY:HOZAR__1F10E51CE6,1609,1609
CANONICAL_ENTITY:HO_CHI_MINH__D648D28303,144,144
CANONICAL_ENTITY:HO_CHONG__C6144D1077,924,924
CANONICAL_ENTITY:HO_FENG_SHANG__98F3AF28E0,9,9
CANONICAL_ENTITY:HO_YING_CHIN__1381330ED5,688,688
CANONICAL_ENTITY:HO__0DE91F2032,141,141
CANONICAL_ENTITY:HO__36B8565980,744,744
CANONICAL_ENTITY:HO__43A0AF8E01,137,137
CANONICAL_ENTITY:HO__E977D52172,1035,1035
CANONICAL_ENTITY:HSIANGTANG__9FE03A448F,698,698
CANONICAL_ENTITY:HSIEH_FU_CHIH__F1EA26A70E,2169,2169
CANONICAL_ENTITY:HSINCHENG_AIRFIELD__B08E69C747,676,676
CANONICAL_ENTITY:HSINCHU_AIRFIELD__B377BE1771,1825,1825
CANONICAL_ENTITY:HUANG_CHEN__06A789ECFC,323,323
CANONICAL_ENTITY:HUANG_HUA__59C29BB71E,532,532
CANONICAL_ENTITY:HUANUNI__B8FB898A40,1665,1665
CANONICAL_ENTITY:HUA_HSIN_CHUAN__423E38E6EB,80,80
CANONICAL_ENTITY:HUBER_MATOS__347FA730A6,1025,1025
CANONICAL_ENTITY:HUGH_GAITSKELL__9D2E2B9CE2,2095,2095
CANONICAL_ENTITY:HUGO_DI_PIETRO__9F72F92E27,1310,1310
CANONICAL_ENTITY:HUH_CHUNG__6A2B45C0AC,948,948
CANONICAL_ENTITY:HUIYANG__DADE957BAD,677,677
CANONICAL_ENTITY:HUKS__3C9F556106,1341,1341
CANONICAL_ENTITY:HUKS__5D03076E6C,1413,1413
CANONICAL_ENTITY:HUKS__87447E18F6,486,486
CANONICAL_ENTITY:HUKS__9177DC278C,253,253
CANONICAL_ENTITY:HUKS__F402401135,582,582
CANONICAL_ENTITY:HUK_LEADERSHIP__041B019FC9,2321,2321
CANONICAL_ENTITY:HUK__D74482B76C,1972,1972
CANONICAL_ENTITY:HUMANITE__AE2EBA5A01,1675,1675
CANONICAL_ENTITY:HUMBERTO_DELGADO__6EE3E9FAD4,1790,1790
CANONICAL_ENTITY:HUMBERTO_SORI_MARIN__71BBDA9F43,1040,1040
CANONICAL_ENTITY:HUMBOLDT_UNIVERSITY__B55EE2D553,1138,1138
CANONICAL_ENTITY:HUNAN_KWANGSI_RAILWAY__8BC406C0AD,718,718
CANONICAL_ENTITY:HUNAN_PROVINCE__688FBA2E70,944,944
CANONICAL_ENTITY:HUNGARIAN_AIR_FORCE__0DB8EE1EE1,1184,1184
CANONICAL_ENTITY:HUNGARIAN_ALUMINUM__363BB3BE3A,507,507
CANONICAL_ENTITY:HUNGARIAN_AMBASSADOR__5806801498,2240,2240
CANONICAL_ENTITY:HUNGARIAN_ARMYS_9TH_DIVISION__BDA6B1579C,1201,1201
CANONICAL_ENTITY:HUNGARIAN_ARMY_GENERAL_STAFF__4F81422BA7,1069,1069
CANONICAL_ENTITY:HUNGARIAN_ARMY__2B6DB01794,1069,1069
CANONICAL_ENTITY:HUNGARIAN_CENTRAL_COMMITTEE__A96D9A06E7,1204,1204
CANONICAL_ENTITY:HUNGARIAN_COMMUNIST_LEADERS__58486310E8,1221,1221
CANONICAL_ENTITY:HUNGARIAN_COMMUNIST_LEADER_RUDOLF_FOLDVARI__8F26F32CAD,1709,1709
CANONICAL_ENTITY:HUNGARIAN_COMMUNIST_PARTY__08832D1095,1191,1191
CANONICAL_ENTITY:HUNGARIAN_COMMUNIST_REGIME__4A5DAE5D0E,786,786
CANONICAL_ENTITY:HUNGARIAN_DEPUTY_PREMIER_GERO__C54AF2BC82,395,395
CANONICAL_ENTITY:HUNGARIAN_EMBASSY__CDCE23C668,2108,2108
CANONICAL_ENTITY:HUNGARIAN_FIRST_SECRETARY_KADAR__EE5578B7B2,1276,1276
CANONICAL_ENTITY:HUNGARIAN_FORCES__35B018F810,1223,1223
CANONICAL_ENTITY:HUNGARIAN_FOREIGN_MINISTRY__4314996FA6,2024,2024
CANONICAL_ENTITY:HUNGARIAN_FOREIGN_MINISTRY__7BD9BC2075,1814,1814
CANONICAL_ENTITY:HUNGARIAN_FOREIGN_MINISTRY__B09F2B65A8,786,786
CANONICAL_ENTITY:HUNGARIAN_GOVERNMENT__1915098D02,1214,1214
CANONICAL_ENTITY:HUNGARIAN_GOVERNMENT__46A95CA2AB,813,813
CANONICAL_ENTITY:HUNGARIAN_GOVERNMENT__8E77363847,1463,1463
CANONICAL_ENTITY:HUNGARIAN_GOVERNMENT__B34B65F728,401,401
CANONICAL_ENTITY:HUNGARIAN_GOVERNMENT__FB29B9D809,1563,1563
CANONICAL_ENTITY:HUNGARIAN_INTELLECTUALS__E4E135ED1B,1173,1173
CANONICAL_ENTITY:HUNGARIAN_LEADERS__E219408D4B,1192,1192
CANONICAL_ENTITY:HUNGARIAN_LIBERATION_DAY__9DA9B7645C,1057,1057
CANONICAL_ENTITY:HUNGARIAN_MILITARY__DF29863B5B,1220,1220
CANONICAL_ENTITY:HUNGARIAN_MINISTER_OF_JUSTICE__9ABC4F5DDB,618,618
CANONICAL_ENTITY:HUNGARIAN_MINORITY_IN_TRANSYLVANIA__9BFCCFBE34,1203,1203
CANONICAL_ENTITY:HUNGARIAN_MINORITY__6ED7DE777B,2297,2297
CANONICAL_ENTITY:HUNGARIAN_NATIONAL_BANK__0F45F57A0C,1162,1162
CANONICAL_ENTITY:HUNGARIAN_NATIONAL_ECONOMIC_PLANNING_OFFICE__B78933F707,795,795
CANONICAL_ENTITY:HUNGARIAN_PARTY_CENTRAL_COMMITTEE__2892631D86,1192,1192
CANONICAL_ENTITY:HUNGARIAN_PARTY_CHIEF_KADAR__B682E15D4A,571,571
CANONICAL_ENTITY:HUNGARIAN_PARTY__FBDFD339EB,1192,1192
CANONICAL_ENTITY:HUNGARIAN_PLANNING_OFFICE__BFE0421F31,1194,1194
CANONICAL_ENTITY:HUNGARIAN_POLICE__955AF436A9,1193,1193
CANONICAL_ENTITY:HUNGARIAN_PRESS__47C9137F92,38,38
CANONICAL_ENTITY:HUNGARIAN_PUBLIC__88962C3B5A,1195,1195
CANONICAL_ENTITY:HUNGARIAN_REFUGEES__F04503BDF6,432,432
CANONICAL_ENTITY:HUNGARIAN_REGIME__4C1C983086,1318,1318
CANONICAL_ENTITY:HUNGARIAN_REGIME__B5D6582955,1879,1879
CANONICAL_ENTITY:HUNGARIAN_REGIME__E8B125A2AF,1414,1414
CANONICAL_ENTITY:HUNGARIAN_SECURITY_POLICE__2A1BB27A00,1212,1212
CANONICAL_ENTITY:HUNGARIAN_SECURITY_POLICE__780A2467FD,1191,1191
CANONICAL_ENTITY:HUNGARIAN_SOLDIERS__A349F8EC6B,469,469
CANONICAL_ENTITY:HUNGARIAN_TRADE_MISSION__A1A129BFA4,1213,1213
CANONICAL_ENTITY:HUNGARIAN_TRADE_UNION_DAILY__019CA4A20B,1191,1191
CANONICAL_ENTITY:HUNGARIAN_WORKERS_COMMUNIST_PARTY__9555C0228E,1323,1323
CANONICAL_ENTITY:HUNGARIAN_WORKERS_PARTY__B4286A74DC,1204,1204
CANONICAL_ENTITY:HUNGARIAN_WORKERS__6D10CA3D4B,2234,2234
CANONICAL_ENTITY:HUNGARIAN_WRITERS_ASSOCIATION__3135111C37,587,587
CANONICAL_ENTITY:HUNGARIAN_WRITERS_FEDERATION__B0CEFF7260,989,989
CANONICAL_ENTITY:HUNGARIAN_WRITERS_UNION__7A4E9A0213,892,892
CANONICAL_ENTITY:HUNGARIAN_WRITERS__63C4AAE30A,1195,1195
CANONICAL_ENTITY:HUNGARIAN__B467275B54,807,807
CANONICAL_ENTITY:HUNGARY__C8DB862B4A,1193,1193
CANONICAL_ENTITY:HUNG_YEN__2E2148BD5D,121,121
CANONICAL_ENTITY:HUNZA__A032D59F42,1007,1007
CANONICAL_ENTITY:HUSAK__0C8303F49A,782,782
CANONICAL_ENTITY:HUSAYNI_KHALIDI_MADADHA__DA21A305D5,1988,1988
CANONICAL_ENTITY:HUSAYN_JAMIL__AB894F1B9D,994,994
CANONICAL_ENTITY:HUSAYN_MAZIQ__EB05CECDD9,764,764
CANONICAL_ENTITY:HUSAYN_UWAYNI__034B5EB806,2289,2289
CANONICAL_ENTITY:HUSSEIN_ALA__D1C1CE3629,225,225
CANONICAL_ENTITY:HUSSEIN__305B8CEBBD,310,310
CANONICAL_ENTITY:HUSSEIN__93E9E176DE,31,31
CANONICAL_ENTITY:HUTCHISON__0438E1A677,49,49
CANONICAL_ENTITY:HUU_GOVERNMENT__02E26DF1B0,1598,1598
CANONICAL_ENTITY:HUU_GOVERNMENT__848646E1A4,156,156
CANONICAL_ENTITY:HUU__A9CEE2960A,156,156
CANONICAL_ENTITY:HUU__C3393BDE5C,127,127
CANONICAL_ENTITY:HU__21D82DAFF4,96,96
CANONICAL_ENTITY:HYSNI_KAPO__672D7ADA91,797,797
CANONICAL_ENTITY:H_3_PUMPING_STATION__1D3881704F,13,13
CANONICAL_ENTITY:H_C_MENZIES__D26220FFA5,1450,1450
CANONICAL_ENTITY:H_S_SUHRAWARDY__2F2196145A,620,620
CANONICAL_ENTITY:H_T_ALEXANDER__7DF392586E,203,203
CANONICAL_ENTITY:IAC_COMMITTEE__97134D8CE9,608,608
CANONICAL_ENTITY:IAC_CURRENT_INTELLIGENCE_GROUP__5B9F4E5C20,361,361
CANONICAL_ENTITY:IAC_WATCH_COMMITTEE__E3CC1A7567,49,49
CANONICAL_ENTITY:IANCA_AIRFIELD__A1184F87C6,2087,2087
CANONICAL_ENTITY:IANCA__B0391EC970,1206,1206
CANONICAL_ENTITY:IBANEZ_DEL_CAMPO__2DF8A3DDFD,1608,1608
CANONICAL_ENTITY:IBANEZ_GOVERNMENT__06FA55BEBE,415,415
CANONICAL_ENTITY:IBANEZ__5705EB5C74,1520,1520
CANONICAL_ENTITY:IBANISTAS__E7B7EAC176,1608,1608
