source,target,source_global,target_global,rel,weight,support_count,doc_ids
COMMUNITY:1003,COMMUNITY:1269,COMMUNITY:1003,COMMUNITY:1269,META_LINK,0.14936354431473164,10,3179257_CIA-RDP79T00975A005100250001-7;3179258_CIA-RDP79T00975A005100260001-6
COMMUNITY:1003,COMMUNITY:1860,COMMUNITY:1003,COMMUNITY:1860,META_LINK,0.14789058841361047,9,3191560_CIA-RDP79T00975A004600460001-0
COMMUNITY:1004,COMMUNITY:1661,COMMUNITY:1004,COMMUNITY:1661,META_LINK,0.13888679020358505,10,2989918_CIA-RDP79T00975A004700010001-8
COMMUNITY:1005,COMMUNITY:1010,COMMUNITY:1005,COMMUNITY:1010,META_LINK,0.0872190018409126,9,2993699_CIA-RDP79T00975A005400370001-1;3185146_CIA-RDP79T00975A005200310001-9
COMMUNITY:1005,COMMUNITY:1013,COMMUNITY:1005,COMMUNITY:1013,META_LINK,0.08884595538474065,12,2049796_CIA-RDP79T00975A005700370001-8;2988542_CIA-RDP79T00975A004600100001-9;3029887_CIA-RDP79T00975A004700450001-0;3164688_CIA-RDP79T00975A004700270001-0;3173542_CIA-RDP79T00975A004900420001-1;3185137_CIA-RDP79T00975A005200100001-2;3185146_CIA-RDP79T00975A005200310001-9
COMMUNITY:1005,COMMUNITY:1019,COMMUNITY:1005,COMMUNITY:1019,META_LINK,0.10252392940833406,21,2988542_CIA-RDP79T00975A004600100001-9;3156603_CIA-RDP79T00975A005100050001-9;3164688_CIA-RDP79T00975A004700270001-0;3185137_CIA-RDP79T00975A005200100001-2
COMMUNITY:1005,COMMUNITY:1359,COMMUNITY:1005,COMMUNITY:1359,META_LINK,0.1534223999325566,6,3191556_CIA-RDP79T00975A004500400001-7
COMMUNITY:1005,COMMUNITY:1838,COMMUNITY:1005,COMMUNITY:1838,META_LINK,0.09230498289291884,7,2993692_CIA-RDP79T00975A005400270001-2
COMMUNITY:1005,COMMUNITY:1895,COMMUNITY:1005,COMMUNITY:1895,META_LINK,0.0826589521673318,6,3172224_CIA-RDP79T00975A004900170001-9
COMMUNITY:1005,COMMUNITY:1909,COMMUNITY:1005,COMMUNITY:1909,META_LINK,0.12789204583037905,5,3031267_CIA-RDP79T00975A004900200001-5
COMMUNITY:1006,COMMUNITY:1021,COMMUNITY:1006,COMMUNITY:1021,META_LINK,0.208603737771066,19,2049792_CIA-RDP79T00975A005700330001-2;3150404_CIA-RDP79T00975A003400040001-9;3185138_CIA-RDP79T00975A005200110001-1
COMMUNITY:1006,COMMUNITY:1422,COMMUNITY:1006,COMMUNITY:1422,META_LINK,0.1661030645145353,10,3172473_CIA-RDP79T00975A003900270001-9
COMMUNITY:1006,COMMUNITY:912,COMMUNITY:1006,COMMUNITY:912,META_LINK,0.0973032985596078,4,2049800_CIA-RDP79T00975A005700410001-3
COMMUNITY:1007,COMMUNITY:1013,COMMUNITY:1007,COMMUNITY:1013,META_LINK,0.12868418438178758,26,2977785_CIA-RDP79T00975A005300310001-8;3004637_CIA-RDP79T00975A005200010001-2;3029881_CIA-RDP79T00975A004700140001-4;3029886_CIA-RDP79T00975A004700430001-2;3029887_CIA-RDP79T00975A004700450001-0;3163331_CIA-RDP79T00975A004400420001-6;3163347_CIA-RDP79T00975A004600280001-0;3164690_CIA-RDP79T00975A004700290001-8;3172425_CIA-RDP79T00975A003800250001-2;3185146_CIA-RDP79T00975A005200310001-9;3185148_CIA-RDP79T00975A005200330001-7;3190727_CIA-RDP79T00975A004600160001-3
COMMUNITY:1007,COMMUNITY:1019,COMMUNITY:1007,COMMUNITY:1019,META_LINK,0.11741745694296231,10,2988542_CIA-RDP79T00975A004600100001-9;3029881_CIA-RDP79T00975A004700140001-4;3156603_CIA-RDP79T00975A005100050001-9;3185137_CIA-RDP79T00975A005200100001-2;3191553_CIA-RDP79T00975A004500360001-2
COMMUNITY:1007,COMMUNITY:1025,COMMUNITY:1007,COMMUNITY:1025,META_LINK,0.10548112766386986,10,3029887_CIA-RDP79T00975A004700450001-0;3029889_CIA-RDP79T00975A004700470001-8
COMMUNITY:1007,COMMUNITY:1036,COMMUNITY:1007,COMMUNITY:1036,META_LINK,0.08109519746285113,5,2977773_CIA-RDP79T00975A005000320001-0
COMMUNITY:1008,COMMUNITY:1279,COMMUNITY:1008,COMMUNITY:1279,META_LINK,0.14989257481506335,5,3172676_CIA-RDP79T00975A005400530001-3
COMMUNITY:1008,COMMUNITY:1562,COMMUNITY:1008,COMMUNITY:1562,META_LINK,0.09437916290134434,7,3172676_CIA-RDP79T00975A005400530001-3
COMMUNITY:1009,COMMUNITY:2255,COMMUNITY:1009,COMMUNITY:2255,META_LINK,0.09833809034383112,2,3177891_CIA-RDP79T00975A005000440001-7
COMMUNITY:1009,COMMUNITY:412,COMMUNITY:1009,COMMUNITY:412,META_LINK,0.08754495607360861,9,3007359_CIA-RDP79T00975A004800370001-8
COMMUNITY:1009,COMMUNITY:978,COMMUNITY:1009,COMMUNITY:978,META_LINK,0.10113564004891559,5,3191548_CIA-RDP79T00975A004500290001-0
COMMUNITY:1010,COMMUNITY:168,COMMUNITY:1010,COMMUNITY:168,META_LINK,0.12130369264094445,7,3185123_CIA-RDP79T00975A002600430001-5
COMMUNITY:1010,COMMUNITY:2137,COMMUNITY:1010,COMMUNITY:2137,META_LINK,0.08793031841613748,2,3029882_CIA-RDP79T00975A004700150001-3
COMMUNITY:1011,COMMUNITY:1023,COMMUNITY:1011,COMMUNITY:1023,META_LINK,0.09773546832331291,6,3184090_CIA-RDP79T00975A003600380001-0
COMMUNITY:1011,COMMUNITY:1037,COMMUNITY:1011,COMMUNITY:1037,META_LINK,0.14234373744330905,11,3177795_CIA-RDP79T00975A003600360001-2
COMMUNITY:1012,COMMUNITY:1024,COMMUNITY:1012,COMMUNITY:1024,META_LINK,0.10926790846203777,20,3163347_CIA-RDP79T00975A004600280001-0;3177789_CIA-RDP79T00975A003600280001-1;3177792_CIA-RDP79T00975A003600310001-7;3177793_CIA-RDP79T00975A003600340001-4;3177794_CIA-RDP79T00975A003600350001-3;3177795_CIA-RDP79T00975A003600360001-2;3191542_CIA-RDP79T00975A004500230001-6
COMMUNITY:1012,COMMUNITY:1025,COMMUNITY:1012,COMMUNITY:1025,META_LINK,0.08074152647536345,9,2000171_CIA-RDP79T00975A005500080001-2;3007378_CIA-RDP79T00975A005600050001-4;3166572_CIA-RDP79T00975A005500050001-5
COMMUNITY:1012,COMMUNITY:1042,COMMUNITY:1012,COMMUNITY:1042,META_LINK,0.08205702850890374,12,3177793_CIA-RDP79T00975A003600340001-4
COMMUNITY:1013,COMMUNITY:1020,COMMUNITY:1013,COMMUNITY:1020,META_LINK,0.09027773437438477,9,3185142_CIA-RDP79T00975A005200170001-5
COMMUNITY:1013,COMMUNITY:1025,COMMUNITY:1013,COMMUNITY:1025,META_LINK,0.11203832209017761,15,2977796_CIA-RDP79T00975A005300430001-5;3029887_CIA-RDP79T00975A004700450001-0;3029889_CIA-RDP79T00975A004700470001-8
COMMUNITY:1013,COMMUNITY:1034,COMMUNITY:1013,COMMUNITY:1034,META_LINK,0.10571328573222934,13,3166568_CIA-RDP79T00975A003400230001-8;3180490_CIA-RDP79T00975A003000190001-7;3191547_CIA-RDP79T00975A004500280001-1
COMMUNITY:1013,COMMUNITY:1035,COMMUNITY:1013,COMMUNITY:1035,META_LINK,0.10826855108163702,20,2066870_CIA-RDP79T00975A005000530001-7;2977775_CIA-RDP79T00975A005000340001-8;2977779_CIA-RDP79T00975A005000460001-5;3177889_CIA-RDP79T00975A005000420001-9;3177891_CIA-RDP79T00975A005000440001-7
COMMUNITY:1013,COMMUNITY:1930,COMMUNITY:1013,COMMUNITY:1930,META_LINK,0.0955289890669868,14,3190727_CIA-RDP79T00975A004600160001-3
COMMUNITY:1014,COMMUNITY:1024,COMMUNITY:1014,COMMUNITY:1024,META_LINK,0.10011541792379465,16,2994001_CIA-RDP79T00975A001500130001-0;3161842_CIA-RDP79T00975A003300050001-9;3177782_CIA-RDP79T00975A003600180001-2
COMMUNITY:1014,COMMUNITY:1501,COMMUNITY:1014,COMMUNITY:1501,META_LINK,0.10057055760940384,1,3153712_CIA-RDP79T00975A003300040001-0
COMMUNITY:1015,COMMUNITY:1790,COMMUNITY:1015,COMMUNITY:1790,META_LINK,0.1790760947331846,6,2000183_CIA-RDP79T00975A005500230001-5;2001993_CIA-RDP79T00975A005700040001-4
COMMUNITY:1015,COMMUNITY:1792,COMMUNITY:1015,COMMUNITY:1792,META_LINK,0.09017808945211436,5,2001993_CIA-RDP79T00975A005700040001-4
COMMUNITY:1016,COMMUNITY:1264,COMMUNITY:1016,COMMUNITY:1264,META_LINK,0.08370674872097564,5,2977790_CIA-RDP79T00975A005300360001-3
COMMUNITY:1016,COMMUNITY:1562,COMMUNITY:1016,COMMUNITY:1562,META_LINK,0.17874492148569762,12,2977790_CIA-RDP79T00975A005300360001-3;3172676_CIA-RDP79T00975A005400530001-3;3173543_CIA-RDP79T00975A004900430001-0;3173544_CIA-RDP79T00975A004900440001-9
COMMUNITY:1016,COMMUNITY:700,COMMUNITY:1016,COMMUNITY:700,META_LINK,0.11765478531249085,6,3163332_CIA-RDP79T00975A004500030001-8
COMMUNITY:1018,COMMUNITY:722,COMMUNITY:1018,COMMUNITY:722,META_LINK,0.348814546689182,5,3179159_CIA-RDP79T00975A002800090001-1
COMMUNITY:1019,COMMUNITY:1030,COMMUNITY:1019,COMMUNITY:1030,META_LINK,0.08482021694722391,11,2001977_CIA-RDP79T00975A005600320001-4;3031263_CIA-RDP79T00975A004900120001-4;3164688_CIA-RDP79T00975A004700270001-0
COMMUNITY:1019,COMMUNITY:1086,COMMUNITY:1019,COMMUNITY:1086,META_LINK,0.08813970955955873,5,3173543_CIA-RDP79T00975A004900430001-0;3173544_CIA-RDP79T00975A004900440001-9
COMMUNITY:1019,COMMUNITY:1224,COMMUNITY:1019,COMMUNITY:1224,META_LINK,0.09843652189973934,6,3161871_CIA-RDP79T00975A002800070001-3
COMMUNITY:1019,COMMUNITY:1269,COMMUNITY:1019,COMMUNITY:1269,META_LINK,0.08721318239974377,12,3179257_CIA-RDP79T00975A005100250001-7;3179258_CIA-RDP79T00975A005100260001-6
COMMUNITY:1019,COMMUNITY:1469,COMMUNITY:1019,COMMUNITY:1469,META_LINK,0.16108754928220706,12,2066865_CIA-RDP79T00975A003500470001-1
COMMUNITY:1019,COMMUNITY:1860,COMMUNITY:1019,COMMUNITY:1860,META_LINK,0.08054409200129127,6,3191560_CIA-RDP79T00975A004600460001-0
COMMUNITY:102,COMMUNITY:1041,COMMUNITY:102,COMMUNITY:1041,META_LINK,0.10287000997336004,4,2001980_CIA-RDP79T00975A005600360001-0
COMMUNITY:1020,COMMUNITY:1887,COMMUNITY:1020,COMMUNITY:1887,META_LINK,0.15823572045964643,3,3031259_CIA-RDP79T00975A004800040001-4
COMMUNITY:1020,COMMUNITY:960,COMMUNITY:1020,COMMUNITY:960,META_LINK,0.09038065041885845,8,3185142_CIA-RDP79T00975A005200170001-5
COMMUNITY:1021,COMMUNITY:1033,COMMUNITY:1021,COMMUNITY:1033,META_LINK,0.12826493422657986,5,3185138_CIA-RDP79T00975A005200110001-1
COMMUNITY:1021,COMMUNITY:1125,COMMUNITY:1021,COMMUNITY:1125,META_LINK,0.21067209559337038,4,3191543_CIA-RDP79T00975A004500240001-5
COMMUNITY:1021,COMMUNITY:2061,COMMUNITY:1021,COMMUNITY:2061,META_LINK,0.18647533580171038,3,3004634_CIA-RDP79T00975A004900340001-0
COMMUNITY:1021,COMMUNITY:2345,COMMUNITY:1021,COMMUNITY:2345,META_LINK,0.09607818895528007,8,2049792_CIA-RDP79T00975A005700330001-2
COMMUNITY:1021,COMMUNITY:983,COMMUNITY:1021,COMMUNITY:983,META_LINK,0.13474713624049925,7,2049792_CIA-RDP79T00975A005700330001-2
COMMUNITY:1023,COMMUNITY:1690,COMMUNITY:1023,COMMUNITY:1690,META_LINK,0.13363009739881077,2,3003307_CIA-RDP79T00975A004400320001-7
COMMUNITY:1023,COMMUNITY:2073,COMMUNITY:1023,COMMUNITY:2073,META_LINK,0.1210000639785581,5,3184090_CIA-RDP79T00975A003600380001-0
COMMUNITY:1024,COMMUNITY:1034,COMMUNITY:1024,COMMUNITY:1034,META_LINK,0.08920253463623504,13,3166568_CIA-RDP79T00975A003400230001-8;3180490_CIA-RDP79T00975A003000190001-7
COMMUNITY:1024,COMMUNITY:2240,COMMUNITY:1024,COMMUNITY:2240,META_LINK,0.08627774398952182,6,3448308_CIA-RDP79T00975A002100020001-4
COMMUNITY:1025,COMMUNITY:1661,COMMUNITY:1025,COMMUNITY:1661,META_LINK,0.09205111812105712,3,2989918_CIA-RDP79T00975A004700010001-8
COMMUNITY:1026,COMMUNITY:488,COMMUNITY:1026,COMMUNITY:488,META_LINK,0.09228379901790595,4,3177782_CIA-RDP79T00975A003600180001-2
COMMUNITY:1027,COMMUNITY:1199,COMMUNITY:1027,COMMUNITY:1199,META_LINK,0.0964119772514815,5,3180486_CIA-RDP79T00975A002800140001-5
COMMUNITY:1027,COMMUNITY:2160,COMMUNITY:1027,COMMUNITY:2160,META_LINK,0.08556927941777648,3,2046562_CIA-RDP79T00975A000600090001-5
COMMUNITY:1027,COMMUNITY:762,COMMUNITY:1027,COMMUNITY:762,META_LINK,0.15130102338158552,5,3184091_CIA-RDP79T00975A004900040001-3
COMMUNITY:1028,COMMUNITY:2027,COMMUNITY:1028,COMMUNITY:2027,META_LINK,0.2799490153498749,3,2064589_CIA-RDP79T00975A000700070001-6
COMMUNITY:1029,COMMUNITY:1553,COMMUNITY:1029,COMMUNITY:1553,META_LINK,0.16053849383510937,11,3007354_CIA-RDP79T00975A004800300001-5
COMMUNITY:1030,COMMUNITY:1143,COMMUNITY:1030,COMMUNITY:1143,META_LINK,0.13823765217900494,4,3177884_CIA-RDP79T00975A004900480001-5
COMMUNITY:1030,COMMUNITY:1438,COMMUNITY:1030,COMMUNITY:1438,META_LINK,0.11258651743148895,3,3179251_CIA-RDP79T00975A005100180001-5
COMMUNITY:1031,COMMUNITY:567,COMMUNITY:1031,COMMUNITY:567,META_LINK,0.11450427292605904,7,3185146_CIA-RDP79T00975A005200310001-9
COMMUNITY:1031,COMMUNITY:832,COMMUNITY:1031,COMMUNITY:832,META_LINK,0.17044832280833555,5,3172671_CIA-RDP79T00975A005400180001-2;3179251_CIA-RDP79T00975A005100180001-5
COMMUNITY:1033,COMMUNITY:1741,COMMUNITY:1033,COMMUNITY:1741,META_LINK,0.15743247076802344,3,3185145_CIA-RDP79T00975A005200210001-0
COMMUNITY:1033,COMMUNITY:215,COMMUNITY:1033,COMMUNITY:215,META_LINK,0.10828841692809162,5,3185145_CIA-RDP79T00975A005200210001-0
COMMUNITY:1033,COMMUNITY:502,COMMUNITY:1033,COMMUNITY:502,META_LINK,0.09619656480750735,5,3003294_CIA-RDP79T00975A003100010001-5
COMMUNITY:1034,COMMUNITY:1217,COMMUNITY:1034,COMMUNITY:1217,META_LINK,0.08421369043610796,3,3180490_CIA-RDP79T00975A003000190001-7
COMMUNITY:1034,COMMUNITY:1369,COMMUNITY:1034,COMMUNITY:1369,META_LINK,0.08387753770582808,4,3166568_CIA-RDP79T00975A003400230001-8
COMMUNITY:1034,COMMUNITY:1463,COMMUNITY:1034,COMMUNITY:1463,META_LINK,0.1151058565460746,3,3180490_CIA-RDP79T00975A003000190001-7
COMMUNITY:1034,COMMUNITY:904,COMMUNITY:1034,COMMUNITY:904,META_LINK,0.12057633904703077,3,3191547_CIA-RDP79T00975A004500280001-1
COMMUNITY:1035,COMMUNITY:1038,COMMUNITY:1035,COMMUNITY:1038,META_LINK,0.1426272019807265,10,2066870_CIA-RDP79T00975A005000530001-7
COMMUNITY:1038,COMMUNITY:602,COMMUNITY:1038,COMMUNITY:602,META_LINK,0.1285594711598428,3,2063773_CIA-RDP79T00975A003100120001-3
COMMUNITY:1039,COMMUNITY:1351,COMMUNITY:1039,COMMUNITY:1351,META_LINK,0.1346381772671509,6,2977805_CIA-RDP79T00975A005400040001-7
COMMUNITY:104,COMMUNITY:1442,COMMUNITY:104,COMMUNITY:1442,META_LINK,0.11106997003441205,3,2995609_CIA-RDP79T00975A002500280001-3
COMMUNITY:104,COMMUNITY:242,COMMUNITY:104,COMMUNITY:242,META_LINK,0.0977498539061826,3,3017437_CIA-RDP79T00975A001900060001-4
COMMUNITY:1040,COMMUNITY:1167,COMMUNITY:1040,COMMUNITY:1167,META_LINK,0.08668632473896265,1,2000184_CIA-RDP79T00975A005500240001-4
COMMUNITY:1040,COMMUNITY:874,COMMUNITY:1040,COMMUNITY:874,META_LINK,0.12806923435692275,5,2000173_CIA-RDP79T00975A005500120001-7
COMMUNITY:1042,COMMUNITY:1633,COMMUNITY:1042,COMMUNITY:1633,META_LINK,0.11568397600646908,6,3177793_CIA-RDP79T00975A003600340001-4
COMMUNITY:1042,COMMUNITY:788,COMMUNITY:1042,COMMUNITY:788,META_LINK,0.1568003488881014,9,2995588_CIA-RDP79T00975A002500030001-0;3161855_CIA-RDP79T00975A002400520001-7;3177793_CIA-RDP79T00975A003600340001-4
COMMUNITY:1043,COMMUNITY:1351,COMMUNITY:1043,COMMUNITY:1351,META_LINK,0.10347560625349049,5,2049794_CIA-RDP79T00975A005700350001-0
COMMUNITY:1043,COMMUNITY:1808,COMMUNITY:1043,COMMUNITY:1808,META_LINK,0.12793162255573842,2,2049794_CIA-RDP79T00975A005700350001-0
COMMUNITY:1043,COMMUNITY:1838,COMMUNITY:1043,COMMUNITY:1838,META_LINK,0.08047324014278158,2,2049786_CIA-RDP79T00975A005700160001-1
COMMUNITY:1045,COMMUNITY:1062,COMMUNITY:1045,COMMUNITY:1062,META_LINK,0.11074347693981354,8,2692604_CIA-RDP79T00975A000600040001-0;3009181_CIA-RDP79T00975A001800390001-9
COMMUNITY:1045,COMMUNITY:1069,COMMUNITY:1045,COMMUNITY:1069,META_LINK,0.09857605319867865,13,2020576_CIA-RDP79T00975A001000340001-2;2064605_CIA-RDP79T00975A000700560001-2;2692604_CIA-RDP79T00975A000600040001-0
COMMUNITY:1045,COMMUNITY:19,COMMUNITY:1045,COMMUNITY:19,META_LINK,0.105713317414848,5,2901118_CIA-RDP79T00975A001100490001-5
COMMUNITY:1045,COMMUNITY:272,COMMUNITY:1045,COMMUNITY:272,META_LINK,0.0964580752887007,5,2901117_CIA-RDP79T00975A001100480001-6
COMMUNITY:1046,COMMUNITY:1047,COMMUNITY:1046,COMMUNITY:1047,META_LINK,0.0811045199350206,13,2995615_CIA-RDP79T00975A002500340001-6;3007352_CIA-RDP79T00975A004800280001-8;3015165_CIA-RDP79T00975A002600180001-3;3161781_CIA-RDP79T00975A002900120001-6;3184158_CIA-RDP79T00975A004900290001-6
COMMUNITY:1046,COMMUNITY:1051,COMMUNITY:1046,COMMUNITY:1051,META_LINK,0.09055618768288311,5,2026613_CIA-RDP79T00975A005500450001-1
COMMUNITY:1046,COMMUNITY:1055,COMMUNITY:1046,COMMUNITY:1055,META_LINK,0.09337467622104388,11,2874595_CIA-RDP79T00975A003500500001-7;3015165_CIA-RDP79T00975A002600180001-3;3015171_CIA-RDP79T00975A002600280001-2
COMMUNITY:1046,COMMUNITY:1064,COMMUNITY:1046,COMMUNITY:1064,META_LINK,0.13488038649113468,19,3007352_CIA-RDP79T00975A004800280001-8;3015165_CIA-RDP79T00975A002600180001-3;3015167_CIA-RDP79T00975A002600210001-9;3015171_CIA-RDP79T00975A002600280001-2;3161781_CIA-RDP79T00975A002900120001-6
COMMUNITY:1046,COMMUNITY:1418,COMMUNITY:1046,COMMUNITY:1418,META_LINK,0.09529164260536296,4,2995615_CIA-RDP79T00975A002500340001-6
COMMUNITY:1047,COMMUNITY:1064,COMMUNITY:1047,COMMUNITY:1064,META_LINK,0.15600555694352786,24,2993968_CIA-RDP79T00975A001400360001-6;3007352_CIA-RDP79T00975A004800280001-8;3157461_CIA-RDP79T00975A001900460001-0;3160577_CIA-RDP79T00975A002900130001-5;3161781_CIA-RDP79T00975A002900120001-6;3172423_CIA-RDP79T00975A003500200001-0;3178366_CIA-RDP79T00975A002700260001-3;3191562_CIA-RDP79T00975A004800450001-9
COMMUNITY:1048,COMMUNITY:377,COMMUNITY:1048,COMMUNITY:377,META_LINK,0.10643085023427427,4,3163331_CIA-RDP79T00975A004400420001-6
COMMUNITY:1049,COMMUNITY:1068,COMMUNITY:1049,COMMUNITY:1068,META_LINK,0.16713496023749397,9,2000189_CIA-RDP79T00975A005500310001-6;2066867_CIA-RDP79T00975A004000250001-9;2993691_CIA-RDP79T00975A005400160001-4;3029875_CIA-RDP79T00975A004600190001-0;3172228_CIA-RDP79T00975A004900330001-1;3189327_CIA-RDP79T00975A005100280001-4
COMMUNITY:1049,COMMUNITY:507,COMMUNITY:1049,COMMUNITY:507,META_LINK,0.08966028240361103,15,2001986_CIA-RDP79T00975A005600420001-3;2049781_CIA-RDP79T00975A005700100001-7;2066867_CIA-RDP79T00975A004000250001-9;2977784_CIA-RDP79T00975A005300280001-2;3009181_CIA-RDP79T00975A001800390001-9;3160428_CIA-RDP79T00975A003000220001-3;3160431_CIA-RDP79T00975A003000250001-0;3172661_CIA-RDP79T00975A005200430001-6;3178369_CIA-RDP79T00975A002700300001-8;3180490_CIA-RDP79T00975A003000190001-7;3448316_CIA-RDP79T00975A002100100001-5
