community_id,community_key,narrative_id,narrative_key
284,COMMUNITY:284,5,NARRATIVE:5
285,COMMUNITY:285,5,NARRATIVE:5
286,COMMUNITY:286,5,NARRATIVE:5
287,COMMUNITY:287,5,NARRATIVE:5
288,COMMUNITY:288,5,NARRATIVE:5
289,COMMUNITY:289,5,NARRATIVE:5
290,COMMUNITY:290,5,NARRATIVE:5
291,COMMUNITY:291,5,NARRATIVE:5
292,COMMUNITY:292,5,NARRATIVE:5
293,COMMUNITY:293,5,NARRATIVE:5
294,COMMUNITY:294,5,NARRATIVE:5
295,COMMUNITY:295,5,NARRATIVE:5
296,COMMUNITY:296,5,NARRATIVE:5
297,COMMUNITY:297,5,NARRATIVE:5
298,COMMUNITY:298,5,NARRATIVE:5
299,COMMUNITY:299,5,NARRATIVE:5
300,COMMUNITY:300,5,NARRATIVE:5
301,COMMUNITY:301,5,NARRATIVE:5
302,COMMUNITY:302,5,NARRATIVE:5
303,COMMUNITY:303,5,NARRATIVE:5
304,COMMUNITY:304,5,NARRATIVE:5
305,COMMUNITY:305,5,NARRATIVE:5
306,COMMUNITY:306,5,NARRATIVE:5
307,COMMUNITY:307,5,NARRATIVE:5
308,COMMUNITY:308,5,NARRATIVE:5
309,COMMUNITY:309,5,NARRATIVE:5
310,COMMUNITY:310,5,NARRATIVE:5
311,COMMUNITY:311,5,NARRATIVE:5
312,COMMUNITY:312,5,NARRATIVE:5
313,COMMUNITY:313,5,NARRATIVE:5
314,COMMUNITY:314,5,NARRATIVE:5
315,COMMUNITY:315,5,NARRATIVE:5
316,COMMUNITY:316,5,NARRATIVE:5
317,COMMUNITY:317,5,NARRATIVE:5
318,COMMUNITY:318,5,NARRATIVE:5
319,COMMUNITY:319,5,NARRATIVE:5
320,COMMUNITY:320,5,NARRATIVE:5
321,COMMUNITY:321,5,NARRATIVE:5
322,COMMUNITY:322,5,NARRATIVE:5
323,COMMUNITY:323,5,NARRATIVE:5
324,COMMUNITY:324,5,NARRATIVE:5
325,COMMUNITY:325,5,NARRATIVE:5
326,COMMUNITY:326,5,NARRATIVE:5
327,COMMUNITY:327,5,NARRATIVE:5
328,COMMUNITY:328,5,NARRATIVE:5
329,COMMUNITY:329,5,NARRATIVE:5
330,COMMUNITY:330,6,NARRATIVE:6
331,COMMUNITY:331,6,NARRATIVE:6
332,COMMUNITY:332,6,NARRATIVE:6
333,COMMUNITY:333,6,NARRATIVE:6
334,COMMUNITY:334,6,NARRATIVE:6
335,COMMUNITY:335,6,NARRATIVE:6
336,COMMUNITY:336,6,NARRATIVE:6
337,COMMUNITY:337,6,NARRATIVE:6
338,COMMUNITY:338,6,NARRATIVE:6
339,COMMUNITY:339,6,NARRATIVE:6
340,COMMUNITY:340,6,NARRATIVE:6
341,COMMUNITY:341,6,NARRATIVE:6
342,COMMUNITY:342,6,NARRATIVE:6
343,COMMUNITY:343,6,NARRATIVE:6
344,COMMUNITY:344,6,NARRATIVE:6
345,COMMUNITY:345,6,NARRATIVE:6
346,COMMUNITY:346,6,NARRATIVE:6
347,COMMUNITY:347,6,NARRATIVE:6
348,COMMUNITY:348,6,NARRATIVE:6
349,COMMUNITY:349,6,NARRATIVE:6
350,COMMUNITY:350,6,NARRATIVE:6
351,COMMUNITY:351,6,NARRATIVE:6
352,COMMUNITY:352,6,NARRATIVE:6
353,COMMUNITY:353,6,NARRATIVE:6
354,COMMUNITY:354,6,NARRATIVE:6
355,COMMUNITY:355,6,NARRATIVE:6
356,COMMUNITY:356,6,NARRATIVE:6
357,COMMUNITY:357,6,NARRATIVE:6
358,COMMUNITY:358,6,NARRATIVE:6
359,COMMUNITY:359,6,NARRATIVE:6
360,COMMUNITY:360,6,NARRATIVE:6
361,COMMUNITY:361,6,NARRATIVE:6
362,COMMUNITY:362,6,NARRATIVE:6
363,COMMUNITY:363,6,NARRATIVE:6
364,COMMUNITY:364,6,NARRATIVE:6
365,COMMUNITY:365,6,NARRATIVE:6
366,COMMUNITY:366,6,NARRATIVE:6
367,COMMUNITY:367,6,NARRATIVE:6
368,COMMUNITY:368,6,NARRATIVE:6
369,COMMUNITY:369,6,NARRATIVE:6
370,COMMUNITY:370,6,NARRATIVE:6
371,COMMUNITY:371,6,NARRATIVE:6
372,COMMUNITY:372,6,NARRATIVE:6
373,COMMUNITY:373,6,NARRATIVE:6
374,COMMUNITY:374,6,NARRATIVE:6
375,COMMUNITY:375,6,NARRATIVE:6
376,COMMUNITY:376,6,NARRATIVE:6
377,COMMUNITY:377,6,NARRATIVE:6
378,COMMUNITY:378,6,NARRATIVE:6
379,COMMUNITY:379,6,NARRATIVE:6
380,COMMUNITY:380,6,NARRATIVE:6
381,COMMUNITY:381,6,NARRATIVE:6
382,COMMUNITY:382,6,NARRATIVE:6
383,COMMUNITY:383,6,NARRATIVE:6
384,COMMUNITY:384,6,NARRATIVE:6
385,COMMUNITY:385,6,NARRATIVE:6
386,COMMUNITY:386,6,NARRATIVE:6
387,COMMUNITY:387,6,NARRATIVE:6
388,COMMUNITY:388,6,NARRATIVE:6
389,COMMUNITY:389,6,NARRATIVE:6
390,COMMUNITY:390,6,NARRATIVE:6
391,COMMUNITY:391,6,NARRATIVE:6
392,COMMUNITY:392,6,NARRATIVE:6
393,COMMUNITY:393,7,NARRATIVE:7
394,COMMUNITY:394,7,NARRATIVE:7
395,COMMUNITY:395,7,NARRATIVE:7
396,COMMUNITY:396,7,NARRATIVE:7
397,COMMUNITY:397,7,NARRATIVE:7
398,COMMUNITY:398,7,NARRATIVE:7
399,COMMUNITY:399,7,NARRATIVE:7
400,COMMUNITY:400,7,NARRATIVE:7
401,COMMUNITY:401,7,NARRATIVE:7
402,COMMUNITY:402,7,NARRATIVE:7
403,COMMUNITY:403,7,NARRATIVE:7
404,COMMUNITY:404,7,NARRATIVE:7
405,COMMUNITY:405,7,NARRATIVE:7
406,COMMUNITY:406,7,NARRATIVE:7
407,COMMUNITY:407,7,NARRATIVE:7
408,COMMUNITY:408,7,NARRATIVE:7
409,COMMUNITY:409,7,NARRATIVE:7
410,COMMUNITY:410,7,NARRATIVE:7
411,COMMUNITY:411,7,NARRATIVE:7
412,COMMUNITY:412,7,NARRATIVE:7
413,COMMUNITY:413,7,NARRATIVE:7
414,COMMUNITY:414,7,NARRATIVE:7
415,COMMUNITY:415,7,NARRATIVE:7
416,COMMUNITY:416,7,NARRATIVE:7
417,COMMUNITY:417,7,NARRATIVE:7
418,COMMUNITY:418,7,NARRATIVE:7
419,COMMUNITY:419,7,NARRATIVE:7
420,COMMUNITY:420,7,NARRATIVE:7
421,COMMUNITY:421,7,NARRATIVE:7
422,COMMUNITY:422,7,NARRATIVE:7
423,COMMUNITY:423,7,NARRATIVE:7
424,COMMUNITY:424,7,NARRATIVE:7
425,COMMUNITY:425,7,NARRATIVE:7
426,COMMUNITY:426,7,NARRATIVE:7
427,COMMUNITY:427,7,NARRATIVE:7
428,COMMUNITY:428,7,NARRATIVE:7
429,COMMUNITY:429,7,NARRATIVE:7
430,COMMUNITY:430,7,NARRATIVE:7
431,COMMUNITY:431,7,NARRATIVE:7
432,COMMUNITY:432,7,NARRATIVE:7
433,COMMUNITY:433,7,NARRATIVE:7
434,COMMUNITY:434,7,NARRATIVE:7
435,COMMUNITY:435,7,NARRATIVE:7
436,COMMUNITY:436,7,NARRATIVE:7
437,COMMUNITY:437,7,NARRATIVE:7
438,COMMUNITY:438,7,NARRATIVE:7
439,COMMUNITY:439,7,NARRATIVE:7
440,COMMUNITY:440,7,NARRATIVE:7
441,COMMUNITY:441,7,NARRATIVE:7
442,COMMUNITY:442,7,NARRATIVE:7
443,COMMUNITY:443,7,NARRATIVE:7
444,COMMUNITY:444,7,NARRATIVE:7
445,COMMUNITY:445,7,NARRATIVE:7
446,COMMUNITY:446,7,NARRATIVE:7
447,COMMUNITY:447,7,NARRATIVE:7
448,COMMUNITY:448,7,NARRATIVE:7
449,COMMUNITY:449,7,NARRATIVE:7
450,COMMUNITY:450,7,NARRATIVE:7
451,COMMUNITY:451,7,NARRATIVE:7
452,COMMUNITY:452,7,NARRATIVE:7
453,COMMUNITY:453,7,NARRATIVE:7
454,COMMUNITY:454,7,NARRATIVE:7
455,COMMUNITY:455,7,NARRATIVE:7
456,COMMUNITY:456,7,NARRATIVE:7
457,COMMUNITY:457,8,NARRATIVE:8
458,COMMUNITY:458,8,NARRATIVE:8
459,COMMUNITY:459,8,NARRATIVE:8
460,COMMUNITY:460,8,NARRATIVE:8
461,COMMUNITY:461,8,NARRATIVE:8
462,COMMUNITY:462,8,NARRATIVE:8
463,COMMUNITY:463,8,NARRATIVE:8
464,COMMUNITY:464,8,NARRATIVE:8
465,COMMUNITY:465,8,NARRATIVE:8
466,COMMUNITY:466,8,NARRATIVE:8
467,COMMUNITY:467,8,NARRATIVE:8
468,COMMUNITY:468,8,NARRATIVE:8
469,COMMUNITY:469,8,NARRATIVE:8
470,COMMUNITY:470,8,NARRATIVE:8
471,COMMUNITY:471,8,NARRATIVE:8
472,COMMUNITY:472,8,NARRATIVE:8
473,COMMUNITY:473,8,NARRATIVE:8
474,COMMUNITY:474,8,NARRATIVE:8
475,COMMUNITY:475,8,NARRATIVE:8
476,COMMUNITY:476,8,NARRATIVE:8
477,COMMUNITY:477,8,NARRATIVE:8
478,COMMUNITY:478,8,NARRATIVE:8
479,COMMUNITY:479,8,NARRATIVE:8
480,COMMUNITY:480,8,NARRATIVE:8
481,COMMUNITY:481,8,NARRATIVE:8
482,COMMUNITY:482,8,NARRATIVE:8
483,COMMUNITY:483,8,NARRATIVE:8
484,COMMUNITY:484,8,NARRATIVE:8
485,COMMUNITY:485,8,NARRATIVE:8
486,COMMUNITY:486,8,NARRATIVE:8
487,COMMUNITY:487,8,NARRATIVE:8
488,COMMUNITY:488,8,NARRATIVE:8
489,COMMUNITY:489,8,NARRATIVE:8
490,COMMUNITY:490,8,NARRATIVE:8
491,COMMUNITY:491,8,NARRATIVE:8
492,COMMUNITY:492,8,NARRATIVE:8
493,COMMUNITY:493,8,NARRATIVE:8
494,COMMUNITY:494,8,NARRATIVE:8
495,COMMUNITY:495,8,NARRATIVE:8
496,COMMUNITY:496,8,NARRATIVE:8
497,COMMUNITY:497,8,NARRATIVE:8
498,COMMUNITY:498,8,NARRATIVE:8
499,COMMUNITY:499,8,NARRATIVE:8
500,COMMUNITY:500,8,NARRATIVE:8
501,COMMUNITY:501,8,NARRATIVE:8
502,COMMUNITY:502,8,NARRATIVE:8
503,COMMUNITY:503,8,NARRATIVE:8
504,COMMUNITY:504,8,NARRATIVE:8
505,COMMUNITY:505,8,NARRATIVE:8
506,COMMUNITY:506,8,NARRATIVE:8
507,COMMUNITY:507,9,NARRATIVE:9
508,COMMUNITY:508,9,NARRATIVE:9
509,COMMUNITY:509,9,NARRATIVE:9
510,COMMUNITY:510,9,NARRATIVE:9
511,COMMUNITY:511,9,NARRATIVE:9
512,COMMUNITY:512,9,NARRATIVE:9
513,COMMUNITY:513,9,NARRATIVE:9
514,COMMUNITY:514,9,NARRATIVE:9
515,COMMUNITY:515,9,NARRATIVE:9
516,COMMUNITY:516,9,NARRATIVE:9
517,COMMUNITY:517,9,NARRATIVE:9
518,COMMUNITY:518,9,NARRATIVE:9
519,COMMUNITY:519,9,NARRATIVE:9
520,COMMUNITY:520,9,NARRATIVE:9
521,COMMUNITY:521,9,NARRATIVE:9
522,COMMUNITY:522,9,NARRATIVE:9
523,COMMUNITY:523,9,NARRATIVE:9
524,COMMUNITY:524,9,NARRATIVE:9
525,COMMUNITY:525,9,NARRATIVE:9
526,COMMUNITY:526,9,NARRATIVE:9
527,COMMUNITY:527,9,NARRATIVE:9
528,COMMUNITY:528,9,NARRATIVE:9
529,COMMUNITY:529,9,NARRATIVE:9
530,COMMUNITY:530,9,NARRATIVE:9
531,COMMUNITY:531,9,NARRATIVE:9
532,COMMUNITY:532,9,NARRATIVE:9
533,COMMUNITY:533,9,NARRATIVE:9
534,COMMUNITY:534,9,NARRATIVE:9
535,COMMUNITY:535,9,NARRATIVE:9
536,COMMUNITY:536,9,NARRATIVE:9
537,COMMUNITY:537,9,NARRATIVE:9
538,COMMUNITY:538,9,NARRATIVE:9
539,COMMUNITY:539,9,NARRATIVE:9
540,COMMUNITY:540,9,NARRATIVE:9
541,COMMUNITY:541,9,NARRATIVE:9
542,COMMUNITY:542,9,NARRATIVE:9
543,COMMUNITY:543,9,NARRATIVE:9
544,COMMUNITY:544,9,NARRATIVE:9
545,COMMUNITY:545,9,NARRATIVE:9
546,COMMUNITY:546,9,NARRATIVE:9
547,COMMUNITY:547,9,NARRATIVE:9
548,COMMUNITY:548,9,NARRATIVE:9
549,COMMUNITY:549,9,NARRATIVE:9
550,COMMUNITY:550,9,NARRATIVE:9
551,COMMUNITY:551,9,NARRATIVE:9
552,COMMUNITY:552,9,NARRATIVE:9
553,COMMUNITY:553,9,NARRATIVE:9
554,COMMUNITY:554,9,NARRATIVE:9
555,COMMUNITY:555,9,NARRATIVE:9
556,COMMUNITY:556,9,NARRATIVE:9
557,COMMUNITY:557,9,NARRATIVE:9
558,COMMUNITY:558,9,NARRATIVE:9
559,COMMUNITY:559,9,NARRATIVE:9
560,COMMUNITY:560,9,NARRATIVE:9
561,COMMUNITY:561,9,NARRATIVE:9
562,COMMUNITY:562,9,NARRATIVE:9
563,COMMUNITY:563,9,NARRATIVE:9
564,COMMUNITY:564,9,NARRATIVE:9
565,COMMUNITY:565,10,NARRATIVE:10
566,COMMUNITY:566,10,NARRATIVE:10
567,COMMUNITY:567,10,NARRATIVE:10
568,COMMUNITY:568,10,NARRATIVE:10
569,COMMUNITY:569,10,NARRATIVE:10
570,COMMUNITY:570,10,NARRATIVE:10
571,COMMUNITY:571,10,NARRATIVE:10
572,COMMUNITY:572,10,NARRATIVE:10
573,COMMUNITY:573,10,NARRATIVE:10
574,COMMUNITY:574,10,NARRATIVE:10
575,COMMUNITY:575,10,NARRATIVE:10
576,COMMUNITY:576,10,NARRATIVE:10
577,COMMUNITY:577,10,NARRATIVE:10
578,COMMUNITY:578,10,NARRATIVE:10
579,COMMUNITY:579,10,NARRATIVE:10
580,COMMUNITY:580,10,NARRATIVE:10
